Made-in	Hergestellt-in	
glamourös	edel	
PR-Arbeit	Außenwirkungsarbeit	
reüssieren	Erfolg	
muskulös	kräftig	
rudimentär	in nur äußerst geringem Ausmaß	
elitär	dünkelhaft	
süffisant	selbstgefällig	
monströs	ungeheuerlich	
adrett	ordentlich	
matt	zurückhaltend	
sponsern	bezuschussen	
uniformieren	gleich machen	
genieren	schämen	
leasen	mieten	
subleasen	untermieten	
deblockieren	freigeben	
offshore	vor der Küste gelegenen	
deflationär	preisdrückend	
renommiert	angesehen	
DNA-Test	DNA-Probe	
PR-Manager	Fachmann für öffentliche Außenwirkung	
timid	ängstliche	
prätentiös	aufschneiderisch	
gehandicapt	eingeschränkt	
vulgär	unter der Gürtellinie	
protegieren	begünstigen	
einhacken	einbrechen	
planieren	verflachen	
lynchen	quälen	
rocken	durchstarten	
Aide-mémoire	Gedächtnisstütze	
joggen	tüchtig laufen	
kolportieren	nehmen	
dopen	werden unerlaubte Leistungssteigerungsmittel	
posten	veröffentlichen	
passieren	geschehen	
ungeniert	ohne Scham	
testen	überprüfen	
platzieren	unterbringen	
pink	rosa	
verlinken	verknüpfen	
primitiv	ursprünglich	
enorm	sehr	
repräsentieren	vertreten	
resultieren	ergeben sich	
fit	in Form	
cool	ausserordentlich	
simulieren	vortäuschen	
amüsieren	belustigen	
kreieren	erschaffen	
permanent	beständig	
trivial	offensichtlich	
singulär	einzigartig	
nervös	aufgeregt	
abchecken	untersuchen	
partikulär	einzigartig	
individuell	persönlich	
editieren	anpassen	
Start-up	Jungunternehmen	
URL	Internetadresse	
attraktiv	anziehend	
filmen	aufnehmen	
blockieren	sperren	
rationieren	einteilen	
professionell	fachmännisch	
hot stuff	heisses Zeug	
drastisch	einschneidend	
Reality-TV	Wirkflichkeitsfernsehen	
experimentieren	versuchen	
engagieren	beschäftigen	
high	berauscht	
elegant	voller Anmut	
stressig	anstrengend	
frontal	von vorne	
vage	ungefähr	
zoomen	vergrössern	
ruinieren	zugrunderichten	
manövrieren	führen	
basieren	gründen	
parallel	zugleich	
konträr	widersprüchlich	
schick	ansprechend	
kuscheln	anschmiegen	
designen	entwerfen	
TV-Show	Fernsehvorstellung	
shoppen	einkaufen	
delegieren	weiterreichen	
motivieren	anregen	
losen	lockeren	
manipulieren	anpassen	
charakterisieren	kennzeichnen	
relaxen	spannen aus	
farmen	als Bäuer arbeiten	
clever	pfiffig	
penibel	kleinlich	
top-secret	geheimes	
kidnappen	entführen	
austricksen	überlisten	
riskieren	setzen aufs Spiel	
revanchieren	erkenntlich zeigen	
performen	Leistung erbringen	
upgraden	verbessern	
etablieren	durchsetzen	
streiken	legen die Arbeit nieder	
desaströs	verheerend	
flirten	schäkern	
fixen	festen	
miserabel	kläglich	
kommerzialisieren	handelsfähig machen	
Make-up	Schminke	
infiltrieren	unterwandern	
spektakulär	filmreif	
TV-Serie	Fernsehserie	
managen	betreuen	
sexy	aktuell	
modern	aktuell	
empathisch	mitfühlend	
präsentieren	vorstellen	
raffiniert	gewieft	
taff	stark	
bombardieren	überschütten	
updaten	aktualisieren	
bizarr	eigenartig	
pikant	scharf	
matt	müde	
monströs	riesig	
ausgeflippt	durchgedreht	
seriös	ernst	
HIV-infiziert	HIV-angesteckt	
Know-how	Wissen	
komplementär	ergänzend	
stationär	ortsfest	
depressiv	gemütskrank	
graduieren	abschliessen	
frenetisch	überschwänglich	
stop	fertig	
rationell	wirtschaftlich	
revolutionär	bahnbrechend	
EC-Karte	Bankkarte	
CAD	rechnergestütztes Entwerfen	
Sport-BH	Sport-Büstenhalter	
ergonomisch	benutzerfreundlich	
grotesk	bedrohlich	
salopp	lässig	
banal	witzlos	
kontern	entgegensetzen	
massieren	kneten	
vital	lebendig	
SUV	Geländelimousine	
mysteriös	geheimnisumwoben	
flippen	wechseln	
flippig	sprunghaft	
primär	zuallererst	
kalibrieren	einrichten	
poppen	rammeln	
happy	glücklichen	
beamen	strahlen	
CPU	Prozessorkern	
variabel	veränderlich	
ausflippen	überschnappen	
ominös	merkwürdig	
anvisieren	anpeilen	
partout	unbedingt	
totalitär	allgewaltig	
unterminieren	untergraben	
Plug-in	Programmiermodul	
Pop-up-Fenster	Pop-Up-Fenster	
sentimental	gefühlsbeladen	
trampen	Anhalter fahren	
rockt	überwältigt	
rebellieren	erheben sich	
requirieren	sicherstellen	
dinieren	zu Abend essen	
reservieren	buchen	
forcieren	erzwingen	
vulgär	anstössig	
nonstop	ständig	
offshore	vor der Küste	
trist	traurig	
hip	in Mode	
prekär	unsicher	
Sit-ups	Rumpfbeugen	
temporär	vorübergehend	
hypnotisieren	in den Bann schlagen	
voluminös	ausgedehnt	
outen	offenbaren	
plädieren	sprechen	
rangieren	reichen	
graduell	schrittweise	
standardmäßig	von Haus aus	
uncool	doof	
visionär	richtungsweisend	
automatisieren	verselbständigen	
fifty-fifty	halbe-halbe	
fade	einförmig	
deblockieren	auflösen	
vis-a-vis	gegenüber	
lancieren	einleiten	
vegetarisch	pflanzlich	
killen	umbringen	
brillieren	glänzen	
sprinten	sausen	
dämonisieren	schwarzzeichnen	
mondän	vornehm	
adieu	tschüs	
apropos	wenn wir davon sprechen	
blamieren	blosszustellen	
mixen	verrühren	
trendy	angesagten	
aufpeppen	verbessern	
konterkarieren	untergraben	
portieren	anzupassen	
hardcore	krass	
sponsern	unterstützen	
schikanieren	piesacken	
PR-Arbeit	Öffentlichkeitsarbeit	
RAM	Direktzugriffsspeicher	
regulär	gewohnheitsmässig	
schockieren	erschüttern	
Tablet-PC	Flachrechner	
elitär	abgehoben	
bigott	frömmlerisch	
tricksen	mogeln	
chillen	abhängen	
kiffen	heizen einen	
legendär	grossartig	
debuggen	von Fehlern befreien	
markant	augenfällig	
reell	wahrhaftig	
retour	zurück	
sondieren	untersuchen	
tough	hart	
rekapitulieren	in Erinnerung rufen	
korrespondieren	schriftlich verkehren	
boomen	blühen	
puschen	anzutreiben	
adressieren	lösen	
dimmen	dunkler machen	
randomisieren	machen wir zufällig	
akquirieren	werben	
makaber	grausig	
mobben	machen schlecht	
University	Universität	
Experten	Sachkundige	
skeptisch	zweiflerisch	
CEO	Hauptgeschäftsführer	
Jury	Preisgericht	
Mortalität	Sterberate	
Medikamente	Arzneimittel	
Infektionen	Ansteckungen	
Cocktail	Gemisch	
Athleten	Wettkämpfer	
Invasion	Einmarsch	
Statement	Bekanntmachung	
Theorie	Annahme	
Details	Einzelheiten	
Evolution	Entwicklungsverlauf	
Basis	Grundlage	
Grundprinzipien	Gesetzmässigkeiten	
Rotation	Eigendrehung	
Kommentar	Anmerkung	
emissionen	ausstoss	
Niveau	Stand	
garantieren	gewährleisten	
Diskurs	Austausch	
Konsensbildung	Einigungsbestreben	
Strategie	Vorgehensweise	
Aspekt	Sichtweise	
Initiative	Anlauf	
Interventionen	Einmischungen	
Debatte	Auseinandersetzung	
Kontroverse	Streitigkeit	
Kritik	Beanstandung	
konzentriert	ausgerichtet	
Insider	Eingeweihte	
installiert	aufgestellt	
kritisiert	gerügt	
Ressourcen	Möglichkeiten	
konzentrieren	bündeln	
Leader	Vorsitzender	
Komitee	Ausschuss	
aktuellen	derzeitigen	
Bulletin	Bericht	
verifizierbare	überprüfbare	
National Hurricane Center	Nationale Zentrum für Hurrikane	
Irritationen	Verärgerung	
Website	Webseite	
Community	Gemeinschaft	
Theorie	Lehrmeinung	
Halo	Hof	
spekulieren	mutmassen	
eventuell	möglicherweise	
extrem	äusserst	
resistent	widerstandsfähig	
Interview	Fragegespräch	
Variante	Abart	
Patienten	Erkrankte	
Person	Mensch	
infizierte	erkrankter	
infizieren	anstecken	
publiziert	bekanntgegeben	
T-Shirt	Trikothemd	
Medikamenten	Arzneimittel	
Qualität	Klasse	
Präzision	Genauigkeit	
Aktuelle	Derzeitige	
Themen	Angelegenheiten	
diversifizierung	vervielfältigung	
positiven	beifälligen	
Kommentare	Anmerkungen	
Transport	Verlegung	
Situation	Angelegenheit	
Sediment	Ablagerungen	
erodierte	ausgewaschene	
Fans	Anhängern	
Kapitels	Abschnitts	
Koalition	Bündnis	
idealer	mustergültiger	
Top	Erst	
komfortablen	bequemen	
Turniers	Wettbewerbs	
Teamwork	Zusammenarbeit	
Team	Mannschaft	
disziplinierte	geordnete	
kontrolle	beherrschung	
exzellentes	ausgezeichnetes	
konstante	gleichbleibende	
Team	Gruppe	
United States Geological Survey	Geological Survey der Vereinigten Staaten	
Northern Arizona University	Universität Nord-Arizona	
traditionell	gewöhnlich	
Kandidat	Anwärter	
Identität	Nämlichkeit	
transparent	durchsichtig	
Umschläge	Kuverts	
autorisierten	berechtigten	
Kandidaten	Anwärter	
Show	Sendung	
Interpretation	Lesart	
Site	Webseite	
Präsenz	Anwesenheit	
Match	Spiel	
Nationen	Länder	
Turnier	Wettbewerb	
Trophäe	Preis	
National Earthquake Information Center	Nationalen Erdbeben-Informationszentrum	
infiziert	angesteckt	
Cannabisjoints	Hanfzigarretten	
Publikum	Zuschauer	
Kampagnen	Wahlkampf	
direkt	unmittelbar	
Protokolle	Verhaltensregeln	
Infektion	Ansteckung	
Funktionen	Tätigkeiten	
Shows	Sendungen	
agentur	dienst	
serviert	aufgetischt	
Teamkollege	Mannschaftskollege	
Shuttle	Raumfähre	
offizielle	der Behörden	
Urin	Harn	
kontaminierter	verunreingter	
rekonstruktive Chirurgie	Wiederherstellungschirurgischer Eingriff	
Wunden	Blessuren	
potenziell	möglicherweise	
Justiz	Gerichtswesen	
Praxis	Verfahrensweise	
Journalisten	Medienschaffende	
Journalisten	Medienschaffenden	
Nationen	Völkern	
Provisorische	Vorläufige	
Kommission	Ausschuss	
regime	system	
informiert	unterrichtet	
Touristen	Reisende	
Touristen	Reisenden	
Karriere	Laufbahn	
Managerin	Betreuerin	
Kommentar	Bemerkung	
Ansicht	Position	
University of Central Missouri	Universität von Zentral-Missouri	
spekuliert	gemutmasst	
reduzieren	verringern	
Lokalisierung	Ortung	
genau	präzis	
Informationen	Angaben	
Transport	Beförderung	
Fans	Anhänger	
spezies	art	
Level	Wert	
Toiletten	WCs	
reflektiert	spiegelt	
Transport	Fortbewegungs	
sozialsten	geselligsten	
agieren	verhalten sich	
Athlet	Kraftpaket	
Population	Volk	
Hauptpopulation	Hauptbevölkerung	
Ressourcen	Bestände	
Konkurrent	Mitstreiter	
Population	Bevölkerung	
Populationen	Völker	
Tempel	Heiligtümer	
spezielle	besondere	
signifikant	wesentlich	
Regionen	Gebieten	
dokumentierten	niederschrieben	
Kompanie	Handelsgesellschaft	
plantagen	anbaugebieten	
Kontrolle	Herrschaft	
Provinz	Verwaltungsgebiet	
Regierung	Führung	
Souveränität	Hoheit	
regierte	beherrschte	
Komplexes	Anlage	
Touristen	Besucher	
restauriert	wiederhergerichtet	
Restaurierung	Auffrischung	
Dynamik	Lebhaftigkeit	
vertikal	senkrecht	
horizontal	waagrecht	
effektivste	wirkungsvollste	
Periode	Zeitspanne	
Konzentration	Verdichtung	
initiierte	leitete in die Wege	
effektiv	wirkungsvoll	
Blockade	Abschnürung	
kodifiziert	aufgezeichnet	
Strategie	Vorgehen	
Reaktion	Erwiderung	
Taktik	Vorgehen	
Pazifismus	Kriegsgegnerschaft	
Isolation	Absonderung	
Situation	Gegebenheit	
Methode	Art	
Perioden	Zeitabschnitte	
Epoche	Spanne	
Provinzen	Landesteile	
sozialer	gesellschaftlicher	
inspirierte	veranlasste	
existiert	gibt	
isoliert	abgeschnitten	
generiert	erzeugt	
Mob	Meute	
Kutschen	Pferdewagen	
Superprofite	Überschuss	
Kontext	Umstand	
Epoche	Zeitraum	
Autos	PKWs	
reduzieren	mindern	
Reparatur	Wiederherstellung	
Techniken	Verfahren	
Harmonie	Einklang	
Kontext	Zusammenhang	
Individuen	Einzelpersonen	
Normen	Grundsätzen	
Kombination	Mischung	
Natur	Beschaffenheit	
signalisieren	kennzeichnen	
Mode	Kleidungsstil	
Jargon	Ausdrucksweise	
symbolischen	sinnbildliche	
Methoden	Vorgehensweisen	
intellektuellen	geistigen	
akzeptieren	annehmen	
komplett	ganz	
spezifischen	jeweiligen	
Lernmethode	Lernweise	
situatio	umstand	
Computer	Rechner	
Projekts	Vorhabens	
Elemente	Bestandteile	
kommunikatio	verständigung	
Kommunikation	Verständigung	
spezifischen	besonderen	
Dimensionen	Ausmassen	
Motivationen	Anreize	
Motivationsaspekte	Antriebspunkte	
identifiziert	festgestellt	
Publikumsreaktionen	Benutzerantworten	
Websites	Webseiten	
Artikel	Beitrag	
interpretieren	deuten	
Konsequenzen	Folgen	
depression	inderung	
essentiellen	lebenswichtigen	
relativ	verhältnismässig	
basierende	beruhende	
Urinieren	Pinkeln	
korreliert	hängt zusammen	
Prinzip	Grunde	
Ozeane	Weltmeere	
effizienteste	wirksamste	
Methode	Vorgehen	
Gütertransport	Güterbeförderung	
existierenden	vorhandenen	
Dokuments	Schriftstücks	
Original	ursprünglich	
Etikett	Aufkleber	
Rhythmen	Regelmässigkeiten	
Zyklen	Abläufe	
Produktion	Erzeugung	
Zyklus	Kreislauf	
Zyklen	Kreisläufen	
Zyklen	Kreisläufe	
Signale	Reize	
externer	äusserer	
Indizien	Hinweise	
Aktivitäten	Beschäftigungen	
Transport	Beförderungs	
inkompetent	unfähig	
Fundamentaleres	Grundlegenderes	
Perfektion	Vollkommenheit	
Konstruktion	Aufbau	
Monumente	Denkmäler	
circa	ungefähr	
offizielle	amtliche	
Theorie	Vermutung	
methoden	mittel	
konzentrieren	ausrichten	
Theorien	Denkansätze	
Theorien	Anschaungen	
Manager	Vorgesetzte	
Kollegen	Mitaarbeiter	
Manager	Vorgesetzter	
Probleme	Schwierigkeiten	
unpopuläre	unbeliebte	
Autonomie	Unabhängigkeit	
Teams	Arbeitsgruppe	
Team	Gruppen	
Organisation	Unternehmen	
Prozess	Vorgang	
Innovation	Neuerung	
Korrelation	Wechselwirkung	
Disziplinen	Fachgebieten	
Bereichen	Disziplinen	
computer	rechner	
online	im Netz	
versionen	ausgaben	
kritisches	streng beurteilendes	
Publikum	Leserschaft	
Kritik	Tadel	
Kooperation	Zusammenarbeit	
inspiriert	anregt	
traditionellen	alltäglichen	
präsentieren	aufzeigen	
konsequent	hartnäckig	
Shoppen	Einkaufen	
uninteressantesten	eintönigsten	
Weltkulturerbegebiete	World Heritage Sites	
Kolonisten	Siedler	
Ticket	Fahrkarte	
Coasterbusse	Kleinbusse	
stabil	widerstandsfähig	
River Bridge	Flussbrücke	
indigene	einheimische	
Kolonisierungs	Besiedlungs	
tickets	eintrittskarten	
Pound	Pfund	
Hemisphäre	Halbkugel	
lokale	heimische	
komplexes	vielschichtiges	
existieren	kommen vor	
greifen	attackieren	
Kombination	Zusammenstellung	
kampieren	zelten	
Campingplatz	Zeltplatz	
Camping	Zelt	
Kabine	Kajüte	
Asphalt	Strassenbelag	
variieren	unterscheiden sich	
Stornierung	Widerruf	
Tickets	Eintrittskarten	
Ticket	Eintrittskarte	
seriösen	verlässlichen	
variiert	unterscheidet sich	
regionen	gegend	
Highway	Autobahn	
strikte	strenge	
interessant	spannend	
Stabilität	Halt	
Routen	Strecken	
route	strecke	
relativ	vergleichsweise	
Definition	Bestimmung	
definieren	festlegen	
assoziiert	in Verbindung gebracht	
negative	nachteilige	
Stereotype	Vorurteile	
konsultieren	miteinbeziehen	
Situationen	Gegebenheiten	
konfrontiert	gegenübergestellt	
Situation	Lage	
detaillierteren	ausführlicheren	
professionelles	fachkundiges	
Training	Schulung	
absolvieren	besuchen	
Publikationen	Ausgaben	
Journale	Fachzeitschriften	
aktualisiert	angepasst	
Dokumente	Papiere	
Regierungen	Staaten	
Show	Vorstellung	
Archipel	Inselgruppe	
Island	Insel	
ing	önig	
Region	Gebiet	
Plateau	Hochebene	
Handy	Mobilfunk	
Option	Möglichkeit	
Expeditionen	Forschungsreisen	
absolventen	abgängern	
Studium	Ausbildung	
archipel	inselgruppe	
separates	zusätzliches	
exkursionen	ausflüge	
Broschüren	Werbeheften	
Antipathien	Abneigungen	
Firmen	Unternehmen	
Passagier	Reisenden	
Tarifs	Gebühr	
Privileg	Vorrecht	
Konflikte	Auseinandersetzungen	
Atmosphäre	Hauch	
egozentrisch	selbstbezogen	
arrogant	überheblich	
Klischee	Vorurteil	
Manieren	Anstand	
Vegetation	Pflanzenwelt	
Fauna	Tierwelt	
basiert	beruht	
Lektüre	Lesen	
extra	zusätzlich	
ohne Diskussion	ohne Wenn und Aber	
Patriarchen	Stammväter	
traditionellen	altüberlieferten	
Traditionen	Bräuche	
Tradition	Brauch	
Fokus	Schwerpunkt	
individuelle	persönliche	
Chefs	Vorgesetzten	
