φρένο	ανασχετήρας	
πλαζ	παραλία	
βιτρίνα	προθήκη	
ρεπό	άδεια	
γκαράζ	χώρο στάθμευσης	
ντουζ	νίψη	French
σιντριβάνι	πηγή	
παρτέρι	ανθώνας	
τοξίνη	δηλητήριο	
μπουτίκ	μαγαζιά	
πούλμαν	λεωφορεία	
μπαχαρικό	καρύκευμα	
πέργκολα	σκέπαστρο	
ατού	πλεονέκτημα	
πορτοφόλι	πορτοφόλι	
πίπα	καπνιστήρι	
γκέι	ομοφυλόφιλος	English
παρτιτούρα	μουσικό χειρόγραφο	
λάμπα	λυχνία	Italian
σκι	χιονοδρομίας	
ταβάνι	οροφή	Ottoman Turkish
θρίλερ	αγωνία	English
φάρμα	αγροικία	English
γούστο	προτίμηση	
κόρνα	σάλπιγγα	Italian
ταμπλό	πίνακα	
βοτανική	φυτολογία	French
καλντερίμι	δρομάκι	Ottoman Turkish
πλακέ	επικαλυμμένη	
μίνιμουμ	ελάχιστο	
παντιέρα	σημαία	
βενζίνη	καύσιμο	French
μπάρμπεκιου	ψησταριά	English
καναπές	καθιστικό	
σερί	σειρά	
σαμπανιζέ	ανοιχτόχρωμο κίτρινο	
απαρτχάιντ	διαχωρισμού	English
αργκό	ιδιόλεκτος	
γκρι	σταχτί	
πιόνι	πεσσός	
μπογιά	βαφή	
λάμα	λεπίδα	
γκρουπ	συγκροτήματα	
σοβινισμός	εθνοκεντρισμός	
μπαμπάς	πατέρας	
ιμπεριαλισμός	επεκτατισμός	
τουρνουά	διαγωνισμός	
ζάντα	δαχτυλίδι τροχού	
σουτ	ρίψη	English
πρόβα	προετοιμασία	
γραβάτα	λαιμοδέτη	
κουπ πατ 	φόρμας	
οβίδα	βλήμα	
κλισέ	κοινότυπη	
μπάντα	μουσικό συγκρότημα	Italian
ρεζέρβα	εφεδρικό ελαστικό	Italian
μαέστρος	διευθυντής ορχήστρας	Italian
σέξι	ελκυστικές	English
φουριόζος	βιαστικός	Italian
βάνα	αναστροφέας	
παζάρι	αγόρα	
γαρνιτούρα	συνοδευτικό	
ασορτί	ταιριαστό	
πρίζα	ηλεκτρική υποδοχή	
καρτέλ	συντεχνίας	
καμουφλάζ	συγκάλυψη	
βαγόνι	όχημα αμαξοστοιχίας	
καμπάνα	κώδων	
κούρσα	αγώνα	
νορμάλ	φυσιολογικό	
κάπα	πανωφόρι	
καμβάς	βάση	
φάρσα	απάτη	Italian
κουπόνι	πιστοποιητικό	
κλασικός	συνηθισμένος	
ραντάρ	ανιχνευτή	
μετρ	ειδικός	
μάνατζερ	διευθυντής	English
μοτοσικλέτα	δίκυκλο όχημα	
πορτρέτο	προσωπογραφία	
κολόνια	άρωμα	
ράλι	αυτοκινητιστικό αγώνα	
σοβάς	ασβεστοκονίαμα	Ottoman Turkish
κάσα	πλαίσιο	Italian
βαρέλι	δοχείο	
κάστα	κοινωνική τάξη	
κράμπα	επώδυνη σύσπαση	
γάζα	αποστειρωμένη ταινία	French
μποστάνι	χωράφι	
μπαζάρ	αγορά	
αμάλγαμα	συνύπαρξη	
περβάζι	κατώφλι	
καμπαναριό	κωδωνοστάσιο	
νταντά	τροφός	
ντάμα	σύντροφο	
κραχ	κρίσης	
οβάλ	ωοειδές	
πούδρα	σκόνη	
αλτρουισμός	φιλαλληλία	
μπούτι	μηρό	
αντίο	αποχαιρετισμό	Italian
ντεκόρ	διακόσμηση	
ρεπόρτερ	δημοσιογράφος	
ματς	αγώνες	English
ρεφρέν	επωδό	
ατόλη	λιμνοθάλασσα	
διεθνής	διεθνής	
δημοτική	δημοτική	French
μέσο	μέσο	
ρόλος	ρόλος	
κόστος	έξοδα	Italian
γραφομηχανή	γραφομηχανή	
μάνατζμεντ	διαχείρησης	English
μάρκετινγκ	αγοραλογία	English
κλάση	είδος	
χλώριο	χλώριο	French
ηρωίνη	ηρωίνη	
κοκαΐνη	κοκαΐνη	
κοκτέιλ	κοκτέιλ	English
φαντασία	φαντασία	Italian
πορτρέτο	προσωπογραφία	
υποκατάστατο	υποκατάστατο	
κουλτούρα	παραδόσεις	
σεξ	συνουσία	
βαρβιτουρικά	βαρβιτουρικά	
συνδικάτο	κοινοπραξία	
καρτέλ	καρτέλ	
παπαρούνα	παπαρούνα	
προφίλ	χαρακτηριστικά	
μεθοδολογία	μεθοδολογία	French
κώδικας	κώδικας	
πορτοφόλι	τσαντάκι	
καουτσούκ	καουτσούκ	
κριτική	αξιολόγηση	German
χάπι	δισκίο	Ottoman Turkish
λίστα	κατάλογο	Italian
πρωτεύοντα	κύρια	
μορατόριουμ	αναστολή	
πακέτο	σύνολο προτάσεων	
μαφία	εγκληματική οργάνωση	Italian
πανόραμα	απεικόνισμα	
κοβάλτιο	κοβάλτιο	
μοντέλο	δείγμα	Italian
παρόλα	παρόλα	Italian
πριμ	ασφάλιστρα	
πληροφορική	πληροφορική	
ράγκμπι	ράγκμπι	
κανάλι	τηλεοπτικός σταθμός	
τρένο	αμαξοστοιχία	
πανίδα	πανίδα	
ρούμι	ρούμι	
κακάο	κακάο	
φασισμός	φασισμός	Italian
ναζισμός	ναζισμός	German
ακτιβισμός	ακτιβισμός	
ναζί	ναζί	
σιωνισμός	σιωνισμός	
φωτογραφία	φωτογραφία	
σοκ	συγκλονισμό	
μάρκο	μάρκο	
στερλίνα	στερλίνα	Italian
πικάπ	συλλογή	English
ρεκόρ	ρεκόρ	
μπύρα	ζύθος	Italian
εκτάριο	εκτάριο	
πούλμαν	πούλμαν	
μάρκα	μάρκα	Italian
κάρτα	κάρτα	Italian
τηλεόραση	τηλεοπτικός δέκτης	
βενζίνη	βενζίνη	French
γκάλοπ	δημοσκόπηση	
πάρκο	πάρκο	
αεροζόλ	εντομοκτόνο	French
λίρα	>λίρα	Italian
πεσέτα	πεσέτα	
τεστ	εξέταση	English
προτεστάντης	διαμαρτυρόμενος	
φεστιβάλ	εκδήλωσης	
αεροπλάνο	αεροσκάφος	
τρακτέρ	ελκυστήριοφόρου	
βόμβα	βόμβα	
γραβάτα	λαιμοδέτης	
βίζα	θεώρηση εισόδου	
ράφι	ράφι	
σκι	σκι	
μάξιμουμ	ολική	
κονκλάβιο	κονκλάβιο	
πόλο	προσελκυστικός	
βίντεο	μαγνητοσκόπιο	English
βοτανική	βοτανική	French
άρια	άρια	
γκαλερί	πινακοθήκη	
αεροδρόμιο	αερολιμένας	French
χούντα	χούντα	
γκέτο	συνοικισμός	
τραμ	τράμ	
σοσιαλισμός	κοινωνισμός	French
οικολογικός	περιβαλλοντολογικός	German
μαριονέτα	υποχείριο	
μπιμπερό	μπιμερό	
μποτίλια	μπουκάλι	Italian
σουπερμάρκετ	υπερκατάστημα	English
τζάμι	τζαμί	Ottoman Turkish
φωτοτυπία	αντίγραφο	
απαρτχάιντ	απαρτχάιντ	English
τόνος	τόνος	
χάλι	κουρέλι	Ottoman Turkish
μενού	κατάλογο	
χλωροφόρμιο	χλωροφόρμιο	
λίβρα	λίβρα	
πουλόβερ	πλεκτό	
αμίαντο	αμίαντο	
μπλοκ	αξώνων 	
ραντάρ	ραδιοεντοπιστής	
κραχ	κατάρρευσης	
ψυχραιμία	ψυχραιμία	French
στατιστικός	στατιστικός	
μεγαβάτ	μεγαβάτ	
καλένδες	καλένδες	
κομμουνισμός	κομμουνισμός	French
μίνιμουμ	ελάχιστες	
καγκελάριος	καγκελάριος	
ραντεβού	συνάντηση 	
υστερία	υστερία	
καπιταλισμός	κεφαλαιοκρατία	
καρναβάλι	απόκριες	Italian
ατομικισμός	εγωισμός	
ντεσιμπέλ	ντεσιμπέλ	
τούνελ	σήραγγα	
κιλοβάτ	κιλοβάτ	
ιώδιο	ιώδιο	French
τζάμπα	αχρείαστα	Ottoman Turkish
φρένο	φρένο	
κασέτα	μαγνητοταινία	Italian
πέτο	κολάρο	
πλατφόρμα	<πλατφόρμα	
ατού	προτερήματα	
κούρσα	κούρσα	
γκάζι	φωταέριο	
οικολογία	περιβαλλοντισμός	
παπούτσι	υπόδημα	
καπέλο	πίλο	Italian
σεξισμός	σεξισμός	
πιάτο	πινάκιον	
λικέρ	ηδύποτων	
σαμπάνια	σαμπάνια	
ζόρι	εξαναγκαστεί	
πετσί	πετσί	
μαγιά	ζυμομύκητες	
τσιπ	τσιπάκι	English
χιούμορ	αστεισμός	English
αφίσα	ανάρτηση	
κάδμιο	κάδμιο	
παζάρι	αγορά	
νέον	καινούργιο	
κατσαρόλα	χύτρα	Italian
καφεΐνη	καφεΐνη	
όπερα	όπερα	
κλαρινέτο	κλαρινέτο	Italian
πιάνο	πιάνο	
φάρσα	φάρσα	Italian
τσάντα	σακίδιο	Ottoman Turkish
ρουτίνα	καθημερινότητα	
μάνατζερ	διαχειρηστών	English
κλισέ	κοινοτοπίες	
σιρόπι	σιρόπι	
πιλότος	αεροπόρος	
σοκολάτα	σοκολάτα	
σούπα	σούπα	French
κιμάς	αλεσμένο κρέας	Ottoman Turkish
παράθυρο	παράθυρο	
πόστα	θέσεις	
πλουραλισμός	πλουραλισμός	
ζαμπόν	ζαμπόν	
μαρμελάδα	μελίμηλον	
πολυθρόνα	καρέκλα	
σινεμά	κινηματογράφος	
σάντουιτς	αμφίψωμα	English
φαντασμαγορία	υπερθέαμα	
ιμπεριαλισμός	επεκτατισμός	
κρουασάν	κρουασάν	
κλινική	νοσοκομείο	
κάρβουνο	κάρβουνο	
ταξί	αγοραίο	
καβάλα	επάνω	
λάβαρο	σημαία	
καρμανιόλα	καρμανιόλα	
παρέα	φιλίες	
πεκάν	πεκάν	French
καλούπι	καλούπι<	Ottoman Turkish
ρεζέρβα	εφεδρεικό	Italian
μετρό	υπόγειος σιδηρόδρομος	
βακαλάος	μπακαλιάρος	
μπελάς	σκοτούρα	
γκαράζ	αμαξοστάσια	
πρεμιέρα	πρώτη προβολή	
μάσκα	προσωπείο	
βεντέτα	βεντέτα	
φανατισμός	οπαδισμός	
λακές	αυλοκόλακας	
τζαμί	τέμενο	Ottoman Turkish
ρεβιζιονισμός	αναθεωρητισμός	
γκάμα	κλίμακα	
κουβέντα	συζήτηση	
πυραμίδα	πυραμίδα 	
αμάλγαμα	αμάλγαμα	
λάμα	λεπίδα	
σκίτσο	ιχνογράφημα	Italian
χάλι	κουρέλι	Ottoman Turkish
πόκερ	πόκερ	
ταμπάκος	ταμπάκος	
σόργο	σόργο	Italian
ρεπό	ρεπό	
πελτές	πολτός	
νικοτίνη	νικοτίνη	
άρπα	άρπα	
ρεπορτάζ	ειδησεογραφία	
μπότα	αρβύλα	
κάστρο	οχυρό	
κέφι	όρεξη	Ottoman Turkish
σοβιέτ	σοβιέτ	
χαρέμι	χαρέμι	Ottoman Turkish
καριέρα	σταδιοδρομί	Italian
μπράβο	εύγε	Italian
πλαφόν	όριο	
μέγγενη	σφιγκτήρα	Ottoman Turkish
βολονταρισμός	βουλησιαρχία	
βόλτα	περίπατο	
πένα	κονδυλοφόρος	
μανίκι	μανίκι	
ντεντέκτιβ	αστυνομικός ερευνητής 	English
τακτ	τακτ	
πιόνι	πιόνι	
ελίτ	ελίτ	
διευθυντήριο	διευθυντήριο	
σιλό	σιλό	
μπαλόνι	φούσκα	
καλαμπόκι	αραβόσιτος	Ottoman Turkish
πάνελ	συνεδρίαση	
καμουφλάζ	παραλλαγή	
σοφιστικέ	σοφιστικέ	
εμίρης	άραβας	
γκουλάγκ	γκουλάγκ	
πόνεϊ	πόνεϊ	
οργανώνω	διοργανώνω	French
σοσιαλδημοκρατία	κοινωνική δημοκρατία	
βάζο	δοχείο	
ροζ	ροζ	
μακάβριος	ανατριχιαστικός	
ακομπανιάρω	συνοδέυω	
πατάτα	γεώμηλον	
καρδινάλιος	καρδινάλιος	
φάρμα	αγρόκτημα	English
ντόμινο	ντόμινο	
σικέ	στημένο	
ποντάρω	στοιχηματίζω 	
πατέντα	δίπλωμα ευρεσιτεχνίας	
νυστέρι	νυστέρι	Ottoman Turkish
μοντέρνος	σύγχρονος	Italian
γλυκόζη	γλυκόζη	
ράμπα	ράμπα	
φονταμενταλισμός	θεμελιωτισμός	
βαγόνι	επιβατάμαξα	
μαντήλι	μαντήλι	Latin
ρουλέτα	ρουλέτα	
κορμοράνος	φαλακροκόρακας	
καραμέλα	καραμέλα	Italian
ναδίρ	ναδίρ	French
φουαγιέ	προθάλαμος	
τικ	τικ	
λέκτορας	λέκτορας	
σελίνι	κέρμα	Italian
ναφθαλίνη	ναφθαλίνη	
ντοκιμαντέρ	ντοκιμαντέρ	
παλτό	παλτό	
