brillieren	glänzen	2.4e-07	3.47e-06
bagatellisieren	verharmlosen	1.86e-07	1.26e-06
fade	schwache	1.07e-06	1.12e-05
desaströs	vernichtend	3.55e-07	8.71e-07
konstatieren	festzustellen	6.76e-07	7.94e-06
gehandicapt	eingeschränkt	1.58e-07	1.45e-05
hip	in Mode	1.02e-05	2.45e-05
kaprizieren	versteifen	1.74e-08	2.34e-07
massieren	kneten	2.09e-06	9.55e-07
internetfähig	fähig für das weltweite Netzwerk	2.04e-08	3.75e-06
shoppen	einkaufen	5.01e-06	2.14e-05
rationell	zweckdienlich	1.38e-07	2.09e-07
rangieren	reichen	8.71e-07	5.5e-05
poppen	rammeln	1.74e-06	1.78e-07
vage	ungefähr	4.37e-06	5.01e-05
kuscheln	anschmiegen	2.82e-06	1.17e-07
flippen	wechseln	3.31e-07	3.31e-05
hypnotisieren	in den Bann schlagen	1.45e-07	6.23e-06
bigott	frömmlerisch	1.74e-07	0.0
Profite	Gewinne	1.12e-06	2.14e-05
frenetisch	überschwänglich	2.24e-07	4.57e-07
kidnappen	entführen	1.74e-07	2.95e-06
updaten	aktualisieren	1e-06	2.14e-06
interviewen	befragen	1e-06	4.9e-06
debattieren	sprechen uns	1.2e-06	0.000122
sentimental	von Gefühlen	1.17e-06	7.76e-06
depressiv	gemütskrank	3.31e-06	1.2e-08
legendär	grossartig	2.24e-06	3.55e-05
CPU	Prozessorkern	5.5e-06	2.09e-08
fade	einförmig	1.07e-06	4.07e-08
fit	in Form	2.19e-05	0.000157
flippig	sprunghaft	4.37e-08	1.17e-06
avisieren	zielen	2.09e-08	1.23e-05
partout	unbedingt	1.26e-06	9.55e-05
komplementär	unterstützend	5.01e-07	1.07e-06
votieren	stimmen	2.57e-07	9.12e-05
Made-in	Hergestellt-in	9.54e-06	3.31e-05
basieren	fußen	5.62e-06	4.27e-07
elegant	schön	6.03e-06	0.000331
adressieren	lösen	4.79e-07	4.27e-05
poetisch	dichterisch	1.55e-06	9.77e-08
trivial	offensichtlich	1.12e-06	5.37e-05
eskalieren	ausarten	2.19e-06	5.75e-07
avancieren	werden	2.24e-07	0.00309
trivial	einfach	1.12e-06	0.000891
salopp	lässig	5.75e-07	3.72e-06
genieren	schämen	2.51e-07	9.12e-06
Make-up	Feigenblatt	1.09e-05	4.37e-07
Laissez-faire	Nichteinmischens	3.45e-07	0.0
monströs	ungeheuerlich	2.04e-07	9.33e-07
subleasen	untermieten	0.0	0.0
happy	glücklichen	1.74e-05	6.92e-06
rationieren	einteilen	5.5e-08	1.86e-06
Kollege	Amtsgenosse	2.04e-05	0.0
Tablet-PC	Flachrechner	9.35e-06	0.0
visum	Einreiseerlaubnis	3.55e-06	1e-07
penibel	kleinlich	9.77e-07	1.2e-06
starten	beginnen	4.27e-05	4.9e-05
stationär	im Krankenhaus	2e-06	5.58e-05
manipulieren	anpassen	4.57e-06	1.15e-05
präzisieren	genauer zu fassen	6.92e-07	1.39e-05
performen	Leistung erbringen	6.76e-07	4.5e-06
Status	Stellung	3.31e-05	3.02e-05
Avantgarde-Länder	Vorreiter-Länder	2.6e-06	2.78e-06
austricksen	überlisten	7.24e-07	6.17e-07
rationieren	aufteilen	5.5e-08	2.45e-06
HIV-positiv	HIV-erkrankt	5.56e-06	2.76e-06
Start-up-Unternehmen	neu gegründeten Unternehmen	2.55e-05	5.86e-06
testen	prüfen	2.34e-05	2.95e-05
unterminieren	aushöhlen	3.16e-07	2.95e-07
bizarr	verrückt	1.91e-06	2.34e-05
manipulieren	verfälschen	4.57e-06	6.61e-07
vis-à-vis	gegenüber	9.8e-07	0.000186
regulär	ordentlich	3.09e-06	2.88e-05
puschen	anzutreiben	3.72e-07	3.8e-07
regulär	gewohnheitsmässig	3.09e-06	1.74e-07
akkreditieren	zuzulassen	5.25e-08	2.82e-06
managen	handhaben	1.91e-06	2.82e-06
TV-Show	Fernsehvorstellung	4.1e-05	0.0
recyclingfähig	wiederverwertbar	1.58e-08	4.9e-08
hip	angesagt	1.02e-05	9.55e-06
partout	ganz und gar	1.26e-06	0.000296
banalisieren	verharmlosen	1.66e-08	1.26e-06
inflationär	überbordend	5.25e-07	3.98e-08
charakterisieren	kennzeichnen	1.12e-06	3.8e-06
etablieren	durchsetzen	7.76e-06	1.78e-05
Tele	Fern	1.82e-06	1.86e-05
free	freien	2.45e-05	7.59e-05
legendär	berühmt	2.24e-06	1.1e-05
recyclebar	wiederverwendbar	6.17e-08	1.66e-07
Paradoxon	Widerspruch	1.38e-06	1.95e-05
dämonisieren	verteufeln	1.58e-07	5.89e-07
kulant	großzügig	2.51e-07	8.13e-06
Information	Wissen	4.27e-05	0.000355
fixen	festgefahrenen	2.29e-06	2.09e-07
protegieren	begünstigen	6.46e-08	2e-06
generell	allgemein	3.02e-05	5.62e-05
süffisant	selbstgefällig	3.55e-07	4.79e-07
TV-Serie	Fernsehsendung	4.78e-05	1.12e-06
klonen	vervielfältigen	9.77e-07	5.13e-07
markant	augenfällig	1.23e-06	4.17e-07
imaginär	eingebildet	2.69e-07	1.7e-06
downloaden	herunterladen	2.69e-06	3.55e-06
amüsieren	erfreuen	1.91e-06	5.75e-06
balancieren	bewegen uns	6.03e-07	4.13e-05
akquirieren	bekommen	3.63e-07	0.000263
stressresistent	widerstandsfähig	3.16e-08	8.51e-07
Aide-mémoire	Gedächtnisstütze	1.18e-07	1.12e-07
passé	überkommen	6.61e-07	3.63e-07
ungeniert	schamlos	1.41e-06	2e-06
nonchalant	unbekümmert	2.14e-07	6.76e-07
dimmen	dunkler machen	1.15e-07	7.36e-06
ausgeflippt	durchgedreht	3.72e-07	6.92e-07
parlieren	reden	5.13e-08	0.000138
desavouieren	bloß	4.47e-08	7.08e-05
brisant	heiß	1.26e-06	4.07e-05
PISA-Studie	PISA-Erhebung	4.01e-06	3.29e-06
depressiv	niedergeschlagen	3.31e-06	3.63e-06
präzise	genau	7.08e-06	0.000447
tanken	ihren Tank	4.9e-06	8.01e-06
Sanktionen	Strafen	1.29e-05	1.1e-05
pompös	wuchtig	2.57e-07	4.57e-07
modern	aktuell	1.74e-05	7.94e-05
visionär	richtungsweisend	1.05e-06	4.07e-07
Notiz	Kenntnis	4.47e-06	2.04e-05
pokern	spielen	8.51e-07	0.000263
UN-Mission	UN-Auftrags	2.25e-05	1.21e-06
zivil	öffentlich	3.31e-06	5.25e-05
Territoriums	Hoheitsgebietes	8.91e-07	2.75e-08
Reality-TV	"Reality"-Fernsehsendung	5.59e-06	9.42e-07
clean	sauber	3.8e-06	2.88e-05
kompromittieren	vorführen	2.51e-07	2.04e-06
rentieren	lohnen	5.25e-07	6.17e-06
streiken	legen die Arbeit nieder	3.09e-06	1.83e-05
transfers	austauschs	2.88e-06	5.25e-07
reell	wahrhaftig	3.16e-07	2.4e-06
SMS	Kurznachricht	1.7e-05	1.55e-07
primitiv	einfach	1.74e-06	0.000891
Sit-ups	Rumpfbeugen	2.21e-06	1.95e-08
Déjà-vu	Erinnerungstäuschung	6.25e-07	0.0
primär	zuallererst	1.15e-05	1.74e-06
graduieren	abschliessen	1.74e-08	8.91e-06
Check-up	Prüfung	1.09e-05	4.27e-05
checken	überprüfen	5.75e-06	2.24e-05
anvisieren	ins Auge nehmen	2.45e-07	4.81e-05
filmen	aufnehmen	2.34e-05	3.24e-05
unterminieren	untergraben	3.16e-07	2e-06
mysteriös	seltsam	1.17e-06	2e-05
schockieren	erschüttern	7.24e-07	1.51e-06
offline	sonst	6.61e-06	0.000269
upgraden	verbessern	3.47e-07	3.02e-05
obligatorische	verpflichtende	2.19e-06	1.23e-06
vulgär	unter der Gürtellinie	7.08e-07	1.02e-06
kolportieren	nehmen	3.8e-08	0.000282
makaber	dunkel	6.03e-07	2.69e-05
plädieren	sprechen	1.66e-06	0.000135
WTO	Welthandelsorganisation	1.41e-06	3.39e-07
Klischee	eingefahrenen Vorstellung	3.8e-06	1.85e-07
einhacken	einbrechen	1.35e-07	1.78e-06
riskieren	setzen aufs Spiel	6.31e-06	4.36e-05
online	im Internet	0.00024	0.000166
Opposition	Gegenseite	2.34e-05	3.89e-06
HIV-Infektion	HIV-Ansteckung	3.68e-06	1.11e-06
totalitär	allgewalting	4.68e-07	0.0
PR-Manager	Fachmann für öffentliche Außenwirkung	1.35e-05	6.99e-07
tricksen	mogeln	6.17e-07	2.29e-07
sponsern	bezuschussen	4.47e-07	2.24e-07
uniform	gleichförmig	8.51e-06	2.69e-07
Statistiken	Datenerhebungen	1.05e-05	6.76e-08
blamieren	blosszustellen	1.26e-06	4.17e-07
cool	stark	6.17e-05	0.000191
arbiträr	willkürlich	6.03e-08	5.13e-06
infiltrieren	eindringen	3.89e-07	5.75e-06
basta	Schluss	1.58e-06	8.32e-05
intensivieren	verstärken	1.17e-06	8.13e-06
Deserteure	Fahnenflüchtige	4.79e-07	4.17e-08
paraphrasieren	nachsprechen	9.77e-08	1.35e-07
mysteriös	geheimnisumwoben	1.17e-06	0.0
blond	golden	4.57e-06	8.13e-06
phasing out	die Außerdienststellung	1.9e-08	4.68e-08
riskant	gefährlich	3.09e-06	3.98e-05
bankrott	pleite	2.51e-06	1.45e-05
testen	überprüfen	2.34e-05	2.24e-05
korrupter	käuflicher	6.61e-07	7.08e-08
Business-as-usual	Geschäft-wie-sonst-auch	5.08e-07	4.08e-05
ruinös	zerstörerisch	7.41e-08	3.16e-07
brillant	wunderbar	2.4e-06	2.88e-05
hardcore	krass	9.77e-06	2.14e-05
permanent	unablässig	9.77e-06	8.13e-07
Start-up	Jungunternehmen	2.86e-05	9.55e-08
Pop-up-Fenster	Pop-Up-Fenster	1.34e-05	1.34e-05
Produktions	Herstellungsfaktoren	2.14e-06	0.0
reaktionär	forschrittsfeindlich	7.24e-07	0.0
reservieren	beanspruchen	2.75e-06	3.63e-06
posten	veröffentlichen	3.89e-05	1.48e-05
trendy	angesagten	1.07e-06	6.31e-07
losen	lockeren	2.24e-06	2.63e-06
Fonds	Vermögensschatz	1.55e-05	0.0
massiver	außerordentlicher	4.57e-06	1.58e-06
ergonomisch	benutzerfreundlich	2.4e-07	1.91e-07
TV-Serie	Fernsehserie	4.78e-05	1.62e-06
rationell	wirtschaftlich	1.38e-07	1.66e-05
kapriziös	launisch	5.01e-08	5.37e-07
flankieren	begleiten	3.72e-07	1.95e-05
randomisieren	machen wir zufällig	0.0	3.17e-05
visuell	dem Anschein nach	1.91e-06	5.48e-06
outen	offenbaren	1.17e-06	2.95e-06
offiziös	halbamtlich	0.0	0.0
Sport-BH	Sport-Büstenhalter	5.66e-06	2.45e-07
jonglieren	hin- und herspringen	9.12e-07	4.17e-08
miserabel	kläglich	1.38e-06	1.7e-06
Chefs	Vorgesetzten	7.41e-06	7.24e-06
komplementär	ergänzend	5.01e-07	3.24e-06
charmant	bezaubernd	4.17e-06	1.29e-06
primitiv	ursprünglich	1.74e-06	4.27e-05
raffiniert	durchtrieben	1.66e-06	1.74e-07
blockieren	sperren	7.94e-06	9.33e-06
nuancieren	abschwächen	1.78e-08	5.37e-07
CEO	Vorstand	6.31e-06	2.95e-05
voluminös	ausgedehnt	1.7e-07	2.57e-06
resultieren	folgen	1.95e-06	0.000151
traditionell	schon seit jeher	1.41e-05	5.96e-06
killen	nichte zu machen	1.17e-06	4.98e-06
belle	schönen	3.89e-06	7.59e-05
Plug-in	Programmiermodul	2.82e-06	0.0
leger	locker	7.94e-07	2.82e-05
Ineffizienz	Langsamkeit	2.51e-07	6.92e-07
temporär	zeitlich	2.19e-06	1.2e-05
managen	betreuen	1.91e-06	4.79e-06
simulieren	vortäuschen	2.09e-06	1.26e-06
diskret	unauffällig	3.39e-06	5.01e-06
MP3-Player	MP3-Abspieler	3.02e-06	1.26e-08
lynchen	quälen	3.63e-07	3.8e-06
pikant	scharf	7.08e-07	2.69e-05
bunkern	horten	9.12e-07	1.26e-06
finanzieren	bezahlen	1.26e-05	5.75e-05
vital	lebendig	1.86e-06	1.32e-05
temporär	vorübergehend	2.19e-06	1.23e-05
mixen	verrühren	9.33e-07	4.37e-07
clever	schlau	6.46e-06	1.41e-05
rekapitulieren	in Erinnerung rufen	2.04e-07	1.9e-05
originell	schöpferisch	2.82e-06	2.29e-07
parallel	gleichzeitig	2.69e-05	0.000123
indoor	innerräumliche	1.78e-06	0.0
delegieren	verlegen	7.08e-07	1.12e-05
solide	sichere	8.13e-06	1.82e-05
kreieren	schaffen	2.29e-06	0.000126
unfair	ungerecht	7.08e-06	6.31e-06
tippen	wetten	5.75e-06	1.91e-05
Kontrolle	Überwachung	6.17e-05	1.82e-05
portieren	anzupassen	1.66e-07	6.17e-06
stop	fertig	1.2e-05	0.000105
ruinieren	verarmen lassen	3.09e-06	2.95e-07
spektakulär	aufsehenerregend	2.75e-06	7.24e-08
trimmen	bringen	4.07e-07	0.0002
kaschieren	verbergen	8.13e-07	9.12e-06
motivieren	anregen	5.13e-06	3.31e-06
trainieren	üben	1.41e-05	2.19e-05
komplettieren	vervollständigen	7.41e-07	1.62e-06
joggen	tüchtig laufen	4.17e-06	1.46e-06
attraktiv	ansprechend	1.35e-05	2e-06
frenetisch	stürmisch	2.24e-07	1.95e-06
Quoten	Anteile	5.37e-06	1.23e-05
basieren	gründen	5.62e-06	7.94e-05
rockt	überwältigt	1.74e-06	4.07e-06
banal	witzlos	1.78e-06	2.82e-07
penibel	sorgfältig	9.77e-07	1.1e-05
elitär	dünkelhaft	5.89e-07	1.86e-08
prioritär	vorrangig	1.17e-07	6.46e-06
EC-Karte	Bankkarte	6.85e-06	3.09e-07
ultimo	Fristende	4.79e-07	6.76e-08
farmen	als Bäuer arbeiten	1.82e-06	0.0
revanchieren	erkenntlich zeigen	7.41e-07	7.56e-07
reservieren	buchen	2.75e-06	1.17e-05
PR-Kampagne	Werbekampagne	1.09e-05	1.58e-06
originär	ursprünglich	3.39e-07	4.27e-05
sponsern	unterstützen	4.47e-07	5.75e-05
autorisieren	ermächtigen	1.78e-07	2.57e-07
parallel	zugleich	2.69e-05	5.75e-05
charakterisieren	beschreiben	1.12e-06	2.14e-05
unisono	einstimmig	7.76e-07	5.89e-06
SUV	Geländelimousine	5.5e-06	0.0
konträr	widersprüchlich	5.25e-07	1.82e-06
vis-a-vis	von Angesicht zu Angesicht	1.04e-06	2.56e-06
sexy	ansprechend	2.63e-05	2e-06
ausflippen	überschnappen	6.61e-07	1.2e-08
konterkarieren	untergraben	1.48e-07	2e-06
schick	ansprechend	1.66e-05	2e-06
mondän	vornehm	1.02e-07	1.26e-06
motivieren	anspornen	5.13e-06	2.57e-07
nervös	angespannt	1.15e-05	3.72e-06
HIV-infiziert	erkrankt	2.94e-06	5.01e-06
nervös	aufgeregt	1.15e-05	1.62e-05
muskulös	kräftig	5.62e-07	1.58e-05
Tourismusländer	Urlaubsländer	0.0	2.82e-08
kontrollieren	überwachen	1.91e-05	8.13e-06
Aggressor	Anstifter	5.62e-07	3.31e-07
elegant	voller Anmut	6.03e-06	1.41e-06
UNO-Resolution	UN-Übereinkunft	3.91e-06	1.54e-06
seriös	in ernsthafter Weise	4.79e-06	1.25e-06
ambitiös	ehrgeizig	1.48e-08	1.82e-06
Faktor	Punkt	1.78e-05	0.0001
Make-up	Schminke	1.09e-05	1.74e-06
forcieren	verstärken	1.35e-06	8.13e-06
trickreich	listig	1.7e-07	4.79e-07
schick	schmuck	1.66e-05	1.62e-05
nonstop	ständig	1.38e-06	6.92e-05
schockieren	erschrecken	7.24e-07	3.72e-06
abscannen	abfotografieren	4.47e-08	1.35e-07
defilieren	auftreten	3.09e-08	3.31e-05
professionell	fachmännisch	1.07e-05	6.03e-07
desaströs	verheerend	3.55e-07	1.23e-06
adrett	ordentlich	2.4e-07	2.88e-05
boxen	fechten	1.17e-05	1.51e-06
durchstarten	erfolgreich sein	1.29e-06	7.16e-05
seriös	ernst	4.79e-06	0.000162
deblockieren	auflösen	0.0	6.61e-06
aufpeppen	verbessern	3.16e-07	3.02e-05
manövrieren	führen	7.08e-07	0.000138
trampen	Anhalter fahren	3.63e-07	1.88e-06
computergestützt	rechnergestützt	4.79e-08	1.15e-08
chillen	abhängen	1.95e-06	6.46e-06
sekundär	zweitrangig	1.66e-06	1.29e-06
strapazieren	belasten	3.72e-07	7.24e-06
amüsant	lustig	4.17e-06	6.92e-05
flirten	schäkern	4.79e-06	4.79e-08
high level steering group	höheren Lenkungsgruppe	1.49e-07	6.44e-08
bigott	scheinheilig	1.74e-07	1.02e-06
graduell	schrittweise	2.82e-07	5.37e-06
zufaxen	zusenden	0.0	6.46e-07
timid	ängstliche	1.58e-08	7.94e-07
live	zeitgleich	8.51e-05	9.33e-06
professionell	ordentlich	1.07e-05	2.88e-05
smart sanctions	"smart sanctions"	6.88e-08	6.88e-08
demoralisieren	entmutigen	7.76e-08	9.55e-07
designen	entwerfen	8.32e-07	4.27e-06
standardisieren	vereinheitlichen	1.58e-07	5.01e-07
schachmatt	erledigt	8.51e-07	2.63e-05
Know-how	Wissen	7.57e-06	0.000355
rapide	schnell	2.82e-06	0.000324
akquirieren	werben	3.63e-07	1.1e-05
transferieren	übertragen	7.41e-07	3.8e-05
Regionen	Gegenden	2.88e-05	8.32e-06
pointiert	zugespitzt	7.76e-07	1.66e-06
makaber	grausig	6.03e-07	4.9e-07
genial	wunderbar	1.41e-05	2.88e-05
UNO-Mandat	UNO-Auftrag	4.39e-06	8.14e-06
amüsieren	belustigen	1.91e-06	2.24e-07
spektakulär	filmreif	2.75e-06	1.32e-07
empathisch	mitfühlend	4.47e-07	5.62e-07
orange	apfelsinenfarben	1.41e-05	0.0
brüskieren	bloßstellen	9.77e-08	6.31e-07
trist	trostlos	5.89e-07	7.24e-07
grotesk	ungewöhnlich	1.86e-06	1.62e-05
kiffen	rauchen	2.63e-06	2.45e-05
CAD	kanadische Dollar	2.14e-06	3.11e-06
enorm	stark	1.55e-05	0.000191
trist	traurig	5.89e-07	4.37e-05
glamourös	edel	4.68e-07	4.47e-06
verlinken	verknüpfen	2.88e-06	2.51e-06
boomen	blühen	4.79e-07	3.89e-06
kontrollieren	überprüfen	1.91e-05	2.24e-05
brutto	ohne Abzug der Steuern	5.01e-06	8.29e-06
Delegation	Abgesandten	6.61e-06	4.9e-07
frappierend	ganz stark	3.09e-07	0.000159
einchecken	anmelden	8.32e-07	1.7e-05
repräsentieren	stellen	4.79e-06	0.00024
arrangieren	gestalten	2.29e-06	3.63e-05
lancieren	starten	2.45e-07	4.27e-05
Faktum	Klar	1.07e-06	0.000363
unsportlich	verwerflich	5.13e-07	1.58e-06
doktrinär	zu strikt	1.74e-08	5.01e-06
hot stuff	heisses Zeug	1.55e-06	5.48e-06
ordern	bestellen	1.07e-06	2.69e-05
sentimental	gefühlsbeladen	1.17e-06	0.0
Pay-TV	Bezahlfernsehen	5.97e-06	8.32e-08
enorm	sehr	1.55e-05	0.00138
revolutionär	umstürzerisch	2.63e-06	0.0
modern	fortschrittlich	1.74e-05	9.33e-07
Statistik	Datenerhebung	3.09e-05	7.41e-07
pollution	Verschmutzung	1.7e-07	1.7e-06
variabel	veränderlich	2.4e-06	5.5e-07
banal	ernüchternd	1.78e-06	1e-06
blockieren	stoppen	7.94e-06	2e-05
kreieren	erschaffen	2.29e-06	8.71e-06
elitär	abgehoben	5.89e-07	3.02e-06
matt	müde	1.41e-05	3.16e-05
bizarr	eigenartig	1.91e-06	2.24e-06
schikanieren	drangsalieren	6.03e-07	3.16e-07
krepieren	verrecken	4.07e-07	2.34e-06
Transport	Beförderung	1.95e-05	7.24e-06
frisieren	beschönigen	3.72e-07	6.46e-07
passieren	vorkommen	6.03e-05	2.24e-05
zoomen	vergrössern	5.5e-07	6.46e-06
bürokratisieren	mehr starre Verwaltung einführen	0.0	2.02e-06
pink	rosa	9.33e-06	2.34e-05
sportlich	kraftstrotzend	1.05e-05	1.62e-08
passieren	geschehen	6.03e-05	5.75e-05
konträr	Widerspruch	5.25e-07	1.95e-05
URL	Internetadresse	9.33e-06	2.51e-07
bombardieren	überschütten	1.26e-06	3.47e-07
adressieren	richten	4.79e-07	2.51e-05
uniformieren	gleich machen	0.0	0.000276
alarmieren	beunruhigen	7.94e-07	1.41e-06
fair	gerecht	2.45e-05	2.34e-05
streiken	in den Ausstand zu treten	3.09e-06	5.08e-07
editieren	anpassen	9.33e-07	1.15e-05
rangieren	stehen	8.71e-07	0.000316
Know-how	Fachwissens	7.57e-06	1.17e-07
salopp	vereinfacht	5.75e-07	5.62e-06
prosperieren	gedeihen	5.5e-08	2.63e-06
cool	ausserordentlich	6.17e-05	6.76e-06
uncool	doof	1.91e-06	1.74e-05
PR-Arbeit	Öffentlichkeitsarbeit	2.07e-05	4.79e-06
plädieren	möchten	1.66e-06	6.17e-05
saisonal	durch die Jahreszeiten	1e-06	4.35e-06
audiovisuell	über Ton und Sicht	7.94e-08	2.5e-05
komfortabel	angenehm	2e-06	1.91e-05
partikulär	einzigartig	0.0	7.59e-06
rate	anteil	1.38e-05	6.17e-05
engagieren	beschäftigen	8.91e-06	2.51e-05
infiltrieren	unterwandern	3.89e-07	6.17e-07
individuell	persönlich	1.12e-05	6.61e-05
