auge	pico	9.12e-06	1.15e-05
stand	me levante	7.94e-06	1.44e-05
cota	atribuição	8.91e-06	1.02e-05
workshop	oficina	8.51e-06	2.29e-05
puzzle	quebra-cabeças	2.14e-06	1.16e-05
surpreender	pasmar	1.17e-05	2.95e-08
contrastar	contrapor	2.75e-07	7.59e-07
lobby	átrio	3.31e-06	1.51e-06
tagarela	targela	6.61e-07	0.0
contêiner	contentor	8.13e-07	4.17e-07
faceta	ângulo	1.55e-06	1.26e-05
long, long	longo, longo	9.75e-06	9.75e-05
rifle	espingarda	4.57e-06	2.45e-06
core	principais	6.92e-06	0.000155
codificar	cifrar	9.77e-07	3.09e-08
massacre	banho de sangue	1.41e-05	3.85e-05
equipar	aparelhar	1.58e-06	8.51e-08
gangue	quadrilha	7.41e-06	9.77e-06
root kit	estojo principal	1.94e-06	2.32e-06
crocante	estaladiço	1.55e-06	6.17e-08
trompete	corneta	1.29e-06	9.77e-07
catástrofe	calamidade	4.9e-06	2.14e-06
websites	páginas web	4.17e-06	3.01e-05
milkshake	batido	5.5e-07	6.92e-06
equipe	tripulação	0.000282	1.32e-05
zoom	aumento	5.37e-06	0.000105
pickles	picles	3.55e-07	7.41e-07
know-how	conhecimentos	6.36e-06	1.7e-05
cantina	lanchioneta	2.75e-06	0.0
anormal	incomum	4.47e-06	1.17e-05
flat tax	imposto fixo	6.25e-07	6.91e-06
crude	petróleo bruto	2.82e-07	9.55e-06
auge	altura	9.12e-06	0.000107
dama	senhora	1.86e-05	0.000117
pinguim	piguim	2.69e-06	0.0
reprise	repetição	3.02e-06	4.9e-06
hop	salta	1.23e-05	5.5e-06
instalar	colocar	1.23e-05	0.000141
miragem	alucinação	1.26e-06	1e-06
sketch	esboço	7.41e-07	3.24e-06
agonizar	sofrer	9.12e-08	3.47e-05
pejorativo	perjorativo	1.1e-06	0.0
whisky	uisque	4.37e-06	7.08e-08
extensivo	amplo	1.38e-06	1.95e-05
galeria	corredor	2.34e-05	1.78e-05
cartoon	banda desenhada	6.03e-06	6.79e-06
buffet	bufete	1.95e-06	8.51e-08
mérito	aptidão	1.51e-05	2.95e-06
laptop	calculadora portátil	4.27e-06	1.56e-06
phishing	fraude	2.51e-07	1.62e-05
sexual	sensual	6.03e-05	7.94e-06
green box	caixa verde	7.37e-06	4.7e-05
software	programa informático	5.89e-05	1.73e-06
captura	conquista	1.62e-05	3.63e-05
close-up	planos aproximados	6.13e-06	3.37e-07
chefe	patrão	0.000129	1e-05
deriva	vem de	7.76e-06	0.000369
feedback	comentários	6.46e-06	7.59e-05
bizarro	estranho	5.5e-06	7.76e-05
performance	execução	2.69e-05	3.98e-05
hall	corridor	1.2e-05	4.57e-08
ofensiva	agressão	1.17e-05	1.35e-05
computador	calculadora	7.24e-05	2.04e-06
jaqueta	casaco	4.68e-06	1.17e-05
bateria	conjunto	4.79e-05	9.33e-05
adobe	tijolo	3.98e-06	4.79e-06
buffer overflow	estouro de memória intermédia	1.3e-07	2.9e-07
farol	destino	8.71e-06	7.59e-05
editar	modificar	1.17e-05	5.37e-06
input	contributo	6.03e-07	2.51e-06
bug	inseto	3.72e-06	7.59e-06
peace keepers	guardiões da paz	7.28e-08	4.27e-06
bancarrota	falência	7.24e-07	1.02e-05
pause	pare	6.03e-07	2.63e-05
bronze	latão	1.45e-05	1.91e-06
teste	prova	6.92e-05	0.000145
panfleto	filipeta	2.45e-06	1.74e-08
firma	empresa	8.32e-06	0.000224
sites	páginas	5.01e-05	5.25e-05
savoir-faire	conhecimento	2.33e-07	0.0001
hub	pólo	2.95e-06	4.79e-06
alerta	avisa	3.55e-05	1.02e-05
proclamar	declarar	1.66e-06	1.2e-05
charada	advinha	9.55e-07	7.08e-07
snowdrops	campainhas-de-inverno	0.0	2.61e-07
single	unico	1.95e-05	2.57e-06
spam	correios não solicitados	5.5e-06	1.9e-06
plafond	tecto	3.89e-08	2.51e-06
excepcional	extraordinário	6.76e-06	1.23e-05
trailer	reboque	1.48e-05	2e-06
acurácia	exactidão	1.7e-07	4.47e-07
fake	falso	4.68e-06	2.88e-05
sondagem	cateterismo	1.82e-06	2e-07
chique	classudo	5.89e-06	6.03e-08
etiqueta	formalidades	5.01e-06	1.32e-06
Internet	rede	0.000224	0.000234
string	encordoar	2.24e-06	0.0
check-up	controlo	5.01e-06	2.4e-05
offline	fora de linha	3.31e-06	0.000114
frame book	livro de molduras	1.52e-06	1.44e-06
alterações	mudanças	2.51e-05	7.94e-05
tropa	companhia	1.23e-05	0.000107
cowboy	vaqueiro	3.55e-06	1.48e-06
hovercraft	aerobarco	1.05e-07	3.55e-08
antidumping	anti-despejo	5.75e-08	2.49e-06
fitness	entreinamento	5.37e-06	0.0
alarme	aviso	7.94e-06	3.89e-05
à la carte	à escolha livre	6.45e-07	6.43e-05
stop motion	câmara lenta	1.35e-06	1.22e-05
gás	flato	5.5e-05	2.29e-08
website	página web	2.75e-05	4.72e-05
grotesco	monstruoso	1.1e-06	1.07e-06
aspeto	disposição	1.82e-06	2.82e-05
OK	bom	9.55e-05	0.000912
bobina	carretel	1.45e-06	3.98e-07
spyware	espião	7.08e-07	4.47e-06
iate	barco	2.82e-06	2.29e-05
querosene	queosene	1.48e-06	0.0
filme	longa-metragem	0.000295	1.06e-05
clique	grupo	5.62e-05	0.00049
strike	ataca	4.68e-06	1.26e-05
cheesecake	queijada	6.03e-07	4.27e-08
looping	circular	3.63e-07	1.82e-05
cortejar	cotejar	2.63e-07	0.0
brutal	feroz	8.71e-06	3.89e-06
ranking	classificação	3.24e-05	3.8e-05
download	descarregamento	2.4e-05	5.01e-07
softball	softbol	1.48e-07	2.4e-07
Oil for Food	óleo para alimentos	2.56e-06	1.96e-05
papá	pai	1.15e-06	0.00038
input	ideia	6.03e-07	0.000182
atacar	combater	3.16e-05	2.45e-05
impeachment	impugnação	1.32e-05	9.77e-07
obtemos	captamos	1.32e-06	9.77e-08
host	hospedeiro	2.34e-06	3.16e-06
block busters	sucessos de bilheteria	8.56e-08	2.93e-06
short sea shipping	transporte marítimo de curta distância	3.05e-07	3.01e-06
house	casa	3.39e-05	0.000977
notebook	caderno	5.75e-06	1.12e-05
skate	patim	7.41e-06	1.02e-07
inevitável	inelutável	1.15e-05	2.14e-08
crédito	prezo	4.07e-05	4.27e-07
colorir	pintar	2.04e-06	1.35e-05
uau	nossa	7.76e-06	0.000741
poodle	caniche	8.71e-07	4.79e-08
jornal	folha	0.000117	4.9e-05
assassinar	matar	5.37e-06	9.33e-05
marshmallow	geleia de marshmallow	9.33e-07	6.02e-07
código	cifra	0.00011	3.09e-06
update	atualização	3.89e-06	3.72e-05
buldogue	buldoge	4.17e-07	0.0
postar	publica	2.14e-05	1.45e-05
playground	recreio	1.38e-06	5.37e-06
categoria	género	7.24e-05	2.24e-05
projeto	plano	0.000316	0.00017
simultaneamente	ao mesmo tempo	1.12e-05	0.000537
madame	senhora	7.41e-06	0.000117
líder	chefe	0.000102	0.000129
pack de calor	saco térmico	4.29e-06	2.38e-06
set	conjuntos	1.95e-05	7.08e-06
endossar	appoiar	3.02e-07	0.0
ordre	plano	4.57e-07	0.00017
aeroplano	avião	1.51e-07	4.07e-05
associem	relacionam	9.33e-08	2.75e-06
bestseller	campeão de vendas	3.55e-07	2.18e-05
airbag	almofada de ar	5.62e-07	3.71e-06
e-mail	correio eletrónico	5.12e-05	5.87e-07
script	guião	4.57e-06	1.7e-06
marketing	mercadologia	2.51e-05	2.82e-08
scanner	digitalizador	1.48e-06	6.17e-08
claque	patrulha	1.02e-06	8.13e-06
short	Calções	8.91e-06	2.45e-06
dama	dona	1.86e-05	3.72e-05
glitter	brilhante	2.51e-06	2.51e-05
webcam	câmara web	2e-06	4.57e-05
spray	aerossol	6.31e-06	3.16e-07
make	fazer	1.55e-05	0.00151
patrulhar	patrulha	1.12e-06	8.13e-06
futuramente	posterioramente	4.27e-06	0.0
copiar	duplicar	9.77e-06	1.12e-06
detalhe	menor	1.78e-05	9.55e-05
fone	aparelho	5.5e-06	2.34e-05
cooler	arrefecedor	6.31e-07	1.32e-08
missing link	elo perdido	1.41e-06	5.66e-06
humor	ânimo	5.25e-05	5.5e-06
spray	aerosol	6.31e-06	1.48e-07
detalhe	promenor	1.78e-05	1.7e-08
paladino	herói	7.94e-07	3.39e-05
objecto	alvo	6.76e-06	6.92e-05
alertar	avisar	5.75e-06	2.34e-05
estoque	armazenamento	6.46e-06	1.15e-05
dique	barragem	9.33e-07	1.02e-05
pose	posição	3.31e-06	0.000138
ping-pong	pingue-pongue	9.12e-07	3.35e-07
bug	erro	3.72e-06	7.94e-05
prisão	cadeia	0.000117	5.13e-05
merengue	suspiro	1.29e-06	3.24e-06
bomba	explosivo	3.89e-05	3.55e-06
spin	circolo	2.51e-06	3.47e-08
cupcakes	bolinho	1.2e-06	3.72e-06
eufemismo	adoçamento	7.24e-07	0.0
estratégia	tática	3.8e-05	8.51e-06
bombom	caramelo	1.05e-06	2.24e-06
add-on	complemento	3.39e-06	3.09e-06
firewall	barreira de proteção	3.02e-06	1.23e-05
best practise	melhor prática	1.1e-08	7.98e-05
reprise	reprodução	3.02e-06	2.29e-05
coincidir	compatibilizar	1.7e-06	1.05e-07
safra	colheita	2.95e-06	9.55e-06
cover	versão	1.1e-05	0.000135
puzzle	quebra-cabeça	2.14e-06	2.75e-05
memória	recordação	7.76e-05	2.24e-06
obter	receber	6.76e-05	0.000107
online	em linha	0.000135	0.000164
incapacidade	imperícia	7.41e-06	1.32e-07
adágio	ditado	1.51e-07	8.13e-06
duo fellowship program	programa de bolsas duo	4.39e-07	2.87e-06
abordagem	abodagem	3.16e-05	0.0
pull	de tração	1.12e-06	4.36e-06
exames	provas	1.86e-05	6.92e-05
malware	software malicioso	1.48e-06	1.21e-06
grandioso	imponente	3.89e-06	2.95e-06
cartune	banda desenhada	2.45e-08	6.79e-06
ravina	barranco	4.07e-07	1.15e-06
placard	cartaz	2.45e-07	1.23e-05
mouse	rato	6.76e-06	1.55e-05
organizar	estruturar	2.95e-05	6.31e-07
concursos	parcerias	6.92e-06	1.17e-05
bateria	pilha	4.79e-05	7.41e-06
silhueta	sihlueta	1.32e-06	0.0
factoring	factorizar	7.76e-08	0.0
sumo	sump	7.41e-06	1.58e-08
telemarketing	televendas	7.94e-07	1.55e-07
sofá	canapé	2.29e-05	8.91e-08
carpete	carpente	1.26e-06	0.0
startup	empresa	1.23e-06	0.000224
doping	dopagem	1.26e-06	2.19e-07
questão	pergunta	0.000174	0.000151
telefone	aparelho	7.76e-05	2.34e-05
fricção	atrito	1.55e-06	3.16e-06
UFO	OVNI	5.13e-07	1.02e-06
light	leve	1.2e-05	7.76e-05
ergo	logo	5.5e-07	0.000295
blockbuster	de grande bilheteria	5.5e-07	4.05e-06
hurra	viva	9.33e-08	6.46e-05
boné	barrete	4.57e-06	2.95e-07
gamba	gamb	6.03e-07	0.0
blanks	espaços	5.01e-08	3.63e-05
grandioso	notável	3.89e-06	1.29e-05
plataforma	ancoradouro	6.03e-05	3.31e-07
predomínio	supremacia	8.32e-07	2.63e-06
cheque	bilhete	6.46e-06	1.05e-05
time	tempo	0.000178	0.00105
cluster bombs	bombas de fragmentação	3.42e-07	2.26e-06
performance	apresentação	2.69e-05	5.62e-05
season	temporada	5.01e-06	9.12e-05
basico	basilar	3.55e-07	3.16e-07
cache	caching	2.69e-06	3.09e-08
vice-versa	inversamente	6.08e-06	1.45e-06
zombie	zumbi	2.34e-06	7.08e-06
vaso	jarra	7.94e-06	1.29e-06
lobby	salão	3.31e-06	3.31e-05
codificar	encriptar	9.77e-07	9.55e-08
zona	área	0.000102	0.000316
argumento	alegação	2.57e-05	5.5e-06
round table	mesa redonda	1.16e-06	7.92e-06
instalação	aparelhagem	3.02e-05	5.5e-07
outdoor	ao ar livre	1.62e-06	8.19e-05
solucionar	resolver	7.24e-06	6.61e-05
interface	placa de computador	1.35e-05	1.86e-05
flush	descarga	2.63e-07	5.13e-06
streaming	transmissão	5.75e-06	4.79e-05
instalar	escargar	1.23e-05	0.0
protocolos	etiquetas	6.92e-06	2.45e-06
shot	tiro	3.63e-06	6.61e-05
remix	remixagem	6.46e-06	2.45e-08
pulsar	pulso	1.1e-06	7.76e-06
crowdfunding	financiamento coletivo	1.2e-06	1.34e-05
own editorial control	editorial próprio mando	2.46e-06	8.06e-06
tupi	Tupi	4.47e-06	4.47e-06
hounds	cães de caça	8.13e-08	1.58e-05
parcela	parte	1.41e-05	0.000794
blush	rubor	8.51e-07	2.24e-07
dominó	de dominó	1.74e-06	1.74e-06
expresso	declaro	1.1e-05	2.75e-06
show	programa	0.000126	0.000288
garantir	certificar	6.17e-05	5.5e-06
praticar	enseiar	1.45e-05	0.0
layout	disposição	3.72e-06	2.82e-05
yelping	gritando	0.0	1.7e-05
hot pink	cor-de-rosa	4.3e-06	3.73e-05
smog	poluição	2.14e-07	1.23e-05
assembly	conjunto	9.12e-07	9.33e-05
crawl	rastrear	6.03e-07	5.75e-06
God save the Queen	deus salve a rainha	2.29e-06	1.4e-05
reset ticks	reiniciação tiques	2.58e-08	0.0
chat room	sala de conversação	3.41e-06	2.47e-06
epílogo	fecho	8.13e-07	7.41e-06
sectores	divisões	3.47e-06	7.76e-06
burguesia	classe media	3.8e-06	1.75e-05
upload	carregamento	3.02e-06	6.03e-06
futuramente	posteriormente	4.27e-06	2.63e-05
literalmente	textualmente	2.24e-05	1.62e-07
hacker	pirata informático	4.68e-06	1.47e-06
jornalista	journalista	6.31e-05	1.17e-08
recorde	récorde	2.51e-05	2.14e-08
default	padrão	1.12e-06	6.61e-05
bunker	abrigo	2e-06	2.19e-05
mote	motivo	2.63e-06	0.00012
control	controlo	6.76e-06	2.4e-05
best seller	campeão de vendas	2.57e-06	2.18e-05
tabagismo	o acto de fumar	1.26e-06	6.3e-06
recital	prova	1.23e-06	0.000145
bowling	boliche	8.32e-07	1.86e-06
marionete	marioneta	1.23e-06	2e-07
boom	surto	8.51e-06	7.41e-06
sem princípios	efeito	4.14e-05	7.59e-05
smoking gun	arma fumegante	7.33e-07	2.39e-07
entidade	agremiação	3.02e-05	1.78e-06
egoísta	autocentrico	7.24e-06	0.0
franchising	franquia	2.34e-07	1.26e-05
namespace	espaço nominal	8.71e-08	3.56e-06
acento	sotaque	2.14e-06	8.32e-06
fronte	linha de frente	1.51e-06	0.00011
alergia	alegria	5.62e-06	5.62e-05
bué	muito	4.68e-07	0.00234
WC	sanita	1.48e-06	6.61e-07
novela	conto	4.47e-05	3.89e-05
sitcom	comédia de situação	3.39e-07	1.49e-05
remake	recriação	2.14e-06	9.12e-07
pick-up artists	artistas de engate	2.76e-07	9.22e-07
virtuoso	digno	1.1e-06	1.29e-05
punitivo	puntivo	5.25e-07	0.0
cartoon	banda desinhada	6.03e-06	0.0
viável	executável	6.46e-06	4.37e-07
holding	detenção	1.86e-06	9.33e-06
spam	lixo	5.5e-06	7.76e-05
mandioca	madioca	6.03e-06	0.0
quartel	carcaças	1.23e-05	6.17e-07
acoplar	juntar	4.27e-07	3.55e-05
gate	portão	2.4e-06	1.48e-05
e-book	livro eletrónico	1.41e-05	6.01e-07
sanitário	higiénico	4.37e-06	4.57e-07
email	correio eletrónico	2.29e-05	5.87e-07
contraceptivo	contraseptivo	3.47e-07	0.0
massivo	gigante	1.62e-06	3.09e-05
part-time	tempo parcial	1.28e-05	1.43e-05
sprint	corrida de velocidade	1.35e-06	3.04e-05
jardinagem	jardimnagem	2.14e-06	0.0
gângster	bandido	5.75e-07	1.26e-05
fishworms	vermes dos peixes	0.0	2.95e-06
confetti	confetes	6.61e-08	3.24e-07
best-seller	mais vendido	2.57e-06	1.69e-05
curling	ondulação	2.29e-07	5.75e-07
jornalismo	journalismo	3.02e-05	0.0
tabloide	journaleco	3.47e-07	0.0
duty-free	isento de direitos	1.63e-06	2.16e-06
blog	diário	0.00012	6.46e-05
kitsch	extravagantes	2.75e-07	9.33e-07
delete	de apagar	9.77e-07	1.95e-05
menu económico	prato do dia	3.36e-06	2.53e-05
favorito	preferido	2.4e-05	1.1e-05
OK	Bom	9.55e-05	0.000912
quiz	questionário	2.04e-06	2.88e-06
stylus	estilete	1.82e-07	6.31e-07
processo	procedimento	0.000257	1.95e-05
feedback	comentário	6.46e-06	5.01e-05
boleto	boleta	2.75e-06	4.79e-08
nerd	totó	7.24e-06	8.32e-07
rendez-vous	encontro	1.36e-07	0.000151
loop	circolo	2.57e-06	3.47e-08
gourmet	luxo	1.82e-06	2.29e-05
alegro	faz feliz	5.5e-07	0.000174
establishment	criação	8.71e-07	0.000126
líder	cabeça	0.000102	0.000251
penacho	penoacho	8.32e-08	0.0
Garantir	Certificar	6.17e-05	5.5e-06
link	ligação	6.46e-05	6.76e-05
donut	rosquinha	3.89e-07	3.72e-07
conector	ligação	9.77e-07	6.76e-05
marshmallows	geleia de marshmallows	2.04e-07	1.82e-07
franchise	franquia	2.63e-07	1.26e-05
parkour	corrida de rua	7.76e-07	4.49e-05
game over	fim do jogo	9.14e-06	0.000194
design	projetar	3.89e-05	4.68e-06
app store	loja de aplicações	5.8e-06	1.58e-05
excepcional	maravilhoso	6.76e-06	5.25e-05
cookie	biscoito	2.88e-06	6.46e-06
Cluster	Conjunto	1.91e-06	9.33e-05
nomenclatura	tweminologia	2.29e-06	0.0
sector	divisão	1.29e-05	4.57e-05
flag of convenience	bandeira de conveniência	4.2e-08	3.42e-06
online pet	animal de estimação em linha	5.64e-06	7.78e-06
hash tag	arroba	1.06e-06	8.13e-07
crack	fenda	5.75e-06	3.39e-06
bottom up	baixo para cima	1.79e-06	7.96e-05
elite	alta-roda	2.57e-05	1.99e-05
período	altura	0.000178	0.000107
morgue	necrotério	8.32e-07	5.75e-07
check-up	inspeção	5.01e-06	6.76e-06
switch	de mudança	3.47e-06	9.98e-05
single payment area	domínio de pagamento único	2.45e-07	1.95e-05
iceberg	icebergue	1.95e-06	6.92e-08
waffle	bolacha	4.27e-07	2.04e-06
atitude	comportamento	4.79e-05	5.75e-05
player	jogador	6.46e-06	7.59e-05
heap	monte	4.79e-07	0.000102
debater	altercar	9.12e-06	0.0
Objectivo	alvo	2.24e-05	6.92e-05
uísque	uisque	1.7e-06	7.08e-08
atitude	opinhão	4.79e-05	0.0
mainframe	computador central	4.47e-07	4.86e-05
tablete	barra	2.95e-07	3.89e-05
download	descarga	2.4e-05	5.13e-06
bottom	fundo	1.86e-06	0.000115
ring round the world	dar a volta ao mundo	1.43e-06	0.000187
outsourcing	superação	2.09e-07	5.62e-06
ticket	bilhete	1.62e-06	1.05e-05
rentável	aproveitável	2.24e-06	1.62e-07
chance	ocasião	7.59e-05	3.98e-05
dumping	descarte	1.7e-07	1.95e-06
tática	manobra	8.51e-06	8.91e-06
hobbies	passatempos	1.17e-06	1.05e-06
risco	perigo	9.12e-05	5.01e-05
timing	momento	1.35e-06	0.000447
screenshot	captura de ecrã	3.89e-07	3.9e-06
rota	caminho	2.82e-05	0.000174
self-service	autosserviço	3.66e-06	4.47e-08
hub	centro	2.95e-06	0.000295
compatível	coadunável	6.03e-06	0.0
data streaming	transmissão de dados	5.49e-06	3.92e-05
username	nome de utilizador	2.09e-07	1.03e-05
comandar	ditar	6.03e-06	1.7e-06
microfone	mircofone	1.05e-05	0.0
whinnering	queixumes	0.0	7.41e-08
editar	alterar	1.17e-05	1.41e-05
gama	adopção	2.63e-05	2.75e-06
driver	condutor	3.72e-06	8.13e-06
expert	especialista	2.51e-06	3.31e-05
credibilidade	confiabilidade	1.07e-05	2.34e-06
pose	postura	3.31e-06	2.4e-05
outlaws	bandidos	8.71e-08	1.86e-05
cantina	refeitório	2.75e-06	2.4e-06
bravura	valentia	3.72e-06	1.23e-06
dossier	ficheiro	7.41e-07	2.51e-06
lentamente	devagar	1.41e-05	1.45e-05
whisky	uísque	4.37e-06	1.7e-06
debate	altercação	4.07e-05	1.05e-07
design	estrutura	3.89e-05	9.12e-05
obstáculo	empecilho	6.76e-06	1.29e-06
escuta	dar de ovidos	2.04e-05	0.0
DNA	ADN	2.14e-05	3.47e-06
espacial	espacoal	1.74e-05	0.0
CD	disco de raio	3.24e-05	2.17e-05
antipatia	aversão	1.32e-06	2.57e-06
populações	atuação	2.04e-05	4.17e-05
show	espetáculo	0.000126	2.09e-05
tanque	cisterna	1.23e-05	1.12e-06
web site	página web	5.76e-05	4.72e-05
wi-fi	rede	7.27e-06	0.000234
resort	estância	4.37e-06	2.82e-06
know-how	conhecimento	6.36e-06	0.0001
simbólico	figurado	5.5e-06	5.62e-07
bluff	blefe	5.37e-07	3.89e-07
live night show	espetáculo noturno ao vivo	8.58e-06	6.13e-06
conectar	ligar	1.05e-05	5.5e-05
formulamos	desenvolvemos	2.04e-08	1.41e-06
freelancer	trabalhador independente	3.24e-06	1.47e-05
sprint	corrida	1.35e-06	5.62e-05
pickup	recolha	3.98e-07	6.76e-06
infra-estruturas	fundamentos	8.14e-06	6.03e-06
funcionar	operar	2.75e-05	1.58e-05
hardware	ferragens	8.51e-06	1.1e-06
save	seguro	4.9e-06	6.92e-05
exclusivamente	unicamente	2.4e-05	5.37e-06
avançar	progredir	1.95e-05	2.51e-06
copiar	trasladar	9.77e-06	3.98e-08
sonda	sondqa	5.75e-06	0.0
excepcional	notável	6.76e-06	1.29e-05
partitura	tablatura	9.77e-07	4.9e-08
bagel	pãozinho	9.77e-08	7.59e-07
troll	encrenqueiro	2.14e-06	2.24e-07
internet	rede	0.000224	0.000234
nomenclatura	terminologia	2.29e-06	2.04e-06
wireless	sem fios	2.09e-06	1.09e-05
pixel	píxel	2e-06	1.29e-08
risco	periogo	9.12e-05	0.0
bazar	mercado	4.68e-06	0.000129
commodity	produto de base	2.09e-07	4.15e-05
anormal	estranho	4.47e-06	7.76e-05
script	roteiro de programação	4.57e-06	1.72e-05
reclame	anúcio	3.09e-06	0.0
pitch	tom	7.24e-07	7.76e-05
site	página	0.000309	0.000141
miragem	retrato	1.26e-06	2.04e-05
charge back	reembolso	2.29e-06	1.95e-06
spin-off	filme derivado	2.31e-06	8.65e-06
ketchup	catchup	1.62e-06	3.39e-07
PC	calculadora	2.69e-05	2.04e-06
randomizar	aleatorizar	0.0	0.0
gueto	favela	2e-06	1.29e-05
pretzel	salgadinho	1.23e-07	1e-06
base	gênese	0.000219	1e-06
copiara	trasladara	0.0	0.0
deletar	apagar	2.34e-06	1.95e-05
garante	assegura	1.66e-05	4.68e-06
elfo	duende	1.26e-06	2.19e-06
hashtag	arroba	7.59e-06	8.13e-07
carpete	tapete	1.26e-06	9.55e-06
diesel	gasóleo	7.76e-06	4.57e-07
designer	desenhador	1.2e-05	3.72e-07
substancialmente	imensamente	3.31e-06	2.88e-06
glamour	brilho	2.45e-06	2.09e-05
cluster	conjunto	1.91e-06	9.33e-05
comité	junta	7.94e-06	2.57e-05
capim	campim	2.45e-06	1.23e-08
expresso	acelerado	1.1e-05	6.03e-06
expressar	declarar	1.78e-05	1.2e-05
to the point	direto ao assunto	1.19e-05	4.1e-05
splash	salpico	1.07e-06	3.47e-08
no auge	a decorrer	9.11e-06	1.82e-05
demo	demonstração	5.75e-06	1.58e-05
upgrade	atualização	2.04e-06	3.72e-05
hobby	passatempo	3.63e-06	3.24e-06
funcionário	operário	2.04e-05	5.37e-06
écran	ecrã	1.66e-07	5.13e-06
fase	etapa	0.000112	3.98e-05
mamã	mamãe	1.29e-06	3.09e-05
blog	blogue	0.00012	6.61e-06
visar	apontar	5.25e-07	1.35e-05
thread	fibra	9.77e-07	8.32e-06
espectador	audiente	4.47e-06	0.0
blitzkrieg	guerra relâmpago	1.66e-07	3.51e-06
suspense	dúvida	6.17e-06	7.08e-05
chip	pastilha	1.05e-05	1.41e-06
