pogrom	pogrome	2.57e-07	1.74e-08
farm bill	projet de loi agricole	1.5e-06	2.4e-05
cake	gâteau	2.69e-06	1.66e-05
European way of life	mode de vie européen	1.83e-06	4e-05
feedback	retour d'information	7.76e-07	6.58e-05
containment	confinement	8.32e-08	2.63e-06
crack	débacle	4.57e-06	7.08e-08
feedback	rétroaction	7.76e-07	5.5e-07
SUV	VUS	2.75e-06	1.45e-05
spam	pourriel	3.39e-06	1.1e-07
ferry	navire	5.5e-06	2.57e-05
rush	ruée	4.47e-06	1.48e-06
hinterland	arrière-pays	1.29e-07	7.48e-05
star	vedette	5.13e-05	9.33e-06
smartphone	téléphone intelligent	1.55e-05	1.83e-05
monitoring	surveillance	6.76e-07	3.47e-05
touron	nougat	1.17e-07	5.89e-07
interview	entrevue	3.09e-05	8.51e-06
take-over	reprise	2.5e-06	4.17e-05
yacht-club	club nautique	2.96e-06	2.58e-06
boss	chefs	1.62e-05	4.47e-05
casting	distribution	8.51e-06	4.17e-05
gay	homosexuel	3.09e-05	6.17e-06
squatter	occuper	1.1e-06	3.98e-05
badge	insigne	3.39e-06	3.89e-06
dealer	pourvoyeur	3.72e-06	5.5e-07
hardware	matériel	1.26e-06	4.79e-05
pipeline	oléoduc	2.57e-06	1.1e-06
brain gain	apport de cerveaux	1.19e-06	3.06e-06
webcam	cybercaméra	2.04e-06	0.0
mix	compilation	8.32e-06	4.9e-06
yoghourt	yaourt	3.16e-08	3.24e-06
barbecue	grillade	6.17e-06	2.95e-07
brain drain	fuite des cerveaux	5.34e-07	3.55e-06
penalty	but de sanction	6.17e-06	1.01e-05
spot	au comptant	5.5e-06	1.05e-05
courts de tennis	terrains de tennis	8.41e-06	1.03e-05
power shift	changements de pouvoir	8.68e-07	3.25e-05
smiley	émoticône	1.58e-06	1.2e-07
bar	comptoir	4.37e-05	7.59e-06
gang	bande	1.35e-05	9.12e-05
trafic	circulation	2.95e-05	3.63e-05
tee-shirt	t-shirt	3.96e-06	1.4e-05
tract	prospectus	1.91e-06	2.4e-06
airbag	sac gonflable	5.25e-07	1.48e-06
bad boy	mauvais garçon	7.18e-06	3.1e-05
hacker	pirater	3.16e-06	2.29e-06
manager	chef d'entreprise	1.62e-05	9.74e-05
kidnapper	enlever	1.1e-06	3.02e-05
lambda	ordinaires	2.57e-06	7.24e-06
full point	point final	8.14e-06	6.2e-05
lifting	lissage	7.59e-07	7.59e-07
business	commerce	2.51e-05	8.51e-05
ferry	bac	5.5e-06	3.72e-05
mild	doux	7.24e-08	3.55e-05
skateboard	plance à roulettes	8.91e-07	0.0
cash management	gestion des liquidités	6.54e-06	1.49e-06
caudillo	leader	8.13e-08	2.82e-05
jumping	saut	4.68e-07	1.41e-05
reporting	rapport	8.71e-07	0.000275
copyright	droit d’auteur	3.16e-06	0.0
building	bâtiments	3.47e-06	2.88e-05
conscientiser	sensibiliser	1.48e-07	4.79e-06
early warning	alerte précoce	5.25e-07	5.61e-06
flip	retournement	1.45e-06	3.16e-06
penalty	but de pénalité	6.17e-06	3.9e-06
bluffer	tromper	2.75e-07	1.78e-05
bunker	abri	2.29e-06	2.51e-05
establishment	ordre	9.55e-07	0.000195
sponsor	promoteur	2.69e-06	4.37e-06
fuel	fioul	1.38e-06	1.29e-06
trader	opérateur financier	2e-06	9.19e-06
cargo	navire de charge	3.8e-06	2.06e-05
monitoring	monitorage	6.76e-07	6.61e-08
punch	ponch	2.88e-06	2.45e-08
night-clubs	boites de nuit	5.68e-06	4.19e-06
biopic	film biographique	6.92e-07	1.76e-06
kidnapping	rapt	1.07e-06	8.32e-07
addiction	dépendance	3.31e-06	1.26e-05
reporter	journaliste	1e-05	5.89e-05
lobbying	travail d'influence	2.14e-06	4.85e-05
scotch	ruban adhésif	1.95e-06	8.83e-07
paella	paélia	4.37e-07	0.0
lobbies	groupes de pression	1.32e-06	3.98e-05
top	débardeur	6.76e-05	1.17e-06
lobby	groupe de pression	3.98e-06	5.85e-05
fioul	mazout	1.29e-06	9.33e-07
deal	accord	6.76e-06	0.000257
slogan	formule	8.13e-06	4.07e-05
cluster	regroupement	1e-06	7.08e-06
sprinter	sprinteur	6.76e-07	5.75e-07
hardware	équipement	1.26e-06	2.29e-05
sitcom	comédie de situation	6.46e-07	2.19e-05
magazine	revue	3.24e-05	5.25e-05
cockpit	cabine de pilotage	2.24e-06	3.39e-06
shampooing	shampoing	1.17e-06	2.34e-06
gag	plaisanterie	2.19e-06	3.39e-06
roadmap	feuille de route	1.05e-07	2.19e-05
gin	genièvre	1.55e-06	2.45e-07
set	ensemble	1e-05	0.000288
financial stability	stabilité financière	1.09e-07	1.05e-05
drink driving	conduite en état d'ébriété	2.34e-07	7.77e-07
score	résultat	3.24e-05	0.0001
leitmotiv	thème	8.91e-07	3.98e-05
malware	logiciels malveillants	6.17e-07	8.31e-07
fax	télécopieur	3.16e-06	2.57e-07
