streaming	retransmisión por internet	5.13e-06	1.34e-06
club	agrupación	9.55e-05	1.1e-05
brainstorming	tormenta de ideas	1.1e-07	2.22e-05
convoy	caravana	3.47e-06	6.76e-06
hándicap	incapacidad	2.14e-07	1.05e-05
comodoro	capitán de navío	3.24e-06	2.63e-06
buró	órgano de dirección	1.55e-06	1.94e-05
bonus	prima	3.8e-06	2.51e-05
an early bird catches the worm	el pájaro que madruga atrapa al gusano	1.2e-08	3.31e-07
impasse	punto muerto	4.27e-07	6.71e-05
online	en línea	5.62e-05	0.000185
doping	dopaje	2.63e-07	1.07e-06
pub	bar	4.07e-06	3.39e-05
business	negocio	5.5e-06	8.51e-05
green box	caja verde	3.95e-06	3.49e-05
show	espectáculo	4.37e-05	3.16e-05
charter	chárter	6.61e-07	3.31e-07
fine tuning	operaciones de ajuste	1.91e-07	1.17e-05
esprint	empujón	7.24e-08	2.14e-06
banners	báners	6.92e-07	0.0
hip	molonas	6.61e-06	8.71e-08
know how	conocimiento	2.88e-06	8.71e-05
stock	existencias	6.03e-06	2e-06
bridge	ir demasiado lejos	2.63e-06	6.01e-05
acquis	acervo comunitario	0.0	1.4e-06
green shipping conference	Conferencia sobre transporte marítimo ecológico	3.1e-07	2.82e-06
mainstreaming	transversalización	1.91e-08	2.51e-08
score board	tablero de resultados	6.35e-07	7.03e-06
argot	jerga	8.51e-07	2.69e-06
slip of the tongue	desliz	1.57e-07	9.33e-07
bad banks	bancos malos	1.41e-06	1.94e-05
brand-new start	nuevo comienzo	9.98e-07	4.43e-05
míster	señor	7.94e-07	0.000282
ballotage	segunda vuelta	1.38e-07	8.16e-05
ballet	danza	5.89e-06	1.66e-05
peoples prosperity	bienestar de las personas	3.89e-08	2.82e-05
glamour	atractivo	1.78e-06	1.55e-05
gap	brecha	1.41e-06	9.12e-06
crash programme	plan de choque	2.15e-07	1.29e-05
autostop	dedo	2.19e-07	2.95e-05
bottom-up	abajo arriba	6.27e-07	5.27e-05
big bang	gran explosión	4.74e-06	1.98e-05
smart sanctions	sanciones inteligentes	3.36e-08	8.11e-06
sketch	número cómico	1.74e-06	6.04e-06
opt-in	opción de suscribirse	3.46e-07	1.18e-06
dosier	expediente	1.05e-07	1.32e-05
confort	comodidad	3.55e-06	8.91e-06
antidúmping	anti competencia desleal	0.0	1.79e-06
popurrí	batiburrillo	4.47e-07	1.32e-07
split comitology	comitología partida	0.0	0.0
amateur	aficionado	5.37e-06	6.61e-06
fair trade	de comercio justo	1.34e-06	4.65e-05
mail	correo electrónico	1.62e-05	2.15e-05
cash flow	flujos de caja	1.29e-06	4.56e-06
share fishermen	pescadores autónomos	0.0	3.29e-06
software	programación	4.47e-05	2.69e-05
carné	acreditación	2e-06	3.16e-06
hardware	componentes informáticos	6.46e-06	4.71e-06
one vote	un voto	6.85e-06	7.37e-05
teenager	adolescentes	1.17e-07	2e-05
chat room	canal de mensajería instantánea	2.44e-06	1.94e-06
tándem	pareja	9.55e-07	8.13e-05
chequear	consultar	1.58e-06	1.17e-05
free standing agreement	acuerdo independiente	2.13e-07	5.57e-05
bestseller	superventas	3.24e-07	2.75e-07
places prosperity	bienestar de los lugares	4.03e-08	2.36e-05
fan	aficionado	1.7e-05	6.61e-06
pizza-service without delivery	servicio de pizza sin reparto	7.12e-07	7.31e-06
comité	comisión	5.13e-05	0.000105
cliché	estereotipo	2.19e-06	2.82e-06
puzzle	rompecabezas	1.17e-06	3.55e-06
tsunami	maremoto	3.39e-06	3.89e-07
hobby	afición	2.45e-06	8.91e-06
tabloide	prensa sensacionalista	5.01e-07	1.27e-06
cookies	galletas	1.1e-06	9.12e-06
striptease	desnudo	5.13e-07	1.12e-05
film	película	1.2e-05	0.000148
sándwich	bocadillo	2.09e-06	1.51e-06
spamming	correo basura	0.0	2.84e-05
fast track	vía rápida	1.47e-06	2.47e-05
on the job training	capacitación en el trabajo	8.25e-07	1.65e-05
gay	homosexuales	4.17e-05	1e-05
made in	hechas en	4.4e-06	2.24e-05
capacity building	generación de capacidad	1.31e-07	3.85e-05
copyright	derechos de autor	3.8e-06	7.45e-05
hot spots	puntos calientes	1.12e-06	9.38e-06
flash	fotografía	1.02e-05	3.8e-05
shopping list	lista de la compra	1.16e-06	4.76e-05
corporate governance	gobierno corporativo	1.55e-07	3.78e-06
single payment area	zona única de pagos	1.48e-07	1.67e-05
single audits	auditorias únicas	0.0	3.62e-07
catering	servicio de comidas	9.12e-07	1.22e-05
fair play	juego limpio	2.1e-06	1.88e-05
core business	negocio principal	1.95e-06	5.54e-05
gag	censura	3.16e-07	1.86e-05
financial stability	estabilidad financiera	9.74e-08	1.25e-05
feed back	retroalimentación	1.64e-06	1.95e-06
jogging	aerobismo	2.45e-07	0.0
best practice	buenas prácticas	6.5e-07	3.27e-05
dossier	expediente	1.07e-06	1.32e-05
spray	aerosol	2.04e-06	1.45e-06
spam	correos basura	8.32e-06	1.32e-05
tampón	caching	5.01e-07	1.51e-08
short sea port	puerto del mar	2.35e-06	6.04e-05
remote islands	islas lejanas	3.59e-07	2.11e-06
trust	grupo de empresas	2.75e-06	0.000115
cóctel	bomba	2.29e-06	3.31e-05
premier	primer ministro	6.17e-06	8.84e-05
timing	calendario	3.55e-07	1.82e-05
hooligan	fanáticos	2.14e-07	1.05e-05
bobbies	policías	1.12e-08	3.8e-05
highlight	éxito	1.45e-07	0.00012
spa	balenario	3.63e-06	0.0
kamikaze	suicida	9.12e-07	8.51e-06
gángster	mafioso	2.14e-07	2.51e-06
convergence	convergencia	3.55e-08	4.47e-06
black boxes	cajas negras	7.64e-07	9.93e-06
manager	encargado	4.79e-06	2.63e-05
ranking	clasificación	1e-05	2.57e-05
chef de mission	líder de la delegación	7.81e-07	1.54e-05
maillot	camiseta	4.27e-07	2.04e-05
score board	resultados	6.35e-07	0.000138
stocks	existencias	5.62e-07	2e-06
madame	señora	4.68e-06	8.32e-05
working paper	documento de trabajo	8.92e-07	5.06e-05
market failures	fallos de mercado	1.34e-08	7.21e-06
eslogan	lema	2.63e-06	1.2e-05
aquaplaning	hidroplaneo	1.15e-08	0.0
shock	conmoción	7.94e-06	3.63e-06
painful and hard work	trabajo duro	2.78e-08	5.87e-05
check and balance	controles y equilibrios	3.46e-06	7.04e-07
magneto	imán	9.12e-07	3.63e-06
zombi	muerto viviente	1.7e-06	3.97e-06
link	enlace	2.51e-05	3.63e-05
trading	transacciones bursátiles	1.51e-06	6.81e-07
bobsleigh	bobsled	3.47e-08	1.15e-08
health claims	reclamos sanitarios	1.57e-07	3.36e-06
majors	grandes estudios	1.95e-07	8.64e-05
light	bajos en nicotina	7.41e-06	1.39e-06
derbi	enfrentamiento	1.26e-06	1.29e-05
pivotar	oscilar	5.75e-08	4.9e-07
stand by	modo de espera	5.36e-06	6.5e-05
versus	contra	3.89e-06	0.000603
session news	boletín de sesión	4.95e-07	9.64e-06
emails	correos electrónicos	2.24e-06	7.89e-06
feedback	respuesta	1.45e-06	0.000145
récord	mejor marca	1.78e-05	7.14e-05
push	empuje	1.15e-06	5.25e-06
cowboy	vaqueros	1.2e-06	3.24e-06
bloc noir	bloque negro	5.3e-07	1.65e-05
cómic	tebeo	5.89e-06	2.34e-07
tour operators	agencias de viajes	3.46e-08	1.07e-05
smoking gun	prueba irrefutable	4.07e-07	1.37e-06
coaching	asesoramiento	1.35e-06	4.9e-06
low cost carrier	aerolínea de bajo coste	4.62e-07	4.22e-06
crack	crisis	6.61e-06	0.000105
ring	cuadrilátero	4.57e-06	1.12e-06
profiling	elaboración de un perfil	7.76e-08	1.4e-05
phishing	ciberestafas	6.31e-07	0.0
hard feeling	resentimiento	1.09e-06	5.62e-06
kiosco	kiosko	1.58e-06	7.76e-07
ex post	retorno de la inversión	5.2e-05	1.2e-05
naming and shaming	nombrar y avergonzar	2.29e-08	6.11e-07
cookies	galletas digitales	1.1e-06	6.08e-06
boom	auge	8.32e-06	9.33e-06
one stop shop	de ventanilla única	1.54e-06	3.31e-06
líder	dirigente	7.24e-05	1.38e-05
flag of convenience	bandera de conveniencia	5.3e-08	5.7e-06
permafrost	permahielo	1.2e-07	1.12e-08
forfait	bono	4.17e-08	9.12e-06
self regulation	autorregulación	1.12e-07	5.5e-07
affaire	caso	5.13e-07	0.000513
casete	cinta	3.8e-07	2.04e-05
display	pantalla	7.41e-07	5.37e-05
fuel	combustóleo	1.07e-06	5.13e-08
stress	estrés	1.45e-06	1.55e-05
polis	ciudadanía	2.19e-06	3.16e-05
capacity building	aumento de capacidad	1.31e-07	4.5e-05
millenium bug	efecto 2000	3.24e-07	2.11e-05
activity based management	gestión basada en la actividad	2.77e-07	1.55e-05
free riders	polizones	5.54e-07	6.46e-08
lobby	grupo de presión	3.98e-06	5.62e-05
handicap	obstáculo	6.03e-07	8.51e-06
relax	relajamiento	3.47e-06	2.51e-07
policy mix	combinación de políticas	1.32e-06	1.74e-05
performance reserve	reserva de eficacia	9.12e-07	9.77e-06
benchmarking	análisis comparativo	1.05e-07	1.91e-06
chofer	conductor	7.76e-06	2.29e-05
lobbies	grupos de presión	3.8e-07	4.63e-05
baby	pequeña	1.26e-05	0.000107
mitin	encuentro	3.24e-06	9.77e-05
screening	cribado	2e-07	2.57e-07
dumping	competencia desleal	4.68e-07	1.89e-06
pay as you go	de prepago	1.66e-06	1.91e-06
jeep	todoterreno	1.95e-06	1.17e-06
on line	en línea	8.68e-06	0.000185
offline	analógico	1.35e-06	1.2e-06
folclore	tradición	1.51e-06	4.57e-05
hiyab	velo islámico	1.66e-07	3.54e-06
test	examen	1.45e-05	4.27e-05
lifting	levantamiento de medidas	2.4e-07	8.88e-06
set top box	receptor de señal de televisión	3.46e-06	5.66e-06
think tank	laboratorios de ideas	1.15e-06	7.59e-06
think tank	laboratorio de ideas	1.15e-06	2.18e-05
pole position	primera posición	4.06e-07	8.56e-05
learning by doing	aprender haciendo	5.15e-07	6.5e-05
leasing	alquiler con opción de compra	5.25e-07	1.25e-05
kit	botiquín	6.76e-06	7.59e-07
revólver	pistola	2.34e-06	1.2e-05
hushkits	dispositivos de silencio	0.0	1.32e-05
debut	estreno	9.33e-06	1.91e-05
in crescendo	al alza	4.66e-07	1.35e-05
platform	platforma	4.17e-07	2.51e-08
step by step	paso a paso	7.08e-07	0.000119
blogger	bloguero	1.91e-06	5.62e-07
neocon	neoconservadoras	4.17e-08	0.0
phasing out	reducción progresiva	0.0	4.32e-06
tory	conservador	4.47e-07	1.48e-05
cool	guays	8.32e-06	3.63e-07
