康巴什	康巴什	7.42e-08	7.42e-08
咖啡	咖啡	4.57e-05	4.57e-05
中國	華夏	0.00275	1.17e-05
大亨	富翁	4.27e-06	3.89e-06
喇嘛	法师	6.31e-06	9.12e-06
芭蕾	芭蕾舞	3.39e-06	2.88e-06
塔什干	<塔什干	1.02e-06	0.0
沙律	凉拌菜	8.13e-07	2.73e-08
博客	网络日记	4.27e-05	2.83e-06
解放	豁免	5.89e-05	5.89e-06
爹地	爹	1.79e-06	1.82e-05
引擎	发动机	2.51e-05	3.31e-05
拷贝	副本	3.8e-06	6.03e-06
嘉年华	狂欢节	5.01e-06	2.63e-06
坦克	铁甲车	3.55e-05	1.43e-07
警察	巡捕	0.000204	3.19e-07
推	追	7.41e-05	7.41e-05
荷尔蒙	激素	3.16e-06	6.31e-06
探戈	阿根廷	1.45e-06	2.51e-05
會社	集会	4.4e-06	2.88e-05
理由	原因，缘由	0.0001	3.06e-07
妈咪	母亲	6.76e-06	0.000204
赤字	入不敷出	4.9e-06	4.89e-09
酒吧	酒馆，酒肆，酒家	2.51e-05	6.61e-10
秀	展示	2.88e-05	7.08e-05
基督教	景教	4.27e-05	9.22e-07
吉他	六弦琴	1.07e-05	4.99e-08
摩登	時尚	1.7e-06	3.31e-05
比基尼	泳装	4.57e-06	2.82e-06
维多利亚	维多利亚	1e-05	1e-05
曲奇餅	饼干	7.02e-08	7.08e-06
營業	買賣	3.39e-05	3.31e-05
趴踢	聚會	4.11e-07	2.75e-05
男權 主義	父权制	0.0	1.07e-07
法老	埃及君主	2.09e-06	1.18e-06
沙发	软榻	1.62e-05	5.03e-08
料理	菜肴	1.74e-05	4.27e-06
克	兩	8.91e-05	0.000468
歇斯底里	疯狂，神经质	2.57e-06	1.13e-07
支付	付款	8.51e-05	1.17e-05
切尔西	切尔西	3.55e-06	3.55e-06
意大利	意大利	6.03e-05	6.03e-05
系列	范围	0.000204	0.000186
酒吧	酒馆	2.51e-05	2.51e-06
瑜伽	柔术	6.61e-06	3.26e-07
拷贝	复制	3.8e-06	2.09e-05
基準	标准	7.08e-06	0.000209
雷达	无线电	1.66e-05	1.55e-05
卡路里	热量	1.66e-06	7.76e-06
卡波特	城堡	8.18e-07	2e-05
便當	盒饭	3.8e-06	9e-07
坦克	装甲车	3.55e-05	5.75e-06
俱乐部	会所	6.46e-05	8.04e-05
麦克风	话筒	4.47e-06	2.09e-06
嗨	开心	1.78e-05	9.12e-05
中国	中华	0.00275	9.55e-05
夹克	外套	2.04e-06	7.76e-06
華盛頓	華盛頓	3.72e-05	3.72e-05
模特	范本	3.24e-05	2.14e-06
經驗	閱歷	0.000214	2.57e-06
曼谷	暹罗京, 暹京	1e-05	0.0
安拉	真主	2.45e-06	6.61e-06
浪漫	风花雪月	2.69e-05	1.58e-08
克拉花	克拉花	1.09e-06	1.09e-06
蹦极	高空彈跳	3.41e-07	1.17e-07
穆斯林	回教徒	4.37e-05	1.12e-06
質量	品質	0.000129	4.68e-05
立場	意見	7.24e-05	0.0002
摩托	机车	7.59e-06	1.17e-05
饮料	茶水	2.63e-05	2.24e-06
進化	演变	2.34e-05	2.82e-05
芝士	奶酪	1.74e-06	2.88e-06
野球	棒球	1.04e-06	1.23e-05
迷思	傳言	1.12e-06	1.07e-05
叮噹貓	叮噹貓	2.62e-07	2.62e-07
場合	情況	2.57e-05	0.000692
例外	各异	2.19e-05	4.79e-06
中国	華夏	0.00275	1.17e-05
麦克风	扬声器，扩音器，话筒	4.47e-06	5.08e-09
抽象	笼统	9.55e-06	1.78e-06
壽司	日式飯糰	3.02e-06	3.81e-08
加拿大	加拿大	0.000135	0.000135
搖滾	搖滾	1.12e-05	1.12e-05
派对	聚會	1.48e-05	2.75e-05
比基尼	三點式	4.57e-06	1.09e-06
幽默	风趣	1.7e-05	3.31e-06
標記	標誌	1.95e-05	7.24e-05
酷	棒	1.38e-05	5.37e-05
剎那	瞬息	1.51e-06	7.28e-08
禮 拜	星期	0.0	5.89e-05
娑婆	旋转	7.12e-08	1.74e-05
取消	废止	0.000112	8.71e-06
未来	将来	0.000229	5.13e-05
霸凌	欺凌	2.04e-06	3.47e-06
飛船	航天器	9.33e-06	1.51e-06
吉米 巴特勒	吉米 巴特勒	0.0	0.0
巴士	公交车	2.95e-05	1.32e-05
援交	援助交際	2.29e-06	4.23e-07
國 安部	國防部	0.0	1.32e-05
纳粹	国家社会主义	1.95e-05	8.3e-06
貼士	提示	2.01e-06	2.29e-05
士多	小卖部	2.59e-06	6.68e-07
俄羅斯	俄國	0.000195	5.75e-05
吧	罷	0.000955	7.59e-06
曲奇	饼干	1.43e-06	7.08e-06
