					
					
Tatsächlich wissen wir, wie wir diese Aussage <L1>testen</L1> können.	We actually know how to test that statement.	versuchen verkosten abschmecken testen kosten degustieren probieren schmecken | versuchen testen probieren es auf einen Versuch ankommen lassen sich wagen hineinschnuppern auf einen Versuch ankommen ausprobieren Test machen die Probe aufs Exempel machen erproben Versuch wagen es versuchen mit auf die Probe stellen sein Glück versuchen antesten sich herantrauen | überprüfen untersuchen inspizieren herausfinden ermitteln testen prüfen abtesten begutachten			
Tatsächlich wissen wir, wie wir diese Aussage <N1>überprüfen</N1> können.	We actually know how to test that statement.				
TRUE					
					
Wenn Sie irgendetwas über Anatomie wissen, die zerschneidet man besser nicht, genausowenig wie alles auf dem Weg nach oben. Dann - ich hatte die Hände noch oben - zog er die Klinge raus, zielte auf meinen Nacken, und stieß sie mir bis zum Heft ins Genick. Es gelang mir, mit rechts eine Gerade zu <L1>platzieren</L1> und schlug den mittleren Typen K.O.	If you know anything about anatomy, that's not a good thing to get cut, and everything, of course, on the way up, and then — I still had my hands up — he pulled it out and went for my neck, and sunk it in up to the hilt in my neck, and I got one straight right punch and knocked the middle guy out.	platzieren unterbringen einschleusen | stellen anbringen platzieren | abstellen ausrichten ablegen hinstellen platzieren zurechtrücken positionieren			
Wenn Sie irgendetwas über Anatomie wissen, die zerschneidet man besser nicht, genausowenig wie alles auf dem Weg nach oben. Dann - ich hatte die Hände noch oben - zog er die Klinge raus, zielte auf meinen Nacken, und stieß sie mir bis zum Heft ins Genick. Es gelang mir, mit rechts eine Gerade zu <N1>unterbringen</N1> und schlug den mittleren Typen K.O.	If you know anything about anatomy, that's not a good thing to get cut, and everything, of course, on the way up, and then — I still had my hands up — he pulled it out and went for my neck, and sunk it in up to the hilt in my neck, and I got one straight right punch and knocked the middle guy out.		cannot just replace the word, would need to remove "zu" before and say "unterzubringen"		
TRUE					
					
Es ist ein <L1>politisch</L1> korrekter Zoo, aber es ist ein schlechter Zoo.	It's a very politically correct zoo, but it's a bad zoo.				
Es ist ein <N1>politisch</N1> korrekter Zoo, aber es ist ein schlechter Zoo.	It's a very politically correct zoo, but it's a bad zoo.				
TRUE					
					
Meist mögen Menschen, die Unsinn mögen, auch abstrakte Kunst, sind eher <L1>liberal</L1> als <L2>konservativ</L2>, diese Richtung.	In general, people who enjoy more nonsense, enjoy more abstract art, they tend to be liberal, less conservative, that type of stuff.	libertär freiheitlich liberalistisch liberal freisinnig | vorurteilsfrei liberal vorurteilslos			
Meist mögen Menschen, die Unsinn mögen, auch abstrakte Kunst, sind eher <N1>liberal</N1> als <N2>konservativ</N2>, diese Richtung.	In general, people who enjoy more nonsense, enjoy more abstract art, they tend to be liberal, less conservative, that type of stuff.				
TRUE					
					
Mit <L1>pink</L1> und blau, wissen Sie.	You know, with the pinks and blues.	rosig rosafarben pink pastellrot schweinchenrosa blassrot mattrot fleischfarben rosé rosarot babyrosa rosa zartrot			
Mit <N1>rosa</N1> und blau, wissen Sie.	You know, with the pinks and blues.		rosa is also a loanword		
TRUE					
					
Und wenn es erscheint, werden zu gleichen Zeit eine Reihe von Wiki-Seiten unter dem Label WISER <L1>online</L1> gehen.	The book is called  Blessed Unrest.  And when it comes out, a series of wiki sites under the label WlSER, are going to launch at the same time.	verbunden zugreifbar angeschlossen zugänglich erreichbar online ansprechbar			
Und wenn es erscheint, werden zu gleichen Zeit eine Reihe von Wiki-Seiten unter dem Label WISER <N1>online</N1> gehen.	The book is called  Blessed Unrest.  And when it comes out, a series of wiki sites under the label WlSER, are going to launch at the same time.				
TRUE					
					
WISER soll das dokumentieren, <L1>verlinken</L1> und bestärken, was Paul die größte und am schnellsten wachsende Bewegung in der Geschichte der Menschheit nennt. Die kollektive Immunreaktion der Menschheit auf die Bedrohungen von heute.	WlSER sets out to document, link and empower what Paul calls the largest movement, and fastest-growing movement in human history: humanity's collective immune response to today's threats.	mit etwas assoziiert werden mit einer Sache in Verbindung gebracht werden verlinken			
WISER soll das dokumentieren, <N1>verknüpfen</N1> und bestärken, was Paul die größte und am schnellsten wachsende Bewegung in der Geschichte der Menschheit nennt. Die kollektive Immunreaktion der Menschheit auf die Bedrohungen von heute.	WlSER sets out to document, link and empower what Paul calls the largest movement, and fastest-growing movement in human history: humanity's collective immune response to today's threats.				
TRUE					
					
Wieder organisierten internationale NGOs unter der Schirmherrschaft der <L1>UNO</L1> massive Hilfslieferungen, und Tausende Leben wurden gerettet.	Again, international NGOs, united under the umbrella of the U.N., staged a massive relief operation and thousands of lives were saved.	UN Vereinte Nationen Staatengemeinschaft UNO			
Wieder organisierten internationale NGOs unter der Schirmherrschaft der <N1></N1> massive Hilfslieferungen, und Tausende Leben wurden gerettet.	Again, international NGOs, united under the umbrella of the U.N., staged a massive relief operation and thousands of lives were saved.		abbreviation		
FALSE					
					
Das Bild erinnerte mich an eine Höhlenmalerei und spiegelte wider, wie <L1>primitiv</L1> wir noch in vielerlei Hinsicht sind.	The image reminded me of a cave painting, and echoed how primitive we still are in so many ways.	grobschlächtig roh primitiv kulturlos banausisch prollig | Raumbezugsgrundform Grundobjekt grafisches Primitiv grafische Grundform Primitiv | schlecht Billig... platt seicht fadenscheinig flach derb primitiv ohne Anspruch unambitioniert ohne Niveau ohne Ambition nicht besonders einfallsreich nicht ambitioniert wie in einem schlechten Film niveaulos | einfach unkompliziert leicht ohne Probleme reibungslos störungsfrei wie ein Glöckerl klaglos anstandslos wie am Schnürchen unaufwändig wie geschmiert problemlos mühelos umstandslos ohne Schwierigkeiten simpel unproblematisch geschenkt primitiv			
Das Bild erinnerte mich an eine Höhlenmalerei und spiegelte wider, wie <N1>ursprünglich</N1> wir noch in vielerlei Hinsicht sind.	The image reminded me of a cave painting, and echoed how primitive we still are in so many ways.				
TRUE					
					
Für die Schweiz als Teil des Schengen-Raums aber nicht der EU heißt dass, das Nicht-Schweizer jederzeit <L1>einchecken</L1> können, aber nie bleiben.	For Switzerland being part of Schengen but not part of the European Union means that non-swiss can check in any time they like, but they can never stay.	sich anmelden einchecken			
Für die Schweiz als Teil des Schengen-Raums aber nicht der EU heißt dass, das Nicht-Schweizer jederzeit <N1></N1> können, aber nie bleiben.	For Switzerland being part of Schengen but not part of the European Union means that non-swiss can check in any time they like, but they can never stay.		sentence does not make sense and is grammatically incorrect		
FALSE					
					
Es ist <L1>enorm</L1> wichtig für mich, weil unsere Kinder wachsen, im Raum zwischen uns.	It is enormously important to me because our children grow in the space between us.	formidabel aberwitzig enorm immens gewaltig mächtig riesig astronomisch unermesslich Mammut... riesenhaft Herkules... ungeheuer groß kolossal überdimensional monumental monströs Spitzen... gigantisch überdimensioniert immensurabel riesengroß von ungeheurer Größe titanisch ungeheuer | üppig bombastisch unglaublich fulminant imposant außerordentlich weit enorm bedeutend erheblich groß extrem pompös immens gewaltig exorbitant mächtig krass riesig weithin weitläufig makro | besonders außerordentlich außergewöhnlich stark ausgesprochen zutiefst höchlichst ungemein massiv sehr himmelweit in höchstem Maße äußerst enorm überaus sonderlich allerbest hochgradig | deutlich weit sehr enorm wesentlich erheblich immens ausgeprägt tierisch ziemlich arg viel ausnehmend ordentlich was eine gehörige Portion jede Menge ein gerüttelt Maß haushoch beträchtlich allerhand			
Es ist <N1>sehr</N1> wichtig für mich, weil unsere Kinder wachsen, im Raum zwischen uns.	It is enormously important to me because our children grow in the space between us.				
TRUE					
					
Erinnern Sie sich, ich sagte, wenn unsere TEDxTokyo-Gesellschaft die Weltbevölkerung <L1>repräsentieren</L1> würde, hätten 24 von uns eine ernste psychische Störung.	Remember I said that if our TEDxTokyo community represented the world population, 24 of us would have serious mental illness?	zeigen repräsentieren wiedergeben bildlich darstellen darstellen abbilden zur Darstellung bringen | widerspiegeln zurückwerfen repräsentieren spiegeln wiedergeben reflektieren | repräsentieren stehen für verkörpern symbolisieren versinnbildlichen der Inbegriff sein			
Erinnern Sie sich, ich sagte, wenn unsere TEDxTokyo-Gesellschaft die Weltbevölkerung <N1>vertreten</N1> würde, hätten 24 von uns eine ernste psychische Störung.	Remember I said that if our TEDxTokyo community represented the world population, 24 of us would have serious mental illness?				
TRUE					
					
Diese Gefühle <L1>resultieren</L1> aus der Stigmatisierung psychischer Erkrankungen und dieses Stigma ist das einzige und größte Hindernis, um die Leben von Millionen Menschen auf der Welt zu verbessern.	And those feelings are a product of the stigma of mental illness and it is this stigma that is the single greatest obstacle to improving the lives of millions of people with mental disorder around the globe.	sich ergeben herkommen abstammen entspringen stammen resultieren | sich herausbilden sich entwickeln sich einstellen sich ergeben hervorgehen folgen sich herauskristallisieren Form annehmen resultieren sich herleiten basieren Ergebnis sein | resultieren führen zu zur Folge haben münden			
Diese Gefühle <N1>ergeben sich</N1> aus der Stigmatisierung psychischer Erkrankungen und dieses Stigma ist das einzige und größte Hindernis, um die Leben von Millionen Menschen auf der Welt zu verbessern.	And those feelings are a product of the stigma of mental illness and it is this stigma that is the single greatest obstacle to improving the lives of millions of people with mental disorder around the globe.				
TRUE					
					
Ich versuche einfach nur <L1>fit</L1> zu sein.	Actually, I try to stay just fit.	gut in Form fit gesund auf dem Damm bei guter Gesundheit wohlbehalten wohlauf gesund und munter in Form bei Kräften | sicher firm fit sattelfest routiniert versiert | tauglich qualifiziert im Stande fähig firm fit			
Ich versuche einfach nur <N1>in Form</N1> zu sein.	Actually, I try to stay just fit.				
TRUE					
					
Und man kann sich sehr <L1>präzise</L1> anpassen.	And you can adapt really precisely.	genau gewissenhaft akkurat korrekt prägnant fehlerfrei exakt richtig präzise präzis haargenau | spezifisch gezielt präzise präzis			
Und man kann sich sehr <N1>genau</N1> anpassen.	And you can adapt really precisely.				
TRUE					
					
Für diese - <L1>wow</L1> Schönheit - die Ästhetik des Hauses, wow Juwelen - Ästhetik von sich selbst, wow Söhne - der Mangel an Ästhetik der Kinder,	Towards these things - wow Beauty - Aesthetics of the house, wow jewels - Aesthetics of yourself, wow sons - the lack of aesthetics of the children,				
Für diese - <N1></N1> Schönheit - die Ästhetik des Hauses, wow Juwelen - Ästhetik von sich selbst, wow Söhne - der Mangel an Ästhetik der Kinder,	Towards these things - wow Beauty - Aesthetics of the house, wow jewels - Aesthetics of yourself, wow sons - the lack of aesthetics of the children,		strange sentence		
FALSE					
					
In diesem Monat in deine Hände lege ich Ihnen im Laufe der Zeit die Fähigkeit zu <L1>kontrollieren</L1> erhöhen die kurze Zeit, es liegt in Ihren Händen	This month is for you I leave you with control over time, the ability to increase the time, to shorten it, it is in your hands	führen leiten kontrollieren sagen, wo es langgeht was zu sagen haben Kontrolle behalten Chef von't Janze sein die Richtschnur vorgeben Kontrolle haben führend sein das Heft in der Hand halten die erste Geige spielen lenken das Sagen haben dominieren den Ton angeben Takt vorgeben das Heft in der Hand haben vorangehen | untersuchen kontrollieren abchecken nachprüfen abklären prüfen | führen leiten kontrollieren regieren dirigieren manövrieren lenken Weichen stellen steuern | kontrollieren jemandem auf die Finger schauen jemandem über die Schulter schauen | überprüfen kontrollieren prüfen revidieren | beaufsichtigen überwachen aufpassen im Visier haben nachhalten beobachten checken kontrollieren im Visier behalten im Blick haben im Sichtfeld haben | in den Griff bekommen kontrollieren in Schach halten unter Kontrolle haben im Griff haben Kontrolle gewinnen über			
In diesem Monat in deine Hände lege ich Ihnen im Laufe der Zeit die Fähigkeit zu <N1>überprüfen</N1> erhöhen die kurze Zeit, es liegt in Ihren Händen	This month is for you I leave you with control over time, the ability to increase the time, to shorten it, it is in your hands				
TRUE					
					
Und Frauen von heute sind wirklich erstaunlich, die Weisheit, um die Abschlussprüfung zu Mittwoch die Stützen Zeitverschwendung, <L1>genial</L1> Mann neben dir aussehen fühlt sich wie eine Rosine wie nichts	And women of today really are amazing your smart, your mature you have a fourth degree you have an income what a waste of time You look amazing a man next to you feels like a raisin, like a nothing	genial brillant glänzend wunderbar wundervoll splendid herrlich prächtig dass es eine ein Gedicht Ich kann mein Glück noch gar nicht fassen wahre Wonne famos | genial ingeniös | genial geil brillant glänzend absolut super exzellent beispiellos von außerordentlicher Qualität atemraubend magnifik wunderbar begnadet einzigartig affengeil sagenhaft unglaublich absoluter Wahnsinn hinreißend unübertroffen fetzt berückend überragend saugeil fulminant absolut irre erstklassig top süperb überwältigend ohne Beispiel atemberaubend phantastisch phänomenal ganz großes Kino urst zum Sterben schön unvergleichlich vom Feinsten wumbaba unübertrefflich fantastisch bestens hervorragend nicht zu toppen nicht zu fassen du kriegst die Motten allererste Sahne herausragend umwerfend hammergeil zum Niederknien toll traumhaft himmelsgleich rockt grandios megacool ganz große Klasse himmlisch wundervoll großartig super superb klasse fabelhaft ausgezeichnet stark sauber cool tipptopp prima leiwand knorke dufte doll zum Reinlegen töfte astrein phatt hasenrein 1A tofte der Hit erste Sahne leinwand spitze nicht schlecht bombig			
Und Frauen von heute sind wirklich erstaunlich, die Weisheit, um die Abschlussprüfung zu Mittwoch die Stützen Zeitverschwendung, <N1></N1> Mann neben dir aussehen fühlt sich wie eine Rosine wie nichts	And women of today really are amazing your smart, your mature you have a fourth degree you have an income what a waste of time You look amazing a man next to you feels like a raisin, like a nothing		strange sentence		
FALSE					
					
Heute erzähle ich euch, wie wir von der Erde zum Mars gekommen sind und warum das so <L1>cool</L1> ist.	Today I'm going to tell you about how we got from Earth to Mars and why it's so cool.	genial geil brillant glänzend absolut super exzellent beispiellos von außerordentlicher Qualität atemraubend magnifik wunderbar begnadet einzigartig affengeil sagenhaft unglaublich absoluter Wahnsinn hinreißend unübertroffen fetzt berückend überragend saugeil fulminant absolut irre erstklassig top süperb überwältigend ohne Beispiel atemberaubend phantastisch phänomenal ganz großes Kino urst zum Sterben schön unvergleichlich vom Feinsten wumbaba unübertrefflich fantastisch bestens hervorragend nicht zu toppen nicht zu fassen du kriegst die Motten allererste Sahne herausragend umwerfend hammergeil zum Niederknien toll traumhaft himmelsgleich rockt grandios megacool ganz große Klasse himmlisch wundervoll großartig super superb klasse fabelhaft ausgezeichnet stark sauber cool tipptopp prima leiwand knorke dufte doll zum Reinlegen töfte astrein phatt hasenrein 1A tofte der Hit erste Sahne leinwand spitze nicht schlecht bombig | cool abgeklärt in sich ruhen drüber stehen erhaben sein kann nichts erschüttern über den Dingen stehen nicht leicht zu beeindrucken | gefühllos hartgesotten gefühlskalt cool abgebrüht kaltschnäuzig verroht eiskalt gemütsarm gefühlsarm | bombastisch fulminant phantastisch phänomenal fantastisch großartig stark abgefahren cool krass ultrakrass | locker unerschütterlich detachiert ruhig lässig cool kühl gelassen seelenruhig nonchalant ungerührt ohne mit der Wimper zu zucken gleichmütig gezügelt nervenstark gefasst stoisch kaltblütig nicht aus der Ruhe zu bringen souverän unaufgeregt | geil fesch schmuck elegant flott schnittig schnatz cool frech schmissig modisch schnieke todschick chic todchic kleidsam schick			
Heute erzähle ich euch, wie wir von der Erde zum Mars gekommen sind und warum das so <N1>ausserordentlich</N1> ist.	Today I'm going to tell you about how we got from Earth to Mars and why it's so cool.				
TRUE					
					
Das liegt nicht daran, dass sie es gemacht und versucht haben und sagten Igitt! , sondern weil man, ohne seinen Stuhl zu verlassen, den Geschmack <L1>simulieren</L1> und Igitt sagen kann ohne es zu machen.	It's because, without leaving your armchair, you can simulate that flavor and say  yuck  before you make it.	vortäuschen Show abziehen sich ein ... Mäntelchen umhängen sich verstellen simulieren so tun als ob sich stellen so tun als sei man vorgeben machen auf etwas heucheln so tun als wäre man markieren sich geben schauspielern nur so tun			
Das liegt nicht daran, dass sie es gemacht und versucht haben und sagten Igitt! , sondern weil man, ohne seinen Stuhl zu verlassen, den Geschmack <N1>vortäuschen</N1> und Igitt sagen kann ohne es zu machen.	It's because, without leaving your armchair, you can simulate that flavor and say  yuck  before you make it.				
TRUE					
					
Ich bin auf andere irgendwie merkwürdige Beziehungen gestoßen, zwischen Poller, die man unterschiedlich interpretieren kann, aber - solche Dinge <L1>amüsieren</L1> mich.	I've come across some other just, kind of, curious relationships of bollards on the street that have different interpretations, but -- these things amuse me.	amüsieren belustigen erfreuen aufheitern aufmuntern erheitern beschwingen | bespaßen unterhalten amüsieren belustigen			
Ich bin auf andere irgendwie merkwürdige Beziehungen gestoßen, zwischen Poller, die man unterschiedlich interpretieren kann, aber - solche Dinge <N1>belustigen</N1> mich.	I've come across some other just, kind of, curious relationships of bollards on the street that have different interpretations, but -- these things amuse me.				
TRUE					
					
Mindestens 30 andere Teile, die selektiv Bedeutung erstellen, <L1>kreieren</L1> mehr Bedeutung durch Aha -Erlebnisse.	As many as 30 other parts that selectively make more sense, create more meaning through the kind of  Ah-ha  experiences.	realisieren entwerfen schaffen entwickeln gestalten anfertigen schöpfen formen hervorbringen erstellen erzeugen kreieren produzieren erschaffen			
Mindestens 30 andere Teile, die selektiv Bedeutung erstellen, <N1>erschaffen</N1> mehr Bedeutung durch Aha -Erlebnisse.	As many as 30 other parts that selectively make more sense, create more meaning through the kind of  Ah-ha  experiences.				
TRUE					
					
Es ist sehr alt, <L1>evolutionär</L1> gesehen.	It's very old, evolutionarily.				
Es ist sehr alt, <N1>evolutionär</N1> gesehen.	It's very old, evolutionarily.				
TRUE					
					
Nun, erneut, der schematische Aufbau ist, dass das Auge <L1>visuell</L1> abfragt, was wir ansehen.	Well, again, the schematic view is that the eye visually interrogates what we look at.	sichtbar visuell			
Nun, erneut, der schematische Aufbau ist, dass das Auge <N1>visuell</N1> abfragt, was wir ansehen.	Well, again, the schematic view is that the eye visually interrogates what we look at.				
TRUE					
					
Und dann drittens sie <L1>permanent</L1> zu machen.	And then thirdly, making them persistent.	permanent durchgehend rund um die Uhr Tag und Nacht 24/24 | ständig unablässig ununterbrochen dauernd ohne Unterbrechung pausenlos permanent beständig andauernd immerfort fortlaufend in einem durch durchgängig durchgehend unterbrechungsfrei die ganze Zeit die ganze Zeit hindurch in einem fort die ganze Zeit über fortgesetzt unverwandt immerzu | ständig dauernd pausenlos ewig permanent andauernd immerfort | ständig permanent ausdauernd hartnäckig dauerhaft nachhaltig langanhaltend beständig persistent			
Und dann drittens sie <N1>beständig</N1> zu machen.	And then thirdly, making them persistent.				
TRUE					
					
Es ist nicht weil es <L1>trivial</L1> ist.	It's not because it's trivial.	glaubhaft klar triftig schlüssig überzeugend sinnfällig plausibel einsichtig fassbar einleuchtend noetisch augenfällig evident intelligibel nachzuvollziehen eingängig fasslich erklärlich ersichtlich begreiflich verständlich verstehbar nachvollziehbar schlagend trivial selbstverständlich | trivial leicht simpel | nichtssagend billig leer witzlos wohlfeil beliebig geistlos trivial oberflächlich platt inhaltsleer seicht flau ohne Aussage abgedroschen banal abgeschmackt schal nichts sagend hohl | einfach trivial leicht simpel pille-palle nichts leichter als das jedes Kind kann das spielend einfach ich bin jahrelang ... gewesen supereinfach babyeinfach jeder Idiot kann das kinderleicht ganz leicht so einfach wie eins und eins ist zwei unschwer keine Kunst babyleicht ganz einfach nicht allzu viel dazu gehören zu | trivial einleuchtend auf der Hand liegend selbsterklärend keiner weiteren Erklärung bedürfen selbstdokumentierend unmittelbar einleuchtend unmittelbar verständlich selbst erklärend			
Es ist nicht weil es <N1>offensichtlich</N1> ist.	It's not because it's trivial.				
TRUE					
					
Das lässt den Ausdruck nicht <L1>singulär</L1> werden.	It doesn't make it undefined.	beispiellos einzigartig unvergleichlich individuell nicht vergleichbar alleinig einzig einzig und allein wie kein zweiter wie nichts sonst unnachahmlich sondergleichen gibt's nur einmal unverwechselbar unikal einmalig ohnegleichen nie gekannt der seinesgleichen sucht sui generis steht allein kommt nicht wieder wie kein anderer singulär			
Das lässt den Ausdruck nicht <N1>einzigartig</N1> werden.	It doesn't make it undefined.				
TRUE					
					
Wenn sie voneinader umgeben sind, bemerken sie das auch und können etwas <L1>nervös</L1> werden.	If they get surrounded, they notice that too, they might get a little flustered.	nervös nervlich | durcheinander ruhelos zappelig fickerig erregt wie ein aufgescheuchtes Huhn aufgeregt aufgedreht kirre unruhig schreckhaft rapplig aufgewühlt kribbelig nervös beunruhigt fieberhaft rappelig gereizt kabbelig wie angestochen aufgekratzt | aufgewühlt nervös zitterig gespannt angespannt nervlich angespannt die Nerven liegen bloß unter Spannung unter Anspannung unter Spannung aufgerührt in Anspannung in atemloser Spannung Nerven sind zum Zerreißen gespannt nervlich angespannt			
Wenn sie voneinader umgeben sind, bemerken sie das auch und können etwas <N1>aufgeregt</N1> werden.	If they get surrounded, they notice that too, they might get a little flustered.				
TRUE					
					
Dort sind Effekte, die man <L1>live</L1> verändern kann, wie z.B. Hall und Filter.	There are effects that you can control live, like reverb and filter.				
