					
					
No entanto, sucede agora que ele deverá será novamente acusado, uma vez que o Ministério Público <N1>irá</N1> interpor recurso.	Now, however, he is to go before the courts once more because the public prosecutor is appealing.				
TRUE					
					
As perguntas a que tinha sido dada resposta anteriormente referiam-se à intervenção da senhora Comissária de Palacio em determinado <L1>dossier</L1> e não a essas declarações aparecidas no <L2>jornal</L2> ABC, no dia 18 do passado mês de Novembro.	The questions answered previously referred to Mrs de Palacio' s intervention, on another occasion, and not to these comments which appeared in the ABC newspaper on 18 November.	Revista jornal revista | imprensa jornal jornalismo | Jornal folha jornal papel de periódico | jornal periódico publicação periódica revista | folha gazeta jornal | jornal revista	the subclause "em determinado dossier" was not correctly translated from the clause in English: "on another occasion", it should be "noutra ocasião", thus i left this part as it doesn't make sense. Also in N2 the article was corrected		
As perguntas a que tinha sido dada resposta anteriormente referiam-se à intervenção da senhora Comissária de Palacio em determinado <N1>dossier</N1> e não a essas declarações aparecidas na <N2>gazeta</N2> ABC, no dia 18 do passado mês de Novembro.	The questions answered previously referred to Mrs de Palacio' s intervention, on another occasion, and not to these comments which appeared in the ABC newspaper on 18 November.				
TRUE					
					
Existe, aliás, o <L1>risco</L1> de poder haver um golpe militar no futuro.	There is, in fact, a risk of a military coup in the future.	linha risco traço | ameaça perigo risco | perigo risco | listra risco			
Existe, aliás, o <N1>periogo</N1> de poder haver um golpe militar no futuro.	There is, in fact, a risk of a military coup in the future.				
TRUE					
					
Como o meu <L1>grupo</L1> é de opinião que um Parlamento foi feito para escutar, para <L2>debater</L2> e para reflectir, pensamos não haver <L3>motivo</L3> algum que justifique este adiamento. Cremos, além disso, que sim, que a Comissão se encontra em condições de o fazer, que estamos perfeitamente a tempo de poder restabelecer o acordo original entre o Parlamento e a Comissão e de proceder responsavelmente perante as nossas concidadãs e os nossos concidadãos.	My Group believes that since a parliament is meant to listen, debate and reflect, there can be no justification whatsoever for this delay and we believe that, if the Commission is ready to do so, we still have time to re-establish the original agreement between Parliament and the Commission and proceed in a manner which fulfils our duty to our fellow citizens.	batch coleção ficheiro bat ficheiro batch fornada grupo lote maço | acúmulo cúmulo grupo monte montão pilha | conjunto grupo | bola grupo torrão | acervo acúmulo aglomeração chusma colecção coleção cúmulo grupo montão multidão pilha reunião ruma | comunidade grupo | grupo jogo | círculo grupo ordem | Grupos musicais banda musical banda grupo | categoria classe família grupo | agrupação conjunto grupo			
Como o meu <N1>grupo</N1> é de opinião que um Parlamento foi feito para escutar, para <N2>altercar</N2> e para reflectir, pensamos não haver <N3>razão</N3> algum que justifique este adiamento. Cremos, além disso, que sim, que a Comissão se encontra em condições de o fazer, que estamos perfeitamente a tempo de poder restabelecer o acordo original entre o Parlamento e a Comissão e de proceder responsavelmente perante as nossas concidadãs e os nossos concidadãos.	My Group believes that since a parliament is meant to listen, debate and reflect, there can be no justification whatsoever for this delay and we believe that, if the Commission is ready to do so, we still have time to re-establish the original agreement between Parliament and the Commission and proceed in a manner which fulfils our duty to our fellow citizens.				
TRUE					
					
Senhora Presidente, caros colegas, estou realmente um pouco <L1>estupefacto</L1> em relação à <L2>atitude</L2> do colega Barón Crespo, que exige agora que este ponto da ordem do dia seja inscrito na ordem do dia de quarta-feira.	Madam President, I really am quite astonished at Mr Barón Crespo' s behaviour and the fact that he is now asking for this item to be put on Wednesday's agenda.	atitude posição postura			
Senhora Presidente, caros colegas, estou realmente um pouco <N1>pasmado</N1> em relação à <N2>comportamento</N2> do colega Barón Crespo, que exige agora que este ponto da ordem do dia seja inscrito na ordem do dia de quarta-feira.	Madam President, I really am quite astonished at Mr Barón Crespo' s behaviour and the fact that he is now asking for this item to be put on Wednesday's agenda.				
TRUE					
					
No entanto, somos também da opinião de que deveria haver um <L1>debate</L1> sobre esta <L2>estratégia</L2> da Comissão que seguisse um procedimento ordenado, e não só com <L3>base</L3> numa declaração oral pronunciada aqui no Parlamento Europeu, mas também com base num documento que seja decidido na Comissão e que apresente uma descrição deste programa para um período de cinco anos.	We believe, however, that the Commission's strategic plan needs to be debated within a proper procedural framework, not only on the basis of an oral statement here in the European Parliament, but also on the basis of a document which is adopted in the Commission and which describes this programme over the five-year period.	estratégia planos táctica			
No entanto, somos também da opinião de que deveria haver uma <N1>altercação</N1>sobre esta <N2>tática</N2> da Comissão que seguisse um procedimento ordenado, e não só com <N3>gênese</N3>  numa declaração oral pronunciada aqui no Parlamento Europeu, mas também com base num documento que seja decidido na Comissão e que apresente uma descrição deste programa para um período de cinco anos.	We believe, however, that the Commission's strategic plan needs to be debated within a proper procedural framework, not only on the basis of an oral statement here in the European Parliament, but also on the basis of a document which is adopted in the Commission and which describes this programme over the five-year period.				
TRUE					
					
Não pretendemos entrar em conflito com a Comissão só por entrar, mas somos da opinião de que, se <L1>for</L1> possível, a Comissão e o Parlamento devem seguir um mesmo caminho.	After all, we do not wish to quarrel with the Commission; if at all possible, we believe that the Commission and Parliament need to tread the same path.				
Não pretendemos entrar em conflito com a Comissão só por entrar, mas somos da opinião de que, se <N1>for</N1> possível, a Comissão e o Parlamento devem seguir um mesmo caminho.	After all, we do not wish to quarrel with the Commission; if at all possible, we believe that the Commission and Parliament need to tread the same path.				
TRUE					
					
Todavia, enquanto Parlamento, somos também o órgão controlador da Comissão e nem tudo o que provém da Comissão tem de <L1>coincidir</L1> com a nossa opinião.	However, we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission.	cavalgar coincidir cruzar-se			
Todavia, enquanto Parlamento, somos também o órgão controlador da Comissão e nem tudo o que provém da Comissão tem de <N1>compatibilizar</N1> com a nossa opinião.	However, we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission.				
TRUE					
					
Por esse motivo, sugerimos - e a minha impressão é que a Comissão também está aberta a estas considerações - que se agende para Fevereiro o debate sobre o programa a longo prazo da Comissão até ao ano 2005. Espero que a Comissão chegue a acordo, até essa data, relativamente a um programa que nos venha a propor, e sugerimos que, também em Fevereiro, realizemos o <L1>debate</L1> sobre o programa <L2>legislativo</L2> da Comissão para o ano 2000.	That is why we would recommend - and it is my impression that the Commission is also open to this idea - that we hold the debate on the Commission's long-term programme up to the year 2005 in February - and I hope that the Commission will agree on a programme before then which it will propose to us - and that, at the same time, in February we also hold the debate on the Commission's legislative programme for the year 2000.				
Por esse motivo, sugerimos - e a minha impressão é que a Comissão também está aberta a estas considerações - que se agende para Fevereiro o debate sobre o programa a longo prazo da Comissão até ao ano 2005. Espero que a Comissão chegue a acordo, até essa data, relativamente a um programa que nos venha a propor, e sugerimos que, também em Fevereiro, realizemos a <N1>altercação</N1> sobre o programa <N2>legislativo</N2> da Comissão para o ano 2000.	That is why we would recommend - and it is my impression that the Commission is also open to this idea - that we hold the debate on the Commission's long-term programme up to the year 2005 in February - and I hope that the Commission will agree on a programme before then which it will propose to us - and that, at the same time, in February we also hold the debate on the Commission's legislative programme for the year 2000.				
TRUE					
					
Assim, reitero a <L1>proposta</L1> de se manter essa pergunta oral à Comissão e ao Conselho, a fim de conhecermos, de uma vez por todas, a posição daquelas duas instâncias perante esta proposta, relativamente modesta, mas que emitiria um sinal importante dirigido à opinião pública, sobretudo depois da <L2>emoção</L2> criada em torno do <L3>fracasso</L3> da Conferência de Seattle.	I therefore repeat the proposal that this oral question to the Commission and the Council should be retained so that we can find out, once and for all, the positions of these two bodies regarding the proposal which is relatively modest but which would give a clear message to public opinion, particularly after the tide of feeling generated by the failure of the Seattle Conference.	erro falha fracasso			
Assim, reitero o <N1>alvitre</N1> de se manter essa pergunta oral à Comissão e ao Conselho, a fim de conhecermos, de uma vez por todas, a posição daquelas duas instâncias perante esta proposta, relativamente modesta, mas que emitiria um sinal importante dirigido à opinião pública, sobretudo depois da <N2>sensação</N2> criada em torno do <N3>fracasso</N3> da Conferência de Seattle.	I therefore repeat the proposal that this oral question to the Commission and the Council should be retained so that we can find out, once and for all, the positions of these two bodies regarding the proposal which is relatively modest but which would give a clear message to public opinion, particularly after the tide of feeling generated by the failure of the Seattle Conference.				
TRUE					
					
Não só para mim, como austríaco, mas penso que também para todos estará ainda bem viva na <L1>memória</L1> a lembrança da <L2>catástrofe</L2> que aconteceu o ano passado no <L3>túnel</L3> de Tauern e que custou inúmeras vidas humanas e no qual, posteriormente, durante muitos meses houve que proceder a uma reconstrução de tudo o que havia ficado destruído neste túnel, com um incalculável dispêndio financeiro.	As an Austrian, I still have a vivid memory, as, I believe, we all do, of the catastrophe which cost so many human lives last year in the Tauern Tunnel, where subsequent work to rebuild the parts of the tunnel which had been destroyed in this fire continued for many months at huge expense.	corredor ecológico corredor corredores ecológicos galeria passagem túnel viela | Tunel Túneis Túnel túneis túnel | cova toca túnel			
Não só para mim, como austríaco, mas penso que também para todos estará ainda bem viva na <N1>recordação</N1> a lembrança da <N2>calamidade</N2> que aconteceu o ano passado no <N3>túnel</N3> de Tauern e que custou inúmeras vidas humanas e no qual, posteriormente, durante muitos meses houve que proceder a uma reconstrução de tudo o que havia ficado destruído neste túnel, com um incalculável dispêndio financeiro.	As an Austrian, I still have a vivid memory, as, I believe, we all do, of the catastrophe which cost so many human lives last year in the Tauern Tunnel, where subsequent work to rebuild the parts of the tunnel which had been destroyed in this fire continued for many months at huge expense.				
TRUE					
					
A renovação, que durou meses, cortou esta importante via de trânsito entre o <L1>norte</L1> e o sul da Europa.	The renovation project, which lasted for months, cut off this important route between the north and south of Europe.	Norte norte | Nord norte			
A renovação, que durou meses, cortou esta importante via de trânsito entre o <N1>norte</N1> e o sul da Europa.	The renovation project, which lasted for months, cut off this important route between the north and south of Europe.				
TRUE					
					
Em algumas freguesias do meu <L1>país</L1> o diabo andava verdadeiramente à solta.	In fact, all hell broke loose in some municipalities in my province.	bairro circunscrição administriva circunscrição colónia comarca condado districto distrito domínio país província região terra território | nação país terra | nação pais país países república união			
Em algumas freguesias do meu <N1>país</N1> o diabo andava verdadeiramente à solta.	In fact, all hell broke loose in some municipalities in my province.				
TRUE					
					
Gostaria de <L1>abordar</L1> ainda um último ponto: não podemos contentar-nos com o colmatar de mais uma lacuna na rede de segurança e fechar os olhos para o <L2>facto</L2> de haver ainda muito mais a fazer quanto à questão da segurança dos transportes na Europa.	I should like to address one final point. We must not content ourselves with sealing another hole in the safety net and shutting our eyes to the fact that, where transport safety in Europe is concerned, there is still much more to be done.				
Gostaria de <N1>abordar</N1> ainda um último ponto: não podemos contentar-nos com o colmatar de mais uma lacuna na rede de segurança e fechar os olhos para a <N2>veradade</N2> de haver ainda muito mais a fazer quanto à questão da segurança dos transportes na Europa.	I should like to address one final point. We must not content ourselves with sealing another hole in the safety net and shutting our eyes to the fact that, where transport safety in Europe is concerned, there is still much more to be done.		article was corrected		
TRUE					
					
Neste <L1>contexto</L1>, exijo ainda e solicito à Comissária <L2>responsável</L2> aqui presente que apresente o mais rapidamente possível um documento relativo a esta matéria, com vista a zelar também <L3>futuramente</L3> por mais segurança na circulação nos túneis, para que nunca mais venhamos a ter de assistir na Europa a uma <L4>catástrofe</L4> destas dimensões!	In this context, I should like to make a request and ask the Commissioner responsible, who is with us here today, to table an appropriate text as soon as possible with a view to continuing to make it safer for traffic to transit tunnels in the future, so that we in Europe do not have to experience any more such disasters on this scale.	cabeça chefe líder responsável | culpado responsável réu | responsable responsável | refutável responsável | responsável sujeito			
Neste <N1>contexto</N1>, exijo ainda e solicito à Comissária <N2>responsável</N2> aqui presente que apresente o mais rapidamente possível um documento relativo a esta matéria, com vista a zelar também <N3>posteriormente</N3>  por mais segurança na circulação nos túneis, para que nunca mais venhamos a ter de assistir na Europa a uma <N4>calamidade</N4>  destas dimensões!	In this context, I should like to make a request and ask the Commissioner responsible, who is with us here today, to table an appropriate text as soon as possible with a view to continuing to make it safer for traffic to transit tunnels in the future, so that we in Europe do not have to experience any more such disasters on this scale.				
TRUE					
					
Em primeiro lugar, agradeço ao relator o trabalho extraordinariamente minucioso e <L1>técnico</L1> que realizou neste dossier, e, em segundo lugar, agradeço à Comissão a proposta que apresentou.	I would like, first of all, to thank the rapporteur for his exceptionally accurate and technical work on the report and, secondly, the Commission for the proposal it has submitted.	treinador técnico | Treinador Treinadores treinador técnico | tecnológico técnico			
Em primeiro lugar, agradeço ao relator o trabalho extraordinariamente minucioso e <N1>técnico</N1> que realizou neste dossier, e, em segundo lugar, agradeço à Comissão a proposta que apresentou.	I would like, first of all, to thank the rapporteur for his exceptionally accurate and technical work on the report and, secondly, the Commission for the proposal it has submitted.				
TRUE					
					
Confesso que sou um pouco <L1>céptico</L1> em relação à questão da segurança, uma vez que a segurança basicamente não se distanciará, porventura na Suécia, da segurança na Alemanha, na Itália ou na Áustria.	However, when it comes to safety, I am rather sceptical because safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.	céptico cético			
Confesso que sou um pouco <N1>céptico</N1> em relação à questão da segurança, uma vez que a segurança basicamente não se distanciará, porventura na Suécia, da segurança na Alemanha, na Itália ou na Áustria.	However, when it comes to safety, I am rather sceptical because safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.				
TRUE					
					
A <L1>margarina</L1> e alguns quilos de tinta, que, em princípio, não apresentavam quaisquer <L2>riscos</L2>, provocaram uma verdadeira <L3>catástrofe</L3>.	Margarine and a few kilos of paint which, in principle, do not present risks, led to a genuine disaster.				
A <N1>margarina</N1> e alguns quilos de tinta, que, em princípio, não apresentavam quaisquer <N2>perigos</N2>, provocaram uma verdadeira <N3>calamidade</N3>.	Margarine and a few kilos of paint which, in principle, do not present risks, led to a genuine disaster.				
TRUE					
					
Necessário se torna, portanto, estudar a possibilidade de harmonizar ainda mais as exigências que permitam <L1>garantir</L1> um máximo de segurança.	Therefore, we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved.	assegurar-se certificar-se garantir ter certeza			
Necessário se torna, portanto, estudar a possibilidade de harmonizar ainda mais as exigências que permitam <N1>certificar</N1> um máximo de segurança.	Therefore, we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved.				
TRUE					
					
Lamento que tenhamos de <L1>agir</L1> porque os outros não executaram o seu trabalho.	I regret this since we are having to take action because others have not done their job.	agir atuar comportar-se fazer papel parecer			
Lamento que tenhamos de <N1>agir</N1> porque os outros não executaram o seu trabalho.	I regret this since we are having to take action because others have not done their job.				
TRUE					
					
Ela prorroga apenas normas transitórias por meio da prorrogação de datas, suprimindo disposições que já não se aplicam e regulamenta o procedimento para a) transportes <L1>ad</L1> hoc de mercadorias perigosas e b) a adopção de disposições nacionais menos rígidas, sobretudo no transporte de reduzidos volumes de mercadorias perigosas em regiões localmente muito limitadas.	It merely prolongs transitional rules by postponing deadlines, deletes provisions which are no longer applicable, and lays down the procedures for a) carrying out the ad hoc transportation of dangerous goods and b) enacting less stringent national regulations, in particular for the transport of very small amounts of dangerous goods within strictly defined local areas.				
Ela prorroga apenas normas transitórias por meio da prorrogação de datas, suprimindo disposições que já não se aplicam e regulamenta o procedimento para a) transportes <N1>ad</N1> hoc de mercadorias perigosas e b) a adopção de disposições nacionais menos rígidas, sobretudo no transporte de reduzidos volumes de mercadorias perigosas em regiões localmente muito limitadas.	It merely prolongs transitional rules by postponing deadlines, deletes provisions which are no longer applicable, and lays down the procedures for a) carrying out the ad hoc transportation of dangerous goods and b) enacting less stringent national regulations, in particular for the transport of very small amounts of dangerous goods within strictly defined local areas.				
TRUE					
					
A Comissão da UE decide se os Estados-Membros podem ou não decretar determinadas disposições próprias, sendo apoiada por um <L1>comité</L1> de peritos em matéria de transporte de mercadorias perigosas, em conformidade com o procedimento de regulamentação.	The Commission decides whether the Member States may impose certain rules of their own. In so doing, it is supported by a committee of experts on the transport of dangerous goods under the regulatory procedure.	comité comitê | comissão comité comitê junta | comissão comité comitê delegação embaixada missão | comité comitê conselho junta			
A Comissão da UE decide se os Estados-Membros podem ou não decretar determinadas disposições próprias, sendo apoiada por um <N1>comité</N1> de peritos em matéria de transporte de mercadorias perigosas, em conformidade com o procedimento de regulamentação.	The Commission decides whether the Member States may impose certain rules of their own. In so doing, it is supported by a committee of experts on the transport of dangerous goods under the regulatory procedure.				
TRUE					
					
Espero que a minha proposta seja <L1>posta</L1> à consideração na votação de amanhã.	I hope my proposal will be taken into consideration in tomorrow' s vote.				
Espero que a minha proposta seja <N1>posta</N1> à consideração na votação de amanhã.	I hope my proposal will be taken into consideration in tomorrow' s vote.				
TRUE					
					
Também contamos com aquela Instituição para exigir ao Governo britânico que assegure que o <L1>sector</L1> privado, que certamente é quem mais impulsiona os financiamentos a título dos fundos com finalidade estrutural, seja envolvido na <L2>fase</L2> de programação.	We look to it to challenge the UK Government, to ensure that the private sector, which surely must be providing the major impetus for Structural Funds expenditure, is involved in the planning stage.	fase grau nível ápice | fase período			
Também contamos com aquela Instituição para exigir ao Governo britânico que assegure que a <N1>divisão</N1> privado, que certamente é quem mais impulsiona os financiamentos a título dos fundos com finalidade estrutural, seja envolvido na <N2>etapa</N2> de programação.	We look to it to challenge the UK Government, to ensure that the private sector, which surely must be providing the major impetus for Structural Funds expenditure, is involved in the planning stage.		article corrected		
TRUE					
					
Hoje, porém, essas mesmas zonas podem ser um peso para a economia <L1>nacional</L1> e podem ser pobres, o que exige investimentos em novas áreas de actividade, na chamada produção electrónica e na produção dos serviços, que são as áreas de futuro.	The rich areas were those where there were jobs in industry, but today those areas might have become a burden, and they may well be poor, meaning we also have to invest in new sectors of industry such as electronic production, as I might call it, and the production of services, because they are the industries of the future.				
Hoje, porém, essas mesmas zonas podem ser um peso para a economia <N1>nacional</N1> e podem ser pobres, o que exige investimentos em novas áreas de actividade, na chamada produção electrónica e na produção dos serviços, que são as áreas de futuro.	The rich areas were those where there were jobs in industry, but today those areas might have become a burden, and they may well be poor, meaning we also have to invest in new sectors of industry such as electronic production, as I might call it, and the production of services, because they are the industries of the future.				
TRUE					
					
Nas nossas alterações, estabelecemos a importância que tem para nós que se gerem as necessárias sinergias entre os Fundos Estruturais, o Fundo de Coesão e as iniciativas comunitárias, de forma que a sua aplicação se <L1>veja</L1> reflectida de modo optimizado e da maneira mais <L2>rentável</L2> na eliminação progressiva das desigualdades entre regiões e na criação de postos de trabalho, que, no fim de contas, constituem os dois propósitos fundamentais dos Fundos de que estamos a falar.	In our amendments, we have stated the importance of the necessary synergies being produced between the Structural Funds, the Cohesion Fund and Community initiatives, so that their application should be reflected, in the best and most profitable way, by the gradual elimination of disparities between regions and by the creation of jobs which are, when all is said and done, the two central purposes of the funds we are discussing.	lucrativo rentável			
Nas nossas alterações, estabelecemos a importância que tem para nós que se gerem as necessárias sinergias entre os Fundos Estruturais, o Fundo de Coesão e as iniciativas comunitárias, de forma que a sua aplicação se <N1>veja</N1> reflectida de modo optimizado e da maneira mais <N2>aproveitável</N2> na eliminação progressiva das desigualdades entre regiões e na criação de postos de trabalho, que, no fim de contas, constituem os dois propósitos fundamentais dos Fundos de que estamos a falar.	In our amendments, we have stated the importance of the necessary synergies being produced between the Structural Funds, the Cohesion Fund and Community initiatives, so that their application should be reflected, in the best and most profitable way, by the gradual elimination of disparities between regions and by the creation of jobs which are, when all is said and done, the two central purposes of the funds we are discussing.				
TRUE					
					
O funcionamento do anterior conjunto de programas é igualmente muito instrutivo, na medida em que nos <L1>alerta</L1> para aquilo que as orientações não devem ser.	The operation of the previous round of programmes is also very instructive in telling us what guidelines should not be about.	alerta animado bem disposto hábil ágil			
O funcionamento do anterior conjunto de programas é igualmente muito instrutivo, na medida em que nos <N1>avisa</N1> para aquilo que as orientações não devem ser.	The operation of the previous round of programmes is also very instructive in telling us what guidelines should not be about.				
TRUE					
					
A aplicação e a execução das orientações não pode ser deixada ao critério pessoal deste ou daquele <L1>funcionário</L1> administrativo, seja na Comissão seja na função pública.	The implementation and operation of the guidelines cannot be left to the personal interpretation of one or other desk officer, either in the Commission or in the civil service.	funcionário operário			
A aplicação e a execução das orientações não pode ser deixada ao critério pessoal deste ou daquele <N1>operário</N1> administrativo, seja na Comissão seja na função pública.	The implementation and operation of the guidelines cannot be left to the personal interpretation of one or other desk officer, either in the Commission or in the civil service.				
TRUE					
					
Isto permitiria assegurar que os países periféricos e as regiões ultraperiféricas da Europa, ou seja, as suas regiões mais desfavorecidas, pudessem <L1>funcionar</L1> com êxito na nova zona euro bem como no mercado interno em expansão, onde a livre circulação de bens, pessoas, serviços e capitais é uma realidade.	This would ensure that the peripheral countries and the ultraperipheral regions, the poorer regions in Europe, are in a position to operate successfully within the new euro currency zone, as well as within an ever-expanding internal market where the free movement of goods, persons, services and capital exist.	funcionar operar | funcionar servir			
Isto permitiria assegurar que os países periféricos e as regiões ultraperiféricas da Europa, ou seja, as suas regiões mais desfavorecidas, pudessem <N1>operar</N1> com êxito na nova zona euro bem como no mercado interno em expansão, onde a livre circulação de bens, pessoas, serviços e capitais é uma realidade.	This would ensure that the peripheral countries and the ultraperipheral regions, the poorer regions in Europe, are in a position to operate successfully within the new euro currency zone, as well as within an ever-expanding internal market where the free movement of goods, persons, services and capital exist.				
TRUE					
					
Penso que temos de ser capazes de o dizer <L1>alto</L1> e bom som.	I think we should be capable of saying this loud and clear.	alto elevado eminente magestoso | alta alto berrante estrepitante | Sumô alto			
Penso que temos de ser capazes de o dizer <N1>elevado</N1> e bom som.	I think we should be capable of saying this loud and clear.				
TRUE					
					
Nesse sentido, tanto a Europa no seu conjunto como cada Estado-Membro em particular deverão <L1>utilizar</L1> o melhor possível todos os seus recursos e potencialidades, e portanto também os Fundos Estruturais disponíveis.	To this end, Europe as a whole, and each Member State individually, will have to make optimum use of all available resources and capacities, including the Structural Funds.	empregar usar utilizar | usar utilizar | aplicar fazer valer praticar utilizar			
Nesse sentido, tanto a Europa no seu conjunto como cada Estado-Membro em particular deverão <N1>empregar</N1> o melhor possível todos os seus recursos e potencialidades, e portanto também os Fundos Estruturais disponíveis.	To this end, Europe as a whole, and each Member State individually, will have to make optimum use of all available resources and capacities, including the Structural Funds.				
TRUE					
					
Para isso, é necessária uma Comissão Europeia que, para além das boas intenções, confira maior clareza às suas linhas de orientação e se empenhe ao máximo num trabalho de <L1>controlo</L1> da utilização desses recursos por parte dos Estados-Membros.	For this to be possible, what we need from the European Commission are not just good intentions, but clearer guidelines and a firm commitment to monitoring the way these resources are used by the Member States.				
Para isso, é necessária uma Comissão Europeia que, para além das boas intenções, confira maior clareza às suas linhas de orientação e se empenhe ao máximo num trabalho de <N1>controlo</N1> da utilização desses recursos por parte dos Estados-Membros.	For this to be possible, what we need from the European Commission are not just good intentions, but clearer guidelines and a firm commitment to monitoring the way these resources are used by the Member States.				
TRUE					
					
Senhor Presidente, Senhoras e Senhores Deputados, gostaria de lhes comunicar o grande interesse que senti ao escutar atentamente as observações, por vezes as críticas e sugestões, que acabaram de <L1>avançar</L1> nas vossas intervenções, baseadas no relatório da senhora deputada Schroedter.	Mr President, ladies and gentlemen, I would like to express my great interest in listening carefully to the comments, occasional criticisms and suggestions that some of you have just made in your speeches with reference to Mrs Schroedter' s report.	avançar progredir | adiantar-se avançar continuar ir progredir prosseguir seguir | avançar exceder superar transcender			
Senhor Presidente, Senhoras e Senhores Deputados, gostaria de lhes comunicar o grande interesse que senti ao escutar atentamente as observações, por vezes as críticas e sugestões, que acabaram de <N1>progredir</N1> nas vossas intervenções, baseadas no relatório da senhora deputada Schroedter.	Mr President, ladies and gentlemen, I would like to express my great interest in listening carefully to the comments, occasional criticisms and suggestions that some of you have just made in your speeches with reference to Mrs Schroedter' s report.				
TRUE					
					
E quero também assegurar-lhes, por outro lado, que, quando a Comissão adoptar as orientações ao abrigo daquilo a que chamamos a revisão intercalar, como está previsto no regulamento, será também tido em linha de conta o ponto de vista da vossa assembleia, agora <L1>expresso</L1> neste relatório.	And let me assure you, furthermore, that when the Commission adopts the guidelines with what we call the mid-term review in mind, in line with the regulations, then the point of view of this House, as expressed in this report, will also be taken into account.				
E quero também assegurar-lhes, por outro lado, que, quando a Comissão adoptar as orientações ao abrigo daquilo a que chamamos a revisão intercalar, como está previsto no regulamento, será também tido em linha de conta o ponto de vista da vossa assembleia, agora <N1>declaro</N1> neste relatório.	And let me assure you, furthermore, that when the Commission adopts the guidelines with what we call the mid-term review in mind, in line with the regulations, then the point of view of this House, as expressed in this report, will also be taken into account.				
TRUE					
					
Antes de concluir, gostaria de dizer ao senhor deputado Savary que, amanhã, vamos proceder a um <L1>debate</L1> específico sobre as consequências das tempestades que afectaram sobretudo a França, a Áustria e a Alemanha nestas últimas semanas, ao mesmo tempo que iremos voltar a falar, com a minha colega De Palacio, das lições a tirar a propósito da <L2>maré</L2> negra que afectou também as costas francesas.	Before concluding, I should like to tell Mr Savary that we are going to have a special debate tomorrow on the consequences of the storms which have struck France, Austria and Germany, in particular, in the last few weeks, and at the same time we shall once again be discussing, together with my fellow Commissioner, Mrs de Palacio, what lessons we might draw in the matter of the oil spillage which has also affected the coasts of France.	maré marés			
