					
					
Защита <N1>исследовательского доклада</N1> на соискание степени <N1>ученого</N1> наук пройдет в <N2>высшем учебном заведении</N2> Упсала, в <N3>читательском</N3> зале 9, в пятницу, 12 <N1>студня</N1>, 2003, в 10:15.	Dissertation at Uppsala University to be publicly examined in the lecture hall IX, University Hall, Friday, December 12, 2003 at 10:15 for the Degree of Doctor of Philosophy.				
TRUE					
					
<L1>Лексическая</L1> <L2>информация</L2> извлекается из <L3>корпусов</L3> при помощи выравнивания по границе слова.	Lexical data are extracted from the corpora by means of word alignment.				
<N1>Словарные</N1> <N2>данные</N2> извлекаются из <N3>совокупности записанной речи</N3> при помощи выравнивания по границе слова.	Lexical data are extracted from the corpora by means of word alignment.				
TRUE					
					
Йорг Тидеманн, <L1>факультет</L1> лингвистики, <L2>университет</L2> Уппсала, Виллавеген 4, <L3>аудитория</L3> 527 751 20 Уппсала	Villavägen 4, Box 527, 751 20 Uppsala University.				
Йорг Тидеманн, <N1>подраздедние</N1> лингвистики, <N2>высшее учебное заведение</N2> Уппсала, Виллавеген 4, <N3>помещение</N3> 527 751 20 Уппсала	Villavägen 4, Box 527, 751 20 Uppsala University.				
TRUE					
					
Если в течение следующего года <L1>ситуация</L1> резко не изменится, безработица станет <L2>проблемой</L2> <L3>номер</L3> один на предстоящих выборах <L4>главы государства</L4>.	Unless things change dramatically over the next year unemployment will be the number one issue in the forthcoming presidential election.				
Если в течение следующего года <N1>положение</N1> резко не изменится, безработица станет <N2>сложностью</N2> <N3>числом</N3> один на предстоящих выборах <N4>главы государства</N4>.	Unless things change dramatically over the next year unemployment will be the number one issue in the forthcoming presidential election.				
TRUE					
					
<L1>Экономисты</L1> Милтон Фридман и Эдмунд Фелпс вынесли эту <L2>концепцию</L2> на первый <L3>план</L3> в 1960х гг., хотя, как и большинство современных <L4>экономических</L4> идей, она была узнаваема в различных <L5>формах</L5> задолго до того, как они ее определили.	Economists Milton Friedman and Edmund Phelps brought this concept to the fore during the 1960s even though, like most modern economic concepts, it had been recognized in various guises long before they wrote of it.				
<N1>Домоводы</N1> Милтон Фридман и Эдмунд Фелпс вынесли это <N2>построение</N2> на первое <N3>расположение</N3> в 1960х гг., хотя, как и большинство современных <N4>домоводческих</N4> идей, она была узнаваема в различных <N5>видах</N5> задолго до того, как они ее определили.	Economists Milton Friedman and Edmund Phelps brought this concept to the fore during the 1960s even though, like most modern economic concepts, it had been recognized in various guises long before they wrote of it.				
TRUE					
					
Одни из них питают нереальные ожидания; другие ощущают себя стесненными пожеланиями их супругов; третьи имеют достаточно сбережений и могут позволить себе быть более <L1>капризными</L1> , чем другие, при выборе работы. Некоторые <L2>холдауты</L2> несогласные переезжать.	Some have ample savings and can afford to hold out more stubbornly than others. Some holdouts are reluctant to relocate.				
Одни из них питают нереальные ожидания; другие ощущают себя стесненными пожеланиями их супругов; третьи имеют достаточно сбережений и могут позволить себе быть более <N1>привередливыми</N1> , чем другие, при выборе работы. Некоторые <N2>уклоняющиеся</N2> несогласные переезжать.	Some have ample savings and can afford to hold out more stubbornly than others. Some holdouts are reluctant to relocate.				
TRUE					
					
Переезд, как правило, обходится дорого и часто <L1>эмоционально</L1> труден, особенно для детей. Текущий затянувшийся <L2>кризис</L2> на рынке жилья делает переезд особенно непривлекательным для одних.	Moving is usually expensive and often emotionally distressful, especially to children. The current lingering housing crisis makes moving especially unattractive to some.				
Переезд, как правило, обходится дорого и часто <N1>чувственно</N1> труден, особенно для детей. Текущее затянувшееся <N2>переломное состояние</N2> на рынке жилья делает переезд особенно непривлекательным для одних.	Moving is usually expensive and often emotionally distressful, especially to children. The current lingering housing crisis makes moving especially unattractive to some.				
TRUE					
					
Другая <L1>форма</L1> естественной безработицы едва различима, но вполне реальна.	Another form of natural unemployment is a bit subtle but very real.				
Другой <N1>вид</N1> естественной безработицы едва различим, но вполне реален.	Another form of natural unemployment is a bit subtle but very real.				
TRUE					
					
Частные страховые <L1>компании</L1>, которые могут предложить данный вид страхования, могли бы, как и все страховщики, предпринять меры по сокращению случаев неблагоприятного отбора (<L2>тенденция</L2>, состоящая в том, что страховку покупают те лица, для которых <L3>риск</L3> наступления страхового случая более высок) и <L4>морального риска</L4>.	Private carriers that might offer this insurance would, like all insurance providers, take steps to minimize adverse selection (the tendency for riskier workers to buy insurance) and moral hazard.				
Частные страховые <N1>организации</N1>, которые могут предложить данный вид страхования, могли бы, как и все страховщики, предпринять меры по сокращению случаев неблагоприятного отбора (<N2>наклонность</N2>, состоящая в том, что страховку покупают те лица, для которых <N3>опасность</N3> наступления страхового случая более высок) и <N4>недобросовестного поведения</N4>.	Private carriers that might offer this insurance would, like all insurance providers, take steps to minimize adverse selection (the tendency for riskier workers to buy insurance) and moral hazard.				
TRUE					
					
Но теперь законом им предоставлены особые <L1>привилегии</L1>, в основном <L2>привилегия</L2> принимать участие в делах по рассмотрению случаев насилия или принуждения.	But now they are granted special privileges by law—basically the privilege to engage in violent or coercive activities.				
Но теперь законом им предоставлены особые <N1>поблажки</N1>, в основном <N2>поблажка</N2> принимать участие в делах по рассмотрению случаев насилия или принуждения.	But now they are granted special privileges by law—basically the privilege to engage in violent or coercive activities.				
TRUE					
					
Таким образом, некоторые люди просто забывают включить в свое <L1>резюме</L1> степень <L2>магистра</L2>. Безработица и <L3>макроэкономическая</L3> <L4>политика</L4>	So some people simply  forget  to list that master's degree on their résumé. Unemployment and Macroeconomic Policy				
Таким образом, некоторые люди просто забывают включить в свой <N1>послужной список</N1> степень <N2>ученого</N2>. Безработица и <N3>общее домохозяйство</N3> <N4>государственная деятельность</N4>	So some people simply  forget  to list that master's degree on their résumé. Unemployment and Macroeconomic Policy				
TRUE					
					
Самая большая <L1>проблема</L1>, связанная со <L2>статистикой</L2> безработицы, не ее нечеткость, а, как и ВВП, скрытый смысл, что несут данные: <L3>идея</L3> в том, что правительство может и должно активно пытаться справляться с безработицей.	The biggest problem with unemployment statistics is not their fuzziness but, like GDP, the implications they carry: the idea that the government can and should proactively attempt to manage the unemployment rate.				
Самая большая <N1>сложность</N1>, связанная с <N2>состоянием</N2> безработицы, не ее нечеткость, а, как и ВВП, скрытый смысл, что несут данные: <N3>мысль</N3> в том, что правительство может и должно активно пытаться справляться с безработицей.	The biggest problem with unemployment statistics is not their fuzziness but, like GDP, the implications they carry: the idea that the government can and should proactively attempt to manage the unemployment rate.				
TRUE					
					
<L1>Теория</L1>, казалось, работала некоторое время, но развалилась в 1970х гг., когда появился <L2>термин</L2> стагфляция .	The theory seemed to work for awhile but fell apart in the 1970s, when the term  stagflation  appeared.				
<N1>Предположение</N1>, казалось, работало некоторое время, но развалилось в 1970х гг., когда появилось <N2>определение</N2> стагфляция .	The theory seemed to work for awhile but fell apart in the 1970s, when the term  stagflation  appeared.				
TRUE					
					
Только те, кто услышав слово <L1>культура</L1> хватаются за <L2>пистолет</L2> (такие как покойный <L3>критик</L3> Герр Доктор Йозеф Геббелс) могут невзлюбить Чарли Чаплина, чьи работы сегодня в Нью-Йорке переживают второе рождение. В это знойное время я воспользовался случаем и пересмотрел его Новые Времена .	Only those who reach for their gun when they hear the word  culture  (like the late critic, Herr Dr. Joseph Göbbels) can dislike Charlie Chaplin whose works are enjoying a revival in New York today. I took the occasion in the current torrid spell to re-see his  Modern Times .				
Только те, кто услышав слово <N1>искусство</N1> хватаются за <N2>оружие</N2> (такие как покойный <N3>судящий</N3> Герр Доктор Йозеф Геббелс) могут невзлюбить Чарли Чаплина, чьи работы сегодня в Нью-Йорке переживают второе рождение. В это знойное время я воспользовался случаем и пересмотрел его Новые Времена .	Only those who reach for their gun when they hear the word  culture  (like the late critic, Herr Dr. Joseph Göbbels) can dislike Charlie Chaplin whose works are enjoying a revival in New York today. I took the occasion in the current torrid spell to re-see his  Modern Times .				
TRUE					
					
Я только могу сказать, что этот <L1>фильм</L1> остается произведением искусства и является образцом глубокой <L2>критики</L2> современной жизни США.	I can only say that it remains a masterpiece of art, and a profound comment on contemporary life in these United States.				
Я только могу сказать, что эта <N1>лента</N1> остается произведением искусства и является образцом глубокого <N2>осуждения</N2> современной жизни США.	I can only say that it remains a masterpiece of art, and a profound comment on contemporary life in these United States.				
TRUE					
					
Я не могу припомнить ни одного <L1>автора</L1> <L2>новеллы</L2> или научного <L3>трактата</L3>, или если уж на то пошло, <L4>социолога</L4>, <L5>историка</L5>, <L6>журналиста</L6>или рабочего <L7>активиста</L7>, который так же ярко смог передать жизненные условия своего времени, как живо это сделал Чаплин.	I recall no author of novel or treatise, or, for that matter, sociologist, historian or journalist or labor figure who captured so memorably the condition of his time as Chaplin did in this film.				
Я не могу припомнить ни одного <N1>писателя</N1> <N2>короткого рассказа</N2> или научного <N3>очерка</N3>, или если уж на то пошло, <N4>ученого по человеческому обществу</N4>, <N5>летописца</N5>, <N6>обозревателя</N6>или рабочего <N7>подвижника</N7>, который так же ярко смог передать жизненные условия своего времени, как живо это сделал Чаплин.	I recall no author of novel or treatise, or, for that matter, sociologist, historian or journalist or labor figure who captured so memorably the condition of his time as Chaplin did in this film.				
TRUE					
					
Наше время с <L1>иронией</L1> <L2>демонстрирует</L2> нам времена, где <L3>технический</L3> <L4>прогресс</L4> переплетается с безработицей.	The film of ironic genius portrays a time of unemployment and simultaneously, the march of the machines.				
Наше время с <N1>насмешкой</N1> <N2>показывает</N2> нам времена, где <N3>наладочное</N3> <N4>развитие</N4> переплетается с безработицей.	The film of ironic genius portrays a time of unemployment and simultaneously, the march of the machines.				
TRUE					
					
Напоминаю, что <L1>фильм</L1> снят в середине тридцатых годов. Использование <L2>телевидения</L2>, как властного <L3>шпиона</L3>, ожидало глубокий отклик для начала тридцатых годов в книге <L4>бестселлере</L4>, <L5>автор</L5> которой Ванс Пэкард.	Remember this film was made in the mid-Thirties, the use of television as a tyrannical spy awaited full comment for nearly thirty years in the current best seller by Vance Packard.				
Напоминаю, что <N1>лента</N1> снята в середине тридцатых годов. Использование <N2>дальновидения</N2>, как властного <N3>разведчика</N3>, ожидало глубокий отклик для начала тридцатых годов в <N4>успешно продаваемой</N4> книге, <N5>писатель</N5> которой Ванс Пэкард.	Remember this film was made in the mid-Thirties, the use of television as a tyrannical spy awaited full comment for nearly thirty years in the current best seller by Vance Packard.				
TRUE					
					
В <L1>фильме</L1> есть этот завершающий <L2>кадр</L2> с затемнением, когда он со своей <L3>дамой</L3> идет по дороге навстречу рассвету. Эту <L4>сцену</L4> можно считать <L5>банальной</L5>, а можно посмотреть с другой стороны.	There is that ultimate fade-out that can be translated as corny as he and the little lady finally proceed up the road into the dawning sun. The scene can be interpreted otherwise.				
В <N1>ленте</N1> есть этот завершающий <N2>отрывок</N2> с затемнением, когда он со своей <N3>барышней</N3> идет по дороге навстречу рассвету. Это <N4>действо</N4> можно считать <N5>обычным</N5>, а можно посмотреть с другой стороны.	There is that ultimate fade-out that can be translated as corny as he and the little lady finally proceed up the road into the dawning sun. The scene can be interpreted otherwise.				
TRUE					
					
В Японии, например, построение отношений в <L1>коллективе</L1> является наиболее <L2>приоритетным</L2>. Огромная <L3>сумма</L3> денег, а именно 40 млрд. долларов от затрат на <L4>маркетинг</L4> уходит на <L5>корпоративные</L5> развлечения каждый год.	In Japan, for example, where relationship-building is a fundamental part of business life, a staggering 40 billion dollars of marketing expenditure goes on corporate entertainment annually.				
В Японии, например, построение отношений в <N1>общине</N1> является наиболее <N2>важным</N2>. Огромное <N3>количество</N3> денег, а именно 40 млрд. долларов от затрат на <N4>продвижение товаров</N4> уходит на <N5>служебные</N5> развлечения каждый год.	In Japan, for example, where relationship-building is a fundamental part of business life, a staggering 40 billion dollars of marketing expenditure goes on corporate entertainment annually.				
TRUE					
					
Известные мошенники, Международный <L1>кредитно-коммерческий банк</L1>, действительно специализировались на подслащивании наиболее ценных для них <L2>клиентов</L2>, в числе которых были международные <L3>террористы</L3>, наркобароны и <L4>диктаторы</L4>третьего мира, оплачивая их кутежи в Лондоне и предоставляя многочисленные <L5>кредитные линии </L5> <L6>казино</L6> Лас-Вегаса.	Famous fraudsters, the Bank of Credit and Commerce International, did indeed specialize in 'sweetening' their most valued clients frequently international terrorists, drug barons and Third World dictators with shopping sprees in London and endless lines of credit at Las Vegas casinos.				
Известные мошенники, Международное <N1>заемно-торговое учреждение</N1>, действительно специализировались на подслащивании наиболее ценных для них <N2>пользователей</N2>, в числе которых были международные <N3>преступники</N3>, наркобароны и <N4>жесткие властители</N4> третьего мира, оплачивая их кутежи в Лондоне и предоставляя многочисленные <N5>займовые возможности</N5> <N6>игорным домам</N6> Лас-Вегаса.	Famous fraudsters, the Bank of Credit and Commerce International, did indeed specialize in 'sweetening' their most valued clients frequently international terrorists, drug barons and Third World dictators with shopping sprees in London and endless lines of credit at Las Vegas casinos.				
TRUE					
					
Несколько лет назад <L1>отель</L1> Риц, признающий, что основной вклад в доходы их <L2>ресторанов</L2> вносит проведение деловых встреч, учредили премию <L3>Бизнес-ланчер</L3> года По их словам, эта премия учреждена в честь представителей <L4>бизнеса</L4>, которые больше других содействуют восстановлению <L5>экономики</L5>, обедая в <L6>ресторанах</L6><L7>отеля</L7>.	A few years ago, the Ritz Hotel, recognizing the major contribution made by executive diners to its restaurant turnover, invented the award of Business Luncher of the Year to honour, in their words,  the executive who does most to help the recovery of the economy by lunching out .				
Несколько лет назад <N1>гостиница</N1> Риц, признающая, что основной вклад в доходы их <N2>столовых</N2> вносит проведение деловых встреч, учредили премию <N3>делового едока</N3> года По их словам, эта премия учреждена в честь представителей <N4>предпринимательства</N4>, которые больше других содействуют восстановлению <N5>народного хозяйства</N5>, обедая в <N6>столовых</N6><N7>гостиницы</N7>.	A few years ago, the Ritz Hotel, recognizing the major contribution made by executive diners to its restaurant turnover, invented the award of Business Luncher of the Year to honour, in their words,  the executive who does most to help the recovery of the economy by lunching out .				
TRUE					
					
Являются ли <L1>галерея</L1> искусств <L2>компании</L2> Фиат , используемая для <L3>эксклюзивных</L3> <L4>туров</L4> с <L5>клиентами</L5>, или отдел по <L6>организации</L6><L7>круизов</L7> по средиземному морю немецкой <L8>компании</L8> Некерман прибыльными? Это остается под вопросом.	How cost-effective it really is for Fiat to own an art gallery so it can take customers on special conducted tours or for the German Neckerman company to have a whole department organizing weekends in the Mediterranean for important clients is, of course, open to question.				
Являются ли <N1>выставка</N1> искусств <N2>предприятия</N2> Фиат , используемая для <N3>особых</N3> <N4>поездок</N4> с <N5>покупателями</N5>, или отдел по <N6>устройству</N6><N7>морских путешествий</N7> по средиземному морю немецким <N8>предприятием</N8> Некерман прибыльными? Это остается под вопросом.	How cost-effective it really is for Fiat to own an art gallery so it can take customers on special conducted tours or for the German Neckerman company to have a whole department organizing weekends in the Mediterranean for important clients is, of course, open to question.				
TRUE					
					
В Австрии, где <L1>корпоративные</L1> развлечения освобождаются от налогов, <L2>фестивали</L2> Моцарта для любителей <L3>музыки</L3>, и альпийский <L4>курорт</L4> для горнолыжников - хорошее вложение денег.	Certainly in Austria, where corporate entertaining is tax-free, offering Mozart festivals to music-lovers and Klosters to corporate skiers seems to promise a good return on an initial investment.				
В Австрии, где <N1>служебные</N1> развлечения освобождаются от налогов, <N2>празднование</N2> Моцарта для любителей <N3>звукового творчества</N3>, и альпийская <N4>здравница</N4> для горнолыжников - хорошее вложение денег.	Certainly in Austria, where corporate entertaining is tax-free, offering Mozart festivals to music-lovers and Klosters to corporate skiers seems to promise a good return on an initial investment.				
TRUE					
					
Там он решил открыть свой <L1>ноутбук</L1> и отправить жене <L2>электронное</L2> письмо в Миннеаполис.	There he decided to open his laptop and send his wife an e-mail back in Minneapolis.				
Там он решил открыть свой <N1>переносной вычислительный прибор</N1> и отправить жене <N2>сетевое</N2> письмо в Миннеаполис.	There he decided to open his laptop and send his wife an e-mail back in Minneapolis.				
