					
					
而 當 佢 哋 喺 工作室 毫無頭 緒 嘅 時 候 布 萊 恩 攞 其中 一張 <L1>卡</L1>	And when they're stuck in the studio, Brian Eno will reach for one of the cards.	卡 卡路里 | 卡 卡片 纸牌			
而 當 佢 哋 喺 工作室 毫無頭 緒 嘅 時 候 布 萊 恩 攞 其中 一張 <N1></N1>	And when they're stuck in the studio, Brian Eno will reach for one of the cards.				
FALSE					
					
就 喺 嗰 個 時 候 我 開 始 諗 而 唯一 唔 自 殺 嘅 <L1>理由</L1> 就 係 因為 唔 想 因為 我 自殺會 傷害 到 其他人	And it was at that point that I began to think that it was just too painful to be alive, and that the only reason not to kill oneself was so as not to hurt other people.	借口 正当的理由 理由 辩护			
就 喺 嗰 個 時 候 我 開 始 諗 而 唯一 唔 自 殺 嘅 <N1></N1> 就 係 因為 唔 想 因為 我 自殺會 傷害 到 其他人	And it was at that point that I began to think that it was just too painful to be alive, and that the only reason not to kill oneself was so as not to hurt other people.				
FALSE					
					
治療 完 之 後 嘅 一 個 <L1>禮 拜</L1> 佢 會 覺 得 迷茫	Then he would feel sort of disoriented for a week.				
治療 完 之 後 嘅 一 個 <N1>星期</N1> 佢 會 覺 得 迷茫	Then he would feel sort of disoriented for a week.				
TRUE					
					
納米 技術講 緊 嘅 單 位 係 <L1>納</L1> <L2>米</L2> 用 比例 表示 嘅 話 當 你 有 好多 個 一納米 厚 嘅 納 米 粒子 你 將 佢 一 個 個 咁 排 起 總 共有   50 , 000   個 咁 就 有 一條 人 類頭 髮 咁 粗	The way you measure nanotechnology is in nanometers, and one nanometer is a billionth of a meter, and to put some scale to that, if you had a nanoparticle that was one nanometer thick, and you put it side by side, and you had 50,000 of them, you'd be the width of a human hair.	公尺 米 | 大米 稻米 米 饭			
納米 技術講 緊 嘅 單 位 係 <N1></N1> <N2></N2> 用 比例 表示 嘅 話 當 你 有 好多 個 一納米 厚 嘅 納 米 粒子 你 將 佢 一 個 個 咁 排 起 總 共有   50 , 000   個 咁 就 有 一條 人 類頭 髮 咁 粗	The way you measure nanotechnology is in nanometers, and one nanometer is a billionth of a meter, and to put some scale to that, if you had a nanoparticle that was one nanometer thick, and you put it side by side, and you had 50,000 of them, you'd be the width of a human hair.				
FALSE					
					
<L1>哩</L1> 啲 粒子 形成 一層 非常 粗糙 嘅 凹凸 表面	Well, the surface of the spray coating is actually filled with nanoparticles that form a very rough and craggly surface.				
<N1></N1> 啲 粒子 形成 一層 非常 粗糙 嘅 凹凸 表面	Well, the surface of the spray coating is actually filled with nanoparticles that form a very rough and craggly surface.				
FALSE					
					
所以 我想 講下 我 哋 人 類 喺 人工智能 <L1>方面</L1> 取得 嘅 成就 最终 會點樣 摧毀 我 哋	I'm going to describe how the gains we make in artificial intelligence could ultimately destroy us.	争论中的一个方面 方面			
所以 我想 講下 我 哋 人 類 喺 人工智能 <N1></N1> 取得 嘅 成就 最终 會點樣 摧毀 我 哋	I'm going to describe how the gains we make in artificial intelligence could ultimately destroy us.				
FALSE					
					
諗 下 我 哋 地球 尚未 <L1>殖民</L1> 嘅 沙漠	Consider the extent to which we have not colonized the deserts of our own planet, places that are lush by comparison with Mars.	侨民 定居 殖民 殖民地 | 建立殖民地 开拓殖民地 殖民 | 安家落户 定居 殖民			
諗 下 我 哋 地球 尚未 <N1></N1> 嘅 沙漠	Consider the extent to which we have not colonized the deserts of our own planet, places that are lush by comparison with Mars.				
FALSE					
					
在 我 <L1>向</L1> 你 展示 里面 的 东西 之前 我 可以 告诉 它会 为 你 做 难以置信 的 事情	But before I show you what's inside, I will tell you, it's going to do incredible things for you.	向 朝 面向 面对 面对着			
在 我 <N1></N1> 你 展示 里面 的 东西 之前 我 可以 告诉 它会 为 你 做 难以置信 的 事情	But before I show you what's inside, I will tell you, it's going to do incredible things for you.				
FALSE					
					
当 它 打开 的 时候 它 就是 这样 并 不 太漂亮 <L1>吧</L1>	It looked more like this when it was all wrapped up — not quite so pretty.				
当 它 打开 的 时候 它 就是 这样 并 不 太漂亮 <N1></N1>	It looked more like this when it was all wrapped up — not quite so pretty.				
FALSE					
					
無論 係 塞拉里昂 或者 <L1>波士</L1> 頓	Whether it's in Sierra Leone or in Boston, I hope this not only restores but indeed transforms their sense of human potential.				
無論 係 塞拉里昂 或者 <N1></N1> 頓	Whether it's in Sierra Leone or in Boston, I hope this not only restores but indeed transforms their sense of human potential.				
FALSE					
					
我響 <L1>哈佛</L1> 畢業	For years I went to — Look, I went the Harvard Ed School.				
我響 <N1></N1> 畢業	For years I went to — Look, I went the Harvard Ed School.				
FALSE					
					
我 哋 確實 要 去 嘗試 太受 市場 影響 因為 <L1>法律</L1>	We must surely try, but these enterprises are so competitive, so globalized, and so driven by commercial pressure, that anything that can be done will be done somewhere, whatever the regulations say.				
我 哋 確實 要 去 嘗試 太受 市場 影響 因為 <N1></N1>	We must surely try, but these enterprises are so competitive, so globalized, and so driven by commercial pressure, that anything that can be done will be done somewhere, whatever the regulations say.				
FALSE					
					
最後一樣 係 <L1>組織</L1> 同 支援	The last one is organization and support.				
最後一樣 係 <N1></N1> 同 支援	The last one is organization and support.				
FALSE					
					
有人 問 <L1>霍金</L1> 佢 智商 幾高	Somebody asked Stephen Hawking once what his IQ was, and he said,  I have no idea. People who brag about their IQs are losers.				
有人 問 <N1></N1> 佢 智商 幾高	Somebody asked Stephen Hawking once what his IQ was, and he said,  I have no idea. People who brag about their IQs are losers.				
FALSE					
					
我 喺 <L1>巴黎</L1> 出世 同長 大	I was born and raised in France, in Paris, and I started learning how to write and read Arabic when I was 18.				
我 喺 <N1></N1> 出世 同長 大	I was born and raised in France, in Paris, and I started learning how to write and read Arabic when I was 18.				
FALSE					
					
呢 件 事令 我 下定 決心 全情 投入 去 搵 出 解決 <L1>方案</L1>	It made me absolutely determined to devote my life to finding solutions.	习俗 准则 惯例 方案 标准 | 事业 任务 工作 方案 计划 项目 | 方案 解法			
呢 件 事令 我 下定 決心 全情 投入 去 搵 出 解決 <N1></N1>	It made me absolutely determined to devote my life to finding solutions.				
FALSE					
					
依家 你 見 到 所有 地上 曝露 喺 空 氣 嘅 <L1>草</L1>	Now, all of that grass you see aboveground has to decay biologically before the next growing season, and if it doesn't, the grassland and the soil begin to die.	牧草 禾本科植物 草 青草			
依家 你 見 到 所有 地上 曝露 喺 空 氣 嘅 <N1></N1>	Now, all of that grass you see aboveground has to decay biologically before the next growing season, and if it doesn't, the grassland and the soil begin to die.				
FALSE					
					
好 認真 咁 模仿 大自然 咁 有 <L1>計劃</L1> 地 放牧	They put 25,000 sheep in one flock, really mimicking nature now with planned grazing, and they have documented a 50-percent increase in the production of the land in the first year.				
好 認真 咁 模仿 大自然 咁 有 <N1></N1> 地 放牧	They put 25,000 sheep in one flock, really mimicking nature now with planned grazing, and they have documented a 50-percent increase in the production of the land in the first year.				
FALSE					
					
我 哋 <L1>博客</L1> 上面 嘅 人 之 後 會 再 問 你	The best people on our blog are going to come and talk to you and try and — I want to get more on this that we could share along with the talk.AS: Wonderful.				
我 哋 <N1>日志</N1> 上面 嘅 人 之 後 會 再 問 你	The best people on our blog are going to come and talk to you and try and — I want to get more on this that we could share along with the talk.AS: Wonderful.				
TRUE					
					
每年 秋季 唧 每個 週末 成千 上萬人 聚 埋 喺 足球 場睇 <L1>波</L1>	You know, every Saturday and Sunday, hundreds of thousands of people each fall gather in football stadiums to watch games.	波 波浪 | 乳房 咪咪 波 胸 胸部			
每年 秋季 唧 每個 週末 成千 上萬人 聚 埋 喺 足球 場睇 <N1></N1>	You know, every Saturday and Sunday, hundreds of thousands of people each fall gather in football stadiums to watch games.				
FALSE					
					
有 啲 城市 默默 咁 努力 <L1>比如</L1> 話 杜塞 爾 多夫 又 或者 <L2>路易斯</L2> 維爾	Some cities are calmly industrious, like Dusseldorf or Louisville.				
有 啲 城市 默默 咁 努力 <N1></N1> 話 杜塞 爾 多夫 又 或者 <N2></N2> 維爾	Some cities are calmly industrious, like Dusseldorf or Louisville.				
FALSE					
					
亦 即 係 話 我 哋 體內 周圍 都 係 血管 唔 只 係 喺 我 哋 <L1>皮</L1> 膚 表 層 嘅 下面	What it means is that blood vessels are everywhere inside us, not just under the surface of our skin.	果皮 皮 | 兽皮 毛皮 皮 | 皮 皮革 | 毛皮 皮 皮肤 禽兽的外皮 | 外皮 皮 皮肤			
亦 即 係 話 我 哋 體內 周圍 都 係 血管 唔 只 係 喺 我 哋 <N1></N1> 膚 表 層 嘅 下面	What it means is that blood vessels are everywhere inside us, not just under the surface of our skin.				
FALSE					
					
特拉 維夫同 <L1>阿布扎比</L1> 宜家 討論 緊	Tel Aviv and Abu Dhabi are talking about testing these futuristic networks of suspended magnetic pods.				
特拉 維夫同 <N1></N1> 宜家 討論 緊	Tel Aviv and Abu Dhabi are talking about testing these futuristic networks of suspended magnetic pods.				
FALSE					
					
事實 上 好似 空中<L1>巴士</L1> 呢種 公司 宜家 認真 咁 研究 市區 空中 <L1>的士</L1> 講明 咗 一 啲 事	The fact that a company like Airbus is now seriously working on flying urban taxis is telling us something.	出租汽车 出租车 的士 计程车			
事實 上 好似 空中<N1>公共汽车</N1> 呢種 公司 宜家 認真 咁 研究 市區 空中 <N1>出租车</N1> 講明 咗 一 啲 事	The fact that a company like Airbus is now seriously working on flying urban taxis is telling us something.				
TRUE					
					
血液 係 一種 既 集體 又 獨 <L1>立</L1> 嘅 傳 輸 方式	Blood is both a collective and individual form of transportation.	立 站 站立 站起			
血液 係 一種 既 集體 又 獨 <N1></N1> 嘅 傳 輸 方式	Blood is both a collective and individual form of transportation.				
FALSE					
					
佢 哋 嘗 試 學 習 交通 <L1>規則</L1> 更 有 挑戰 性 嘅 係 佢 哋 仲 要 應 對 人 類 嘅 不可 預測性	They're trying to learn traffic rules, which is relatively simple, and coping with human unpredictability, which is more challenging.				
佢 哋 嘗 試 學 習 交通 <N1></N1> 更 有 挑戰 性 嘅 係 佢 哋 仲 要 應 對 人 類 嘅 不可 預測性	They're trying to learn traffic rules, which is relatively simple, and coping with human unpredictability, which is more challenging.				
FALSE					
					
偵察兵 要行 出去 畫出 敵 <L1>方</L1> 嘅 地 圖 了解 潛 在 嘅 阻 礙 物	The scout is the one going out, mapping the terrain, identifying potential obstacles.				
偵察兵 要行 出去 畫出 敵 <N1></N1> 嘅 地 圖 了解 潛 在 嘅 阻 礙 物	The scout is the one going out, mapping the terrain, identifying potential obstacles.				
FALSE					
					
佢 仲 發 現 軍 隊 入 面 有人 嘅 字 跡 同 果 張 紙 仔 上 嘅 一 <L1>模</L1> 一 樣 而且 比起 屈里 弗斯 嘅 字 跡 更加 似	And he had also discovered that another officer in the army had handwriting that perfectly matched the memo, much closer than Dreyfus's handwriting.				
佢 仲 發 現 軍 隊 入 面 有人 嘅 字 跡 同 果 張 紙 仔 上 嘅 一 <N1></N1> 一 樣 而且 比起 屈里 弗斯 嘅 字 跡 更加 似	And he had also discovered that another officer in the army had handwriting that perfectly matched the memo, much closer than Dreyfus's handwriting.				
FALSE					
					
我成 日 引用 聖 埃克 絮 <L1>佩里</L1>	There's a quote that I keep coming back to, by Saint-Exupéry.				
我成 日 引用 聖 埃克 絮 <N1></N1>	There's a quote that I keep coming back to, by Saint-Exupéry.				
FALSE					
					
其實 <L1>進化</L1> 真 係 同 我 哋 開 咗 個 大 玩 嘅 玩笑	It's actually a kind of cruel trick of evolution that we simply don't have a brain that seems to be wired well enough to understand itself.				
其實 <N1></N1> 真 係 同 我 哋 開 咗 個 大 玩 嘅 玩笑	It's actually a kind of cruel trick of evolution that we simply don't have a brain that seems to be wired well enough to understand itself.				
FALSE					
					
於 是 我拉落 去 電郵 最底 㩒 <L1>取消</L1> 訂閱 我 以 為 就 咁 可以 告一段落	So what I did was I scrolled down to the bottom of the email, and I pressed,    Unsubscribe.    And I thought that'd be the end of it.	使作废 使无效 取消 废除 | 使无效 取消 宣告无效 撤消 | 取消 废止 撤回 | 取消 撤消 | 取消 废止 废除 撤回 撤消 逆转 颠倒 | 取消 召回 撤消 | 取消 废止 消灭 革除 | 取消 废除 撤消			
於 是 我拉落 去 電郵 最底 㩒 <N1></N1> 訂閱 我 以 為 就 咁 可以 告一段落	So what I did was I scrolled down to the bottom of the email, and I pressed,    Unsubscribe.    And I thought that'd be the end of it.				
FALSE					
					
就算 你 唔 鍾 意 官僚 主義你 都 可以 用 佢 黎 製 造 <L1>幽默</L1>	So guys, just remember: if ever you feel weighed down by the bureaucracy and often mundanity of modern life, don't fight the frustration.	幽默 幽默感 诙谐			
就算 你 唔 鍾 意 官僚 主義你 都 可以 用 佢 黎 製 造 <N1>风趣</N1>	So guys, just remember: if ever you feel weighed down by the bureaucracy and often mundanity of modern life, don't fight the frustration.				
TRUE					
					
喺 我 三四 歲 嘅 時 候 我 記 得 <L1>阿</L1> 媽 同 我 同 兩 個 大佬 講過 一個 故仔 想像 佢 哋 討 論 梗 嘅 圖 畫	When I was about three or four years old, I remember my mum reading a story to me and my two big brothers, and I remember putting up my hands to feel the page of the book, to feel the picture they were discussing.				
喺 我 三四 歲 嘅 時 候 我 記 得 <N1></N1> 媽 同 我 同 兩 個 大佬 講過 一個 故仔 想像 佢 哋 討 論 梗 嘅 圖 畫	When I was about three or four years old, I remember my mum reading a story to me and my two big brothers, and I remember putting up my hands to feel the page of the book, to feel the picture they were discussing.				
FALSE					
					
<L1>阿媽</L1> 早產 我十個 禮拜導致 我   64   年前 失明	I was born premature by about 10 weeks, which resulted in my blindness, some 64 years ago.				
<N1></N1> 早產 我十個 禮拜導致 我   64   年前 失明	I was born premature by about 10 weeks, which resulted in my blindness, some 64 years ago.				
FALSE					
					
當我讀 高中 嘅 時 候 我 有 第一 個 磁帶 錄音機 <L1>菲利普</L1> 牌子 嘅 磁 帶 錄 音 機 成 為 我 電 腦 時 代 之前 嘅 學 習 工具	When I was in high school, I got my first Philips reel-to-reel tape recorder, and tape recorders became my sort of pre-computer medium of learning.				
當我讀 高中 嘅 時 候 我 有 第一 個 磁帶 錄音機 <N1></N1> 牌子 嘅 磁 帶 錄 音 機 成 為 我 電 腦 時 代 之前 嘅 學 習 工具	When I was in high school, I got my first Philips reel-to-reel tape recorder, and tape recorders became my sort of pre-computer medium of learning.				
FALSE					
					
喺 <L1>阿根廷</L1> 有五萬	In Argentina, there are 50,000.				
喺 <N1></N1> 有五萬	In Argentina, there are 50,000.				
FALSE					
					
藥物 被 <L1>注射</L1> 入靜脈 之後藥 物流 過我 哋 嘅 身 體 直至 去 到 腫 瘤 嗰 度	The drug is injected in the vein and it navigates throughout the body until it reaches the tumor site.	注入 注射			
藥物 被 <N1></N1> 入靜脈 之後藥 物流 過我 哋 嘅 身 體 直至 去 到 腫 瘤 嗰 度	The drug is injected in the vein and it navigates throughout the body until it reaches the tumor site.				
FALSE					
					
我 將 佢 <L1>推</L1> 返 屋企	I pushed it home, and in my parents' guest room closet, I turned it into a spaceship.	推 推动			
我 將 佢 <N1></N1> 返 屋企	I pushed it home, and in my parents' guest room closet, I turned it into a spaceship.				
FALSE					
					
我 係 加爾克漢德省 加爾赫瓦 <L1>小城</L1> 長 大 聽 到 啲 人 連去 買 衛生巾 我 都 覺得 好 瘀	I grew up in a small town called Garhwa, in Jharkhand, where even buying a sanitary napkin is considered shameful.				
我 係 加爾克漢德省 加爾赫瓦 <N1></N1> 長 大 聽 到 啲 人 連去 買 衛生巾 我 都 覺得 好 瘀	I grew up in a small town called Garhwa, in Jharkhand, where even buying a sanitary napkin is considered shameful.				
FALSE					
					
真 係 <L1>諷刺</L1> 好多 時上 咗 年 紀 嘅 女人 將 咁 樣 嘅 限制 對付 屋企 嘅 細 路 女	Ironically, most of the time it is the older woman who imposes such restrictions on younger girls in a family.				
真 係 <N1></N1> 好多 時上 咗 年 紀 嘅 女人 將 咁 樣 嘅 限制 對付 屋企 嘅 細 路 女	Ironically, most of the time it is the older woman who imposes such restrictions on younger girls in a family.				
FALSE					
					
於 是 決定 創作 一本 <L1>漫畫</L1> 書書 中 嘅 卡通人物 會 扮演 呢 啲 故事 用 有趣 同 搞笑 的 方法 敎 識 佢 哋	So we decided to create a comic book, where the cartoon characters would enact these stories and educate girls about menstruation in a fun and engaging way.				
於 是 決定 創作 一本 <N1>绘本</N1> 書書 中 嘅 卡通人物 會 扮演 呢 啲 故事 用 有趣 同 搞笑 的 方法 敎 識 佢 哋	So we decided to create a comic book, where the cartoon characters would enact these stories and educate girls about menstruation in a fun and engaging way.				
TRUE					
					
而 係 嚟 搵 資金去 起 工廠 同買 機器 生產 朱古力 <L1>出口</L1> 去 非洲 ,   歐洲 同中 東 佢 要求 嘅 資 金 係 可以 令 佢 繼 續 聘 請 一群 超過 20 人 嘅 在 職 員 工 同 時 可以 幫 佢 係 國 家 經 濟 蓬勃 嘅 時 候 繼 續 發 展	She had come seeking serious investment dollars so that she could build the factory and buy the equipment she needs to export her chocolates to Africa, Europe, the Middle East and far beyond — capital that would help her to employ more than the 20 people that she already has working for her, and capital that would fuel her own country's economic climb.	出口 外销 输出 | 出口 输出 输出品 | 出口 出路			
而 係 嚟 搵 資金去 起 工廠 同買 機器 生產 朱古力 <N1></N1> 去 非洲 ,   歐洲 同中 東 佢 要求 嘅 資 金 係 可以 令 佢 繼 續 聘 請 一群 超過 20 人 嘅 在 職 員 工 同 時 可以 幫 佢 係 國 家 經 濟 蓬勃 嘅 時 候 繼 續 發 展	She had come seeking serious investment dollars so that she could build the factory and buy the equipment she needs to export her chocolates to Africa, Europe, the Middle East and far beyond — capital that would help her to employ more than the 20 people that she already has working for her, and capital that would fuel her own country's economic climb.				
FALSE					
					
