svindla	Danish		
sígauni	Danish		
vampíra	Danish		
vinkill	Danish		
brúttó	Italian		
fíaskó	Italian		
böggur	English		
kommon	English		
kvarki	English		
kántrí	English		
leysir	English		
nippla	English		
skonsa	English		
snappa	English		
stress	English		
tissjú	English		
Tjalli	English		
trimma	English		
kaloría	French		
prímati	French		
aldeilis	Danish		
húllumhæ	Danish		
salíbuna	Danish		
statisti	Danish		
stimpill	Danish		
gíraffi	Italian		
kantata	Italian		
lasanja	Italian		
malaría	Italian		
pólitíkus	Latin		
smaragður	Latin		
bimmari	English		
krikket	English		
skrolla	English		
skunkur	English		
stressa	English		
tanaður	English		
diskótek	French		
kassetta	French		
lautinant	Danish		
pródúsent	Danish		
statistík	Danish		
svínvirka	Danish		
súkkulaði	Danish		
temmilega	Danish		
trekantur	Danish		
ýtarlegur	Danish		
sonnetta	Italian		
spagettí	Italian		
óratóría	Italian		
disketta	English		
internet	English		
Internet	English		
poppkorn	English		
kapari	Danish	rare	
pepperóní	English		
bíó	Danish	standard	
dúr	Danish	standard	
fag	Danish	standard	
ger	Danish	standard	
kar	Danish	standard	
kex	Danish	standard	
kím	Danish	standard	
mús	Danish	standard	
pía	Danish	standard	
rör	Danish	standard	
viskustykki	Danish		
prímadonna	Italian		
arfi	Latin	standard	
mars	Latin	standard	
flikk flakk	French		
gas	French	standard	
altmuligmand	Danish		
bali	Danish	standard	
bara	Danish	standard	
basi	Danish	standard	
bíll	Danish	standard	
fals	Danish	standard	
fars	Danish	standard	
flís	Danish	standard	
gigt	Danish	standard	
gnýr	Danish	standard	
gína	Danish	standard	
kela	Danish	standard	
lúga	Danish	standard	
lúta	Danish	standard	
mars	Danish	standard	
mýta	Danish	standard	
núll	Danish	standard	
patt	Danish	standard	
peli	Danish	standard	
púði	Danish	standard	
rasp	Danish	standard	
rifs	Danish	standard	
ræll	Danish	standard	
rúða	Danish	standard	
sena	Danish	standard	
sjal	Danish	standard	
akút	Latin	duplicate	
nanó-	Latin	standard	
mana	German	standard	
akút	Danish	duplicate	
bakka	Danish	standard	
banka	Danish	standard	
bauja	Danish	standard	
bifur	Danish	standard	
dragt	Danish	standard	
fönix	Danish	standard	
galli	Danish	standard	
gella	Danish	standard	
hekla	Danish	standard	
hótel	Danish	standard	
karrí	Danish	standard	
kassi	Danish	standard	
keðja	Danish	standard	
kjóll	Danish	standard	
krani	Danish	standard	
króna	Danish	standard	
linsa	Danish	standard	
mappa	Danish	standard	
motta	Danish	standard	
móður	Danish	standard	
negri	Danish	standard	
nikka	Danish	standard	
pipar	Danish	standard	
pylsa	Danish	standard	
púkk	Danish	duplicate	
púrra	Danish	standard	
pússa	Danish	standard	
redda	Danish	standard	
rukka	Danish	standard	
sippa	Danish	standard	
í essinu sínu	Danish		
akút	German	duplicate	
hefti	German	standard	
jóðla	German	standard	
miltisbrandur	German		
orgel	German	standard	
púkk	German	duplicate	
metan	French	standard	
púkk	French	duplicate	
aborri	Danish	standard	
amaba	Danish	duplicate	
amöba	Danish	duplicate	
ananas	Danish	standard	
banani	Danish	standard	
bómull	Danish	standard	
fagott	Danish	standard	
fasani	Danish	standard	
flauel	Danish	standard	
flauta	Danish	standard	
kaball	Danish	standard	
kanill	Danish	standard	
klinka	Danish	standard	
klúðra	Danish	standard	
klúður	Danish	standard	
knall	Danish	rare	dated
líter	Danish	duplicate	
prammi	Danish	standard	
póstur	Danish	standard	
rúntur	Danish	standard	
seðill	Danish	standard	
skikka	Danish	standard	
slæmur	Danish	standard	
frakki	German	standard	
koníak	French	standard	
lítri	French	duplicate	
rampur	French	standard	
blómkál	Danish	standard	
brómber	Danish	standard	
flinkur	Danish	standard	
flygill	Danish	standard	
franska	Danish	standard	
glimmer	Danish	standard	
hindber	Danish	standard	
karafla	Danish	standard	
klósett	Danish	standard	
mispill	Danish	standard	
paprika	Danish	standard	
prótein	Danish	standard	
púrtvín	Danish	standard	
riffill	Danish	standard	
sandali	Danish	standard	
skrolla	Danish	standard	
slagari	Danish	standard	
hektari	French	standard	
bakkelsi	Danish	standard	
blýantur	Danish	standard	
búðingur	Danish	standard	
franskur	Danish	standard	
kanslari	Danish	standard	
kartafla	Danish	standard	
kíghósti	Danish	standard	
postulín	Danish	standard	
punktur og basta	Danish		
estragon	French	standard	
appelsína	Danish	standard	
griffill	Danish	rare	dated
harmóníum	Danish	standard	
innvortis	Danish	standard	
karamella	Danish	standard	
mislingar	Danish	standard	
múrmeldýr	Danish	standard	
prófessor	Danish	standard	
punktur og basta	Italian		
germanskur	Latin	standard	
tambúrína	French	standard	
huggulegur	Danish	standard	
kakkalakki	Danish	standard	
milljarður	French	standard	
púrrulaukur	Danish	standard	
ópíum	Ancient Greek	standard	
miltisbrandur	Danish	standard	
prís	Danish	rare	dated in this sense
rabítur	English	rare	very rare and dated
koffort	Danish	standard	but becoming rare
blýglans	Danish	rare	I've never heard of this word
falur	Danish	rare	in this sense (as a nautical term)
edrú	Danish	standard	but has an Icelandic alternative
ekta	Danish	standard	but has an Icelandic alternative
lukt	Danish	standard	but has an Icelandic alternative
della	Danish	standard	but has an Icelandic alternative
dúkka	Danish	standard	but has an Icelandic alternative
fatta	Danish	standard	but has an Icelandic alternative
græja	Danish	standard	but has an Icelandic alternative
prakt	Danish	standard	but has an Icelandic alternative
salvi	Danish	standard	but has an Icelandic alternative
bremsa	Danish	standard	but has an Icelandic alternative
kúpull	Danish	standard	but has an Icelandic alternative
klúbbur	Danish	standard	but has an Icelandic alternative
sjúskaður	Danish	standard	but has an Icelandic alternative
mana	English		this is restricted to the gaming sense of the word
knæpa	Danish	standard	but has a more common Icelandic alternative
kúnni	Danish	standard	but has a more common Icelandic alternative
mubla	Danish	standard	but has a more common Icelandic alternative
melding	Danish	standard	but has a more common Icelandic alternative
dörslag	Danish	rare	I've never heard of this word, but it would count as a proper loanword
aborri			
adressa			
agúrka			
akademí			
akkeri			
akkorð			
akkúrat			
akta			
albúm			
aldeilis			
algebra			
allegóría			
alt			
altan			
ambari			
ambassador			
ambolti			
ambrajurt			
ametta			
amía			
amt			
angist			
anís			
annáll			
annexía			
ansjósa			
antefna			
apótek			
appelsína			
apríkósa			
apríl			
arinn			
ark			
arkitekt			
armóður			
armbrist			
arsenik			
art			
asfalt			
asna			
assessor			
assúrans			
astrak			
atlask			
bagall			
bakka			
bákn			
baksa			
baktería			
balbína			
banditt			
banginn			
banka			
barlak			
barti			
basalt			
basar			
basi			
basilla			
baslari			
basmir			
bast			
bastarður			
basti			
básúna			
batterí			
bátur			
bauja			
báxít			
beikon			
beisivikt			
bekkingarmaður			
bengill			
besefi			
bestikk			
beykir			
beysing			
beytill			
bígyrðill			
bikar			
bíla			
bílífi			
billegur			
bimpill			
bínarður			
biskup			
biskví			
bíslag			
bismari			
bison			
bissus			
bísund			
bjafall			
bját			
bjólan			
blabbra			
blakkur			
blakt			
blank			
blanka			
blankur			
bleia			
blek			
blettur			
bliða			
blók			
blor			
blúnda			
blý			
blýantur			
bobbingur			
boddí			
bófi			
bóglína			
bóhem			
bollok			
bólmjurt			
bolsía			
bolt			
bólverk			
bomba			
bomm			
bommerta			
bómolía			
bómull			
bóna			
borga			
borgari			
bossa			
bota			
bóti			
botla			
bótsama			
botuna			
box			
bráður			
bram			
brama			
brandari			
bréf			
Bresi			
bríarí			
bringja			
brinki			
brislingur			
brjála			
bródera			
brók			
bróm			
brómber			
brons			
brossía			
brostfeldugur			
brothvitill			
brúði			
brumla			
brúnel			
brús			
brúsa			
brúttó			
brynja			
búðingur			
buff			
buffeit			
bugt			
bukl			
bukla			
bukran			
bullibak			
bumla			
bumm			
bunki			
búnt			
bursti			
bús			
buski			
Búskmaður			
búss			
bússerúlla			
butur			
buxhorn			
buxur			
byrla			
býta			
bytta			
býtta			
byxa			
bæ			
bölti			
daðla			
dádýr			
dálkur			
dalmatíka			
dampa			
dándimaður			
dárlegur			
darra			
daska			
dáti			
davíða			
deila			
dekk			
dekra			
dekstra			
dekur			
denta			
desember			
desert			
díar			
dikta			
dínamór			
dingull			
dini			
díróið			
dirra			
diskur			
dismaladagur			
dísætur			
dívan			
djass			
djobb			
dobla			
dokument			
dólerít			
dólkur			
domm			
dómpápi			
dondra			
dont			
dóp			
doparr			
dopull			
dór			
dordi			
dósent			
dót			
drama			
dramm			
drapp			
drauja			
drella			
dristugur			
drómedari			
dróttseti			
drúld			
dryfta			
dúffel			
dumpla			
dunka			
dunkur			
dunna			
dúnst			
dús			
dúsín			
dúskur			
dúx			
duz			
dymbill			
dörslag			
edik			
edrú			
eiður			
elliði			
engifer			
epill			
epískur			
ergin			
eskimói			
espi			
etasráð			
evangelíum			
export			
extra			
eyrir			
fag			
faktor			
falkeneri			
fallera			
falsetta			
fanga			
fars			
farsi			
fasi			
fau			
febrúar			
feila			
fél			
felga			
fengari			
ferðugur			
fermur			
fernis			
ferskja			
fés			
fíaskó			
fíbrín			
fígúra			
filma			
fínn			
fíól			
fíra			
firma			
fírugur			
fís			
fisa			
físiler			
fix			
fjas			
flagg			
flammi			
flass			
flauta			
flekka			
fler			
flettugrjót			
flibbi			
flikka			
flinkur			
flinta			
flott			
flótti			
flugs			
flundra			
flunkunýr			
flýtur			
fól			
fordild			
forkur			
form			
formel			
formera			
forseti			
fósi			
fox			
frakka			
framandi			
fransós			
frétt			
frís			
frískur			
frjádagur			
frjáls			
fró			
frolla			
frómur			
fræsa			
fuðla			
fúkáta			
fúkssvans			
fúndera			
fúska			
fútt			
fúx			
fætingur			
gáfa			
gaffall			
gákla			
gallosía			
gammosía			
garantera			
gardían			
gardína			
garfa			
gat			
genta			
genverðugur			
gettó			
gifs			
gikkur			
Gilli			
gimpa			
gingibráð			
gíra			
gíraffi			
gíró			
gírugur			
gjörtlari			
glafel			
glas			
glaseygður			
glasseraður			
glefja			
gler			
glófi			
gloría			
glúffa			
glussi			
glögg			
gnafinn			
gneis			
gnómon			
gnýr			
goggur			
gókur			
golf			
gon			
gondóll			
gorgeir			
górilla			
goskarl			
gossa			
gráða			
gradal			
grafík			
grafjur			
grallari			
gramsa			
granófyr			
granska			
grefill			
greifi			
griffill			
grófur			
groms			
gross			
grott			
grunda			
grunkur			
grús			
gryfilega			
græja			
gúbbi			
gudda			
guðvefur			
gúllas			
Gullvarta			
gúmmí			
gurgla			
gúttaperka			
gyldinn			
hakabredda			
hakka			
hala			
hallarr			
halunkur			
hamborgari			
hamstur			
handla			
hanski			
hantéra			
harmónía			
harmóníum			
harski			
hartkorn			
hásin			
hast			
heisa			
helikopter			
hemja			
henda			
hermiti			
hettir			
hífa			
hikkoría			
hílukrókur			
himla			
hindber			
hinka			
hipp			
hippi			
hirð			
hispa			
hissugur			
hleifur			
hlúki			
hnippa			
hnit			
hnokkan			
hofferð			
hofmeistari			
hómilía			
hóndragi			
hónor			
hónorar			
hopsa			
hospítal			
hreðka			
hreppa			
húa			
húðfat			
húkka			
húlsaumur			
hulstur			
húmbúkk			
hundspott			
húsari			
húsl			
húsvans			
hvítta			
hýja			
hymni			
hýra			
hýstería			
höndugur			
hönsa			
hörðugur			
ífrugur			
íkon			
ilkafóðr			
imbrudagar			
impa			
indígóblár			
indúls			
ingjan			
innsteri			
innvortis			
iperst			
ísarn			
ítreka			
íþrótt			
jakki			
jakuxi			
janúar			
jarknasteinn			
járn			
jaska			
jass			
jeppi			
jóga			
jóker			
Jómali			
jórmóðir			
jú			
jungfrú			
júra			
jústa			
kabill			
kadett			
kagi			
kaka			
kakali			
kaldún			
kálfadans			
kalkipappír			
kalkúlera			
kamban			
kamelljón			
kamína			
kammerat			
kampavín			
kandís			
kanís			
kanón			
kanóna			
kansellí			
kanslari			
kantiki			
kantóna			
kaos			
kapella			
kappi			
kapra			
kaprún			
karafla			
karakter			
karamella			
karat			
karbón			
karði			
kardínáli			
karfa			
karfasta			
kargur			
kárína			
karnifel			
karrí			
karsi			
kartafla			
kass			
kassi			
kastali			
kastanía			
katel			
kati			
katóða			
kátsjúk			
kaupangur			
kavíar			
kefi			
kefsir			
kela			
kentra			
keppur			
kerfill			
kerúb			
keta			
kífa			
kikka			
kikkin			
kím			
kínadropar			
kingsa			
kirmessa			
kís			
kisill			
kísill			
kista			
kítti			
Kjaran			
kjuði			
kjölur			
kladdi			
klaga			
klampi			
klang			
klára			
klásúla			
klatarí			
klatti			
klaver			
klefi			
kleina			
klekkilegur			
klénn			
klingja			
klink			
klint			
klippa			
klippfiskur			
klístur			
klóak			
klókur			
klór			
klósett			
klót			
klúbbur			
klúður			
kluftugur			
klúkka			
klumma			
klumsak			
klunka			
klunkur			
kluss			
klúss			
klæði			
klöprur			
knefill			
kneipa			
knekk			
knífa			
knípa			
knippelsi			
knippi			
knjas			
knora			
knúppur			
knurra			
knúsa			
knæpa			
kóbolt			
kódi			
kofri			
koga			
koja			
kókett			
kolbrandur			
kólera			
kólibrífugl			
kolli			
kólóradóbjalla			
kólorr			
kómedía			
kómenta			
kómískur			
kommóða			
kommún			
kompóna			
kompónera			
kónall			
konfólútta			
konkordéra			
Konkordía			
konsert			
konst			
kontór			
kontórstingur			
kontrabassi			
koppur			
korði			
korf			
Kormákur			
Kormlöð			
kóróna			
korpur			
kortur			
kórúnd			
korvetta			
kós			
kósakki			
kósínus			
kóteletta			
kothardi			
kovertur			
krabat			
kragi			
krakki			
krakkildi			
kram			
krani			
krankur			
krassa			
kredda			
kredit			
krem			
kreml			
krenkja			
Kreóli			
kreólín			
kreósót			
krep			
krepera			
kresinn			
kretíni			
krikönd			
krínólín			
krípur			
krisma			
krítik			
króg			
krókus			
krol			
kron			
krónískur			
kroppa			
kross			
kruð			
krukla			
krulla			
krumholt			
krumhorn			
krumpa			
krúsa			
krústa			
krútt			
krydd			
krympa			
krympla			
krýsholt			
kræmta			
kræskip			
krönika			
kúbba			
kúbein			
kúffnál			
kufl			
kukl			
kukulera			
kúma			
kumba			
kunkteis			
kunnmið			
kúnst			
kúpa			
kúpla			
kúpp			
kúr			
kúrfa			
kúría			
kúrs			
kúska			
kússa			
kussari			
kuti			
kúttari			
kuttingi			
kúvenda			
kvaðrat			
kvadrilla			
kvadrilljón			
kvanta			
kváran			
kvartér			
kvartett			
Kvasir			
kvassía			
kvax			
kver			
kverk			
kvía			
kvikur			
kvinna			
kvintett			
kvintín			
kvót			
Kýlan			
kyllir			
kylna			
kynda			
kyndugur			
kýnískur			
kynstur			
kyrtill			
kæsa			
lafði			
lager			
laggo			
lagi			
lak			
lakkrís			
lámur			
lander			
lansa			
lapparí			
lapra			
latuka			
lauert			
lautinant			
lavask			
lavendill			
laxera			
ledering			
ledik			
legenda			
legg			
legió			
leisi			
lek			
lektari			
lektía			
lektor			
lélegheit			
lempa			
lenustóll			
lesni			
lí			
líberalismi			
líðilegur			
lifibrauð			
líkjör			
líkn			
lindormur			
lísol			
lívori			
ljóði			
loddari			
lomber			
lóran			
lord			
lóri			
lortur			
lóss			
lossa			
lossamenti			
lotterí			
lotti			
Lovísa			
lúffa			
lúfslitinn			
lúga			
luggari			
lúidor			
lúkar			
lukkupottur			
lukkuriddari			
lumpa			
lúmskur			
lung			
lunning			
lúnóttur			
lúpína			
lúrindragari			
lurkur			
lút			
lykka			
lymfa			
lynning			
lýra			
lýrikk			
lyst			
lævirkjatré			
maddama			
madressa			
mafía			
magasín			
maki			
makker			
makríll			
makur			
mammútur			
mandarína			
mandaríni			
mandólín			
manilía			
manillahampur			
manneskja			
mansjetta			
marbri			
marmari			
marmelaði			
marskálkur			
maska			
maski			
maskína			
masónít			
massi			
mastódon			
mastur			
máta			
matrissa			
matróna			
mattador			
mattur			
mátulegur			
meill			
meina			
meiskra			
meistari			
mekanik			
mekt			
melassi			
Melbrigði			
Meldún			
melis			
Melkorka			
melóna			
melspíra			
mergill			
merkantílismi			
merski			
merskúm			
meskja			
messi			
mestisi			
metall			
milska			
mingra			
minister			
minkur			
minta			
mirra			
mislingar			
mispill			
mixtúra			
mjólk			
móðins			
mógúll			
moj			
móleður			
molybden			
mómenta			
monningur			
monsún			
mórall			
mórber			
morel			
morfín			
mormóni			
morsel			
mósaik			
Moskóvíti			
moskus			
mótíf			
mótor			
motta			
mottó			
mubla			
múður			
múkk			
múlatti			
múmía			
mumla			
munstra			
múrleður			
múrmeldýr			
murningur			
músa			
múselmaður			
múskat			
mustarður			
músvokur			
mútta			
myndugur			
Mýrkjartan			
mysa			
mýstik			
náð			
nappa			
narra			
nasvitur			
náttúra			
nauið			
negri			
neon			
nería			
netla			
netti			
nettó			
níðingur			
nigromantía			
nikkel			
niktigala			
nílhestur			
nítróglusserín			
no			
nón			
norn			
nostra			
nótabassi			
nótam			
nóva			
nóvella			
nóvember			
núðla			
núíti			
nul			
númer			
núnatakkur			
nælon			
obláta			
óbó			
ofdan			
offiséri			
ofn			
ofursti			
ókei			
oktantala			
oleum			
olía			
olífa			
olífant			
óm			
ópera			
opinber			
ópus			
óráðsía			
organisera			
orgel			
orkestur			
orkidía			
orleyfi			
orlogsskip			
ornament			
ort			
ortodox			
Óskar			
osterin			
ostra			
ottóman			
pa			
pagóða			
páka			
pakk			
pakki			
pal			
palafrey			
pallaz			
pallur			
pálmi			
pamfíll			
pampúsa			
panik			
panta			
pantur			
pápa			
papagauja			
pappi			
pardún			
pardusdýr			
parkera			
parlament			
parmur			
paródía			
parruk			
partí			
partur			
pasja			
passíuhár			
pástur			
patína			
patróna			
patt			
patta			
pedikúla			
peðra			
pel			
pelagónía			
pelastikk			
pell			
pels			
pendúll			
penni			
pensúm			
peplingur			
pepsí			
persóna			
peseti			
petali			
peyi			
pez			
píetismi			
pífa			
pikket			
pikkilhúfa			
pikla			
piliza			
pilka			
pilsner			
píment			
pimpa			
pimpsteinn			
pink			
pinni			
pinsétta			
pintsvín			
pípa			
piparmynta			
pirra			
pís			
pisang			
píska			
pispónn			
pissa			
pístóla			
pjala			
pjalta			
pjatla			
pjatt			
pjátur			
plága			
plagg			
plaggat			
plána			
pláneta			
plaskast			
plástur			
platti			
plaxa			
plega			
plet			
plett			
pligti			
plikt			
pliosen			
plísera			
plitt			
plokkfiskur			
plompa			
plukka			
plúmba			
plumpur			
pluss			
podda			
poj			
pokur			
pólití			
pólitík			
polki			
póló			
pólýfónkór			
pomaði			
ponni			
pont			
poppkorn			
popull			
pora			
porra			
pors			
posi			
pósitívur			
pottur			
prakka			
prakt			
praktískur			
prammi			
pranga			
praxis			
predika			
prefatia			
preki			
prenta			
prería			
presenta			
pressa			
prettur			
prik			
prím			
príma			
prímadonna			
prímostur			
prímtala			
prímula			
prinni			
prísa			
prjónn			
próf			
prófessor			
prófeti			
prófíll			
prófjantur			
profoss			
prógramm			
prókúra			
prólaga			
prúður			
prufa			
prútta			
præja			
púdda			
púði			
púki			
púkk			
púkka			
puliza			
púls			
pulsa			
púlt			
pungur			
punktur			
púns			
punta			
puntsvín			
púrismi			
púritani			
pusa			
púsa			
pusl			
pússarí			
pústa			
puta			
pútingi			
pútta			
pútti			
pylsa			
pynda			
pýtt			
pyttur			
pöpulrás			
pör			
ráða			
radísa			
ráfa			
ragú			
raketta			
rakka			
rakkari			
ramma			
rammi			
rang			
rar			
rasi			
rasl			
rasla			
raspur			
rauðspretta			
raufa			
rauta			
realismi			
redda			
registur			
regna			
regúla			
reikna			
reim			
reinfáni			
reison			
reisupassi			
rekill			
rekk			
remí			
renigantur			
rennirí			
revía			
rexa			
reykelsi			
ribbi			
riddari			
riffill			
riffla			
rigtugur			
rigur			
ríkur			
rimpa			
ringja			
ringulreið			
róba			
rokk			
rokka			
rokkera			
róman			
rómanskur			
rómantík			
romm			
romsa			
roti			
rúðra			
rúff			
rukka			
ruml			
rumpur			
rúnsa			
runsvín			
ruppa			
rússa			
rústa			
rutta			
rútta			
rýgresi			
rýgur			
rykti			
rytmi			
ræs			
röfl			
röfla			
sabótera			
safali			
safran			
saft			
sagfíll			
sálast			
salat			
salfi			
sálifa			
salmíak			
saltari			
samla			
sandali			
sandelstré			
sans			
sanseraður			
sápa			
sapol			
sardína			
sarí			
sars			
satín			
sebúuxi			
seðill			
sekkína			
sekreteri			
sela			
sellulósa			
selskapur			
seminaristi			
semis			
séní			
serberus			
serenaða			
sergent			
sería			
serimónía			
sermón			
sértingur			
servantur			
servíetta			
sett			
sétta			
sextett			
sigli			
signet			
signor			
sikill			
sikker			
síkur			
siment			
simfón			
simili			
simpill			
sink			
sinna			
sippa			
sírat			
sírena			
síridúkur			
sirkill			
síróp			
sirs			
siska			
sítróna			
sjakket			
sjal			
sjampó			
sjarmi			
sjatteraður			
sjoppa			
sjúr			
skaffa			
skalda			
skaldpípa			
skálmei			
skammfeill			
skandali			
skans			
skapker			
skapular			
skarlat			
skatthol			
ske			
skekta			
skelpadda			
skemill			
skenkja			
skensa			
sker			
skertúður			
skífa			
skikka			
skilirí			
skilma			
skilti			
skimpa			
skip			
skippund			
skipt			
skíri			
skjaðak			
skjana			
skjönt			
skóli			
skorbíldur			
skósa			
skraddari			
skralt			
skrappur			
skrekkur			
skría			
skro			
skrolari			
skróplur			
skrubba			
skrúð			
skrúfa			
skrumla			
skuðuskinn			
skulfa			
skuppa			
skúra			
skussa			
skver			
skvísa			
skyggi			
skyrbjúgur			
skyrsill			
skyrta			
skytari			
skytterí			
skœzill			
slafak			
slaggi			
slagningur			
slagsíða			
slagta			
slambert			
slappur			
slatti			
sleimur			
slekt			
slemm			
sléttur			
slíf			
slifsi			
slikk			
slikkerí			
sliski			
slóa			
slont			
slot			
slúð			
sluðra			
slúðra			
slúður			
sluffa			
slúffa			
slunta			
slúpa			
slurka			
slútta			
slyppa			
slör			
smakka			
smart			
smelta			
smergill			
smíkra			
smíla			
sminka			
smitta			
smokra			
smúli			
smúlt			
snaddi			
snakka			
snatta			
sniddari			
sníf			
snikka			
snitt			
snitta			
snuða			
snuff			
snúra			
snurpa			
snæða			
snæla			
snöfla			
soddan			
sódómískur			
sófismi			
sofn			
sojabaunir			
soldari			
sónata			
sópran			
sort			
sós			
sóta			
spaði			
spanda			
spandéra			
spanna			
spansgræna			
sparða			
sparrhaukur			
spartla			
spat			
spatt			
spaug			
spáz			
spegill			
speikja			
spekúlera			
spél			
spergill			
spesía			
spezskór			
spik			
spík			
spíli			
spíll			
spínat			
spinnill			
spíra			
spíritismi			
spíss			
spíssirólur			
spítalskur			
spjátra			
splæs			
splæsa			
spóka			
spólera			
spons			
sport			
spraki			
sprakki			
sprang			
sprauta			
spreða			
springur			
spritt			
sprossi			
spruð			
sprútt			
spudda			
spúla			
spúsa			
spægipylsa			
spæli			
spæll			
spæra			
spærlingur			
stafli			
stakket			
stalínismi			
stallari			
stampa			
stangur			
star			
starta			
stáss			
stassanóhitun			
stát			
status			
stedda			
steilt			
stelling			
stensill			
sterilisera			
stífelsi			
stífla			
stífur			
stigreip			
stígvél			
stilling			
stimpill			
stívarður			
sto			
stóla			
stoltur			
storma			
strabba			
straff			
stramma			
strammi			
strammur			
strax			
strekkja			
stress			
stríð			
strífa			
striffa			
stríla			
strimi			
strip			
strix			
strjáli			
stroff			
strúss			
stryknín			
stú			
stúa			
stúarður			
stuða			
stúdína			
stuf			
stulta			
stumpari			
stumpur			
stunna			
sturta			
stybba			
stældjúpur			
stöndugur			
sublimatvatn			
suður			
súkkat			
súkkulaði			
súlfa			
súlfat			
sulta			
sultutau			
summera			
súnka			
sunnudagur			
surkot			
súrmúla			
surra			
sús			
súsa			
súst			
súsvört			
svaljárn			
svampur			
svarmur			
svekkja			
sver			
sverma			
svermur			
sveskja			
svif			
svikamylla			
svikka			
svikkur			
svimul			
svín			
svindill			
svingla			
svinka			
svippa			
svira			
svissa			
svolustaukur			
sýfilis			
sykur			
synódus			
sýrena			
sökkull			
sölna			
söslingur			
taferni			
tafl			
takki			
takla			
tákn			
taktik			
taktur			
tál			
talent			
talenta			
talía			
talk			
talkúm			
tamma			
tan			
tannín			
tanta			
tapar			
tapít			
tarif			
tarína			
tartaletta			
tartufla			
tasía			
tasti			
tau			
taxti			
teikn			
teikna			
teknik			
tektónískur			
telex			
temmilegur			
templari			
tempra			
téna			
terta			
tessi			
tigl			
tík			
timpanum			
tindáti			
tindla			
ting			
tinga			
tippa			
tisma			
tispa			
titill			
títóismi			
tívurr			
tja			
Tjaldari			
tjása			
tjóður			
tjöfsur			
tojlett			
tokkata			
tollur			
tombóla			
tomma			
tómthúsmaður			
tónn			
torg			
tort			
tortís			
tossi			
tradition			
trafali			
trampa			
trans			
traska			
traust			
treffilegur			
tregi			
tréhakl			
treikort			
treina			
treiskur			
trekkja			
trekkur			
trekt			
treysta			
tríkína			
tríll			
trilljón			
tríó			
tríóla			
tripla			
tristur			
triumf			
tromba			
tromla			
tromma			
tromp			
trompet			
trópískur			
trópismi			
trossa			
trúður			
truff			
trukka			
trukkur			
trútínera			
trygla			
tuða			
túðra			
túðsa			
túff			
tufflur			
túkall			
tukan			
túlipa			
túlkur			
túmark			
tumba			
tumla			
tún			
túndra			
túnfiskur			
tunna			
túpa			
túpera			
túr			
túrban			
túristi			
túrkis			
turna			
tuserí			
túsk			
tússa			
tútomma			
tvíbaka			
tviffel			
tvíla			
týhús			
tykt			
týranni			
týta			
tæfa			
tæiber			
töff			
úðra			
úlkur			
úlmerdúkur			
umslag			
undirdáni			
undirsáti			
úniform			
únítari			
úrfugl			
úrhani			
úruxi			
útstáelsi			
útvortis			
uxahöfuð			
vach			
vakki			
vakt			
vaktela			
vallari			
valmaþak			
valúta			
vams			
vandlingur			
vandra			
vankantur			
vanrykti			
vanskilegur			
varatekt			
vardéra			
varðlokur			
variant			
vasilín			
vaska			
vaturpassi			
vatursótt			
vaturstagur			
veglína			
veia			
veigra			
veleðla			
velidáð			
vellyst			
